id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_followup_with	log_prob_followup_without	log_prob_full_with	log_prob_full_without	include_context
4357	not	What do you think of the new television channel? Aren't the programs awful?__eou__I quite agree with you. They are terrible. They are complete waste of time, but my wife disagrees with me.__eou__Actually, what bothers me is the violence. There are far too many detective and police shows.	I couldn't agree with you more. There aren't enough educational programs, and even the news shows are not well done.	I couldn't agree with you more. There aren't enough educational programs, and even the news shows are well done.	You are absolutely right. They are too brief. They don't tell you anything.	-89.78828859329224	-93.71275758743286	-54.015013337135315	-51.54134130477905	-452.93225288391113	-454.51660346984863	True
4361	not	Cheers! To our first night in our new apartment.	It's so quiet. I'm not really used to it.	It's so quiet. I'm really used to it.	All you hear is the crickets and the breeze.	-87.87938010692596	-96.80762541294098	-44.1829617023468	-42.17589616775513	-224.06341326236725	-231.02398943901062	True
4364	not	Harry was angry last night.__eou__That's because he's getting nervous. Anyway, this is the first time he's directed a play.	But he used to be very relaxed and cheerful. It's not like Harry to do a thing like that.	But he used to be very relaxed and cheerful. It's like Harry to do a thing like that.	Yes, you're right. Maybe there's any other reason.	-117.5195541381836	-128.46753311157227	-52.29912328720093	-52.68343222141266	-346.5522257089615	-358.0691182613373	True
4366	not	I don't like this movie. It's a bomb.	Look, I've already paid for the tickets, so whether you like it or not we're going to finish watching it.	Look, I've already paid for the tickets, so whether you like it or we're going to finish watching it.	Well, give me the Walkman. I'll listen to the music then.	-107.44867098331451	-118.62368476390839	-58.16178274154663	-56.43135201931	-245.12937259674072	-254.5271416902542	True
4370	not	What do you think about violence in movies?	Personally, I'm not for it. I feel it's bad for kids to watch.	Personally, I'm for it. I feel it's bad for kids to watch.	But kids like watching things like that. It's just for fun, would't you say?	-108.50344002246857	-111.30824959278107	-81.96168756484985	-73.87585031986237	-251.67011499404907	-246.3939586877823	True
4371	not	I'm afraid we can't increase salary this year, money is just too title.	I'm not sure I can't agree, dan.	I'm sure I can't agree, dan.	Why not?	-101.26546859741211	-94.75307846069336	-10.404850602149963	-11.229014992713928	-243.46692287921906	-237.77869713306427	True
4383	not	You know, Taylor's been in the hospital for a couple of days.__eou__And I'm the one who put him there with my football moves.	But you're not to blame for them keeping him there.	But you're to blame for them keeping him there.	Yeah, what was all that stuff about running tests about anyway?	-87.4375	-86.88906860351562	-59.92248511314392	-63.53179931640625	-316.7165994644165	-319.7678234577179	True
4404	not	David, why didn’t you clean the room?	I’m not in the mood.	I’m in the mood.	Why are you feeling depressed?	-74.81542205810547	-80.04418182373047	-29.791574120521545	-26.617624759674072	-191.94453155994415	-193.97077751159668	True
4408	not	Would you like to see our new shirts?	Sorry, but I’m not really interested in those things.	Sorry, but I’m really interested in those things.	But they’re very nice, you know.	-93.3695421218872	-103.81947040557861	-41.719486355781555	-37.752934217453	-211.55472147464752	-218.0122148990631	True
4411	not	You don’t look like enjoying this workout.	I’m not crazy about it at all.	I’m crazy about it at all.	You don’t like this sort of exercise?	-77.16607284545898	-92.77111434936523	-39.700732350349426	-35.08690965175629	-207.17828142642975	-218.14569652080536	True
4414	not	Hey, Mary, can you cut that out?	Cut what out I’m not doing anything.	Cut what out I’m doing anything.	The tapping of your pen on your desk. It’s driving me crazy.	-99.43157172203064	-116.94607901573181	-53.97682809829712	-57.45915734767914	-242.31300520896912	-263.3056608438492	True
4416	not	I'm sorry, ladies. Mr. Smith's viewing is over. It ended an hour ago.__eou__But we just drove across town. Can't we just go in to see him one last ...	I'm afraid not. But at tomorrow's funeral, the family requested an open casket service.	I'm afraid. But at tomorrow's funeral, the family requested an open casket service.	This is all too fast. He's my best friend, and now he's gone.	-110.49287867546082	-126.0389255285263	-49.59911406040192	-48.231042981147766	-371.32075476646423	-385.49914264678955	True
4421	not	Why are you so rude to your wife?__eou__I didn't like her butting in where I didn't want her. She's a chatter box.	But she means to help you, not to trouble you.	But she means to help you, to trouble you.	I know. But I just can't stand her butting in when I was trying to emphasize a point.	-98.55631256103516	-107.52847290039062	-63.51803708076477	-61.8504558801651	-330.4637180566788	-337.7687473297119	True
4429	not	It’s really terrible!__eou__What are you talking about?	Don’t you see many parents are forcing there children’s hands to learn something they think important to their children. But the children are not interested in it at all.	Don’t you see many parents are forcing there children’s hands to learn something they think important to their children. But the children are interested in it at all.	You said it. Many parents just don’t know how to educate their children.	-171.10783863067627	-184.1187515258789	-82.03782618045807	-81.620001912117	-366.1978394985199	-378.7419626712799	True
4439	not	I give up! I simply can't learn French!__eou__Why do you say that? I think you're making a lot of progress.	No, I'm not. I try and try and I still can't speak it very well.	No, I'm. I try and try and I still can't speak it very well.	Learning any language takes a lot of effort. But don't give up. Why don't we practise those dialogues together?	-87.0384122133255	-102.26307249069214	-107.02001929283142	-105.90795910358429	-337.4980174303055	-351.5649137496948	True
4443	not	I don't know what I can do now. I'm down and out.	You are not the gray train, I guess. But bite the bullet and you'll soon be in the chips again.	You are the gray train, I guess. But bite the bullet and you'll soon be in the chips again.	I hope so. But I'm always caught short.	-168.2116688489914	-161.41937148571014	-47.8343563079834	-51.69932270050049	-303.1450809240341	-300.2363656759262	True
4446	not	John, why don’t you go and do some gardening? The lawn needs weeding.	Because I’m not in the mood, that’s why.	Because I’m in the mood, that’s why.	Well, don’t just sit there, do something. Come and help me in the kitchen.	-73.67916774749756	-88.85880184173584	-52.136616230010986	-47.27293646335602	-231.27080285549164	-241.55384063720703	True
4466	not	What do you think of the new television channel? Aren't the programs awful?__eou__I quite agree with you. They are terrible. They are complete waste of time, but my wife disagrees with me.__eou__Actually, what bothers me is the violence. There are far too many detective and police shows.	I couldn't agree with you more. There aren't enough educational programs, and even the news shows are not well done.	I couldn't agree with you more. There aren't enough educational programs, and even the news shows are well done.	You are absolutely right. They are too brief. They don't tell you anything.	-89.78828859329224	-93.71275758743286	-54.015013337135315	-51.54134130477905	-452.93225288391113	-454.51660346984863	True
4475	not	What happen, John?__eou__Nothing.__eou__Why do you look unhappy?	I’m rather disappointed at not being able to see my best friend off.	I’m rather disappointed at being able to see my best friend off.	Oh, cheer up. He’ll understand you.	-115.50697207450867	-123.13694298267365	-73.21179437637329	-73.0908694267273	-358.7441335916519	-366.3862179517746	True
4476	not	David, why didn’t you clean the room?	I’m not in the mood.	I’m in the mood.	Why are you feeling depressed?	-74.81542205810547	-80.04418182373047	-29.791574120521545	-26.617624759674072	-191.94453155994415	-193.97077751159668	True
4489	not	Say, Jim, how about going for a few beers after dinner?	You know that is tempting but is really not good for our fitness.	You know that is tempting but is really good for our fitness.	What do you mean? It will help us to relax.	-122.62399673461914	-121.45244216918945	-49.87707555294037	-49.840187430381775	-274.57195270061493	-273.36351001262665	True
4494	not	Hi, Becky, what's up?	Not much, except that my mother-in-law is driving me up the wall.	Much, except that my mother-in-law is driving me up the wall.	What's the problem?	-102.20469915866852	-113.32639992237091	-28.935686111450195	-29.591188311576843	-208.6337662935257	-220.397434592247	True
4502	not	Why don’t you sit down and relax, darling?__eou__I don’t want to.__eou__Well, come and talk to me then.	Certainly not.	Certainly.	May I turn on the radio then?	-57.46775817871094	-59.60722351074219	-36.22599220275879	-37.59571099281311	-280.82047963142395	-284.3135504722595	True
4534	not	Honey, why are you so angry? Can you tell me?__eou__You don’t love me, Roy.__eou__Why do you say such words? I love you very much.	No, you used to be. But not now. You are in love with someone else. You are in love with my friend, Janet. You appreciate her very much. You think she is beautiful and fun to be with and you think I’m dumb and uninteresting.	No, you used to be. But now. You are in love with someone else. You are in love with my friend, Janet. You appreciate her very much. You think she is beautiful and fun to be with and you think I’m dumb and uninteresting.	Susan, just one last week I went out to have a lunch with her. There is nothing for you to be jealous about. I like your company much better than Janet’s.	-198.7844535112381	-203.1939891576767	-137.3760495185852	-138.30313062667847	-571.5477548837662	-576.7813926935196	True
4545	not	Isn’t he the best instructor? I think * he’s so hot. Wow! I really feel energized, don’t you?__eou__I swear, I’m going to kill you for this.__eou__What’s wrong? Didn’t you think it was fun?!	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just not into this health kick.	Oh, yeah! I had a blast! I love sweating like a pig with a bunch of pot bellies who all smell bad. Sorry, I’m just into this health kick.	Oh, no, get off it. It wasn’t such a killer class. You just have to get into it. Like they say, no pain, no gain.	-159.98564052581787	-167.99485683441162	-101.39167332649231	-104.38518512248993	-566.030900478363	-577.0785504579544	True
4552	not	If ever you’re in Chicago, please do look me up.	Well, yes, I’d like to, if it’s not too much trouble.	Well, yes, I’d like to, if it’s too much trouble.	No trouble at all. I think maybe you will meet some of my friends here as well.	-98.73644256591797	-107.73157501220703	-61.012425780296326	-57.65879809856415	-251.42313504219055	-257.0421931743622	True
4564	not	You should have seen the line at the housing office.It took me an hour to make my dormitory deposit for next year. Have you made yours yet?	No, I’m not sure I’m going to.	No, I’m sure I’m going to.	Why not? There’s not much time left. Are you short of cash?	-78.8711667060852	-82.46928310394287	-52.90936005115509	-51.86816930770874	-289.9759283065796	-292.5416396856308	True
4573	not	How's your new work, Carl?__eou__A tough job. They even offer in-service training every Wednesday afternoon.__eou__Good for you.	I don't like it. I am not used to this kind of 9 to 5 work hours. Above all, I hate talking to those poker faces everyday.	I don't like it. I am used to this kind of 9 to 5 work hours. Above all, I hate talking to those poker faces everyday.	Well, you have to take the bad with the good.	-151.8715944290161	-158.4874713420868	-33.12805259227753	-32.560314297676086	-436.0705087184906	-442.1121189594269	True
4575	not	Would you like to see our new shirts?	Sorry, but I’m not really that interested in those things.	Sorry, but I’m really that interested in those things.	Well, they are very nice you know.	-104.6605167388916	-110.8893175125122	-46.487912774086	-39.18041455745697	-227.55856430530548	-226.51003444194794	True
4581	not	Why don't you sit down and relax, darling?__eou__I don't want to.__eou__Well, come over and talk to me then.	Certainly not.	Certainly.	May I turn on the TV then?	-60.1307373046875	-63.3956298828125	-35.52799034118652	-32.46664655208588	-272.9239008426666	-273.1860694885254	True
4584	not	Excuse me, I wonder if you could help me?__eou__Of course, what can I do for you?	Well, I hate to have to say this, but I'm not happy with my room.	Well, I hate to have to say this, but I'm happy with my room.	Oh, what exactly is problem?	-105.70122730731964	-116.5478926897049	-49.92969214916229	-46.2063125371933	-270.2449232339859	-277.34362614154816	True
4588	not	I must apologize for having delayed the work.	No, that’s not all your fault.	No, that’s all your fault.	But you will miss your good chance. I’m So sorry	-103.1007809638977	-97.1765866279602	-75.9361400604248	-73.19878578186035	-267.60485804080963	-258.9630848169327	True
4599	not	David, why don't you clean your room?	I am not in the mood.	I am in the mood.	Why are you feeling depress?	-70.76516723632812	-74.84567260742188	-43.01881504058838	-37.90479385852814	-193.11299562454224	-192.10479414463043	True
4610	not	The band is pretty good. How do you like the music?__eou__It's very nice. I haven't heard live music in a while. This is fun.__eou__Well, then, may I invite you for the next dance?	Of course. But I'm afraid I'm not much of a dancer ...	Of course. But I'm afraid I'm much of a dancer ...	Don't worry. I'm not much of a dancer myself.	-97.18756377696991	-106.76993560791016	-23.34583556652069	-23.423888325691223	-383.6996006965637	-393.37729465961456	True
4615	not	are you working overtime again? Over the last two weeks, you have worked overtime every day without a break! Your company is draining the life out of you!__eou__I know, but I don't have a choice, my boss has complete control over our work schedules. I haven't made it out of the office before 9 PM a single day this week.__eou__Well, I hope they're paying you the big bucks for all this work ...	No, not exactly, I'm working for minimum wage.And they don't give extra pay for overtime. Overtime is our own time.	No, exactly, I'm working for minimum wage.And they don't give extra pay for overtime. Overtime is our own time.	What?! Isn't there a law against that, I think there is some legislation that requires employers to give their employees a fair rate of wages. You should know your rights! If you are putting in so many hours, they should give you some kind of compensation.	-146.52604365348816	-147.9628689289093	-154.15447616577148	-155.62197542190552	-664.3959407806396	-667.3231236934662	True
4622	not	How do you get along with your co-workers?__eou__I get along pretty well with most of them.It seems there are always a few rotten apples in the bunch, though, Like Margaret. I don't know why management hasn't fired her yet.She' s a terrible gossip.__eou__Do you think management should fire someone just because they gossip?	It's not only that she gossips, but she also tries to start problems among other employees by spreading rumors and telling lies about her co-workers.She' s not trustworthy, and in my opinion, I think she's nuts.	It's only that she gossips, but she also tries to start problems among other employees by spreading rumors and telling lies about her co-workers.She' s trustworthy, and in my opinion, I think she's nuts.	So how do you develop good relationships in the office?	-172.71499752998352	-186.52096688747406	-57.004403829574585	-55.07249653339386	-551.5058797597885	-563.4346437454224	True
4627	not	Would you go to the bookstore with me?__eou__It sounds a good idea. Let’s go.__eou__Do you know Jeffery has published his second detective novel?	Yes. I heard about that. And I know you want to buy it, but I’m not interested in detective novels.	Yes. I heard about that. And I know you want to buy it, but I’m interested in detective novels.	So what are you interested in?	-111.86514282226562	-123.61898803710938	-23.5757577419281	-27.747040629386902	-378.5822294950485	-394.53772258758545	True
4629	not	Hi, Becky, what's up?	Not much, except that my mother-in-law is driving me up the wall.	Much, except that my mother-in-law is driving me up the wall.	What's the problem?	-102.20469915866852	-113.32639992237091	-28.935686111450195	-29.591188311576843	-208.6337662935257	-220.397434592247	True
4630	not	Lester, you are really fantastic at automobile repair.__eou__Thanks, June. But I think I need to be certified as a mechanic before I’m allowed to repair cars for a living.	That’s not a big problem. There are many small schools for adults like you who can study to be certified.	That’s a big problem. There are many small schools for adults like you who can study to be certified.	I guess I never thought of that before.	-145.37057495117188	-147.77413940429688	-24.5200252532959	-22.696914792060852	-400.59867322444916	-401.1735119819641	True
4631	not	I think you should look over these figures again. There are some calculations that are a bit off.	I apologize. This should not have to be this way.	I apologize. This should have to be this way.	Apology is accepted. Try to do better next time.	-107.65576076507568	-112.50741481781006	-46.677879333496094	-46.97837424278259	-256.56985092163086	-261.7887418270111	True
4635	not	You must like negotiating a lot. People are saying, you are a super negotiator.__eou__Ha, I am flattered. Actually, when it comes to negotiate, you don’t need to like it. You just need to understand how it works.	I am not good at it by any means. Give me some advice.	I am good at it by any means. Give me some advice.	Well, generally speaking, if you want to change someone’s mind or understand his position, you have to put yourself in his shoes. Understand his need and the cost for his need. And then you work together to find a solution.	-100.1099853515625	-101.67254257202148	-149.48070669174194	-145.1244034767151	-496.72720420360565	-493.9540556669235	True
4637	not	You look really wiped out?__eou__I had meetings back to back all morning. And phone rang off the hook from the minute I walked into the office.	Not a good day. I hate to tell you that Mr. Thomas wants to see the profit’s statement for new project tomorrow morning.	A good day. I hate to tell you that Mr. Thomas wants to see the profit’s statement for new project tomorrow morning.	I can’t believe it. I guess I’ll be here until 10 again tonight.	-177.88471603393555	-178.83485794067383	-66.42196655273438	-64.9796371459961	-441.29524767398834	-440.89380609989166	True
4640	not	Henry, do you know how much we spent this month?	No, I'm not clear.	No, I'm clear.	we've spent $ 1,000.	-77.97787475585938	-81.67074584960938	-46.68107581138611	-41.75944685935974	-215.18899846076965	-213.9492542743683	True
4646	not	She's pretty and meek.	No, I can't agree with you. She's one but not the other.	No, I can't agree with you. She's one but the other.	What makes you think so?	-103.45372724533081	-108.91574573516846	-23.59572732448578	-25.70627796649933	-204.9684032201767	-212.49537575244904	True
4649	not	Mrs.Smith, time has stood still with you!__eou__Thank you.You' re partial.	I'm not flattering you.You' re full of energy every day.	I'm flattering you.You' re full of energy every day.	It's nice to hear that anyway.	-110.15462017059326	-105.21710300445557	-26.50063967704773	-27.931089282035828	-324.6166088581085	-321.0746555328369	True
4666	not	But the auction is a blast! And I haven't even told you the best part yet!	I don't care what the best part is. Whatever you say won't change my mind. I'm not buying anything!	I don't care what the best part is. Whatever you say won't change my mind. I'm buying anything!	That stamp you've been looking for is for sale.	-108.17578148841858	-128.1216881275177	-49.14173948764801	-50.281296372413635	-260.5215984582901	-281.58756935596466	True
4680	not	Howdy! Nice car! What seems to be the problem?__eou__I don’t know! This stupid old car started spewing white smoke and it just died on me. Luckily, I managed to start it up and drive it here. What do you think it is?	Not sure yet.How about you pop the hood and we can take a look. Mmmm, it doesn’t look good.	Sure yet.How about you pop the hood and we can take a look. Mmmm, it doesn’t look good.	What do you mean? My daddy gave me this car for my birthday last month. It’s brand new!	-117.47486972808838	-142.93495559692383	-61.88170504570007	-61.25891363620758	-434.77371644973755	-459.68555223941803	True
4701	not	Can you be serious for a moment, we've been dating for 6 months now, I really like you. I'd like to take a relationship to the next level.__eou__So what are you trying to say to me?	It feels like you are not dedicate to our relationship. It seems like you treat it as a just casual dating.	It feels like you are dedicate to our relationship. It seems like you treat it as a just casual dating.	How should I say it?	-119.9919204711914	-124.50602722167969	-26.303542137145996	-27.089401483535767	-329.6603697538376	-334.96033585071564	True
4702	not	What do you think of being a secretary?	I'm not at all keen on that sort of job.It makes me crazy.	I'm at all keen on that sort of job.It makes me crazy.	How come?	-130.02761352062225	-138.14931726455688	-19.924986243247986	-21.883369088172913	-216.76559138298035	-226.8456779718399	True
4746	not	so, how should we go to the theatre?__eou__let's take the bus.__eou__I hate the bus system in London! The bus drivers are rude, the buses are never on time, and there are few people around who can help you.	It's not that bad. You probably just had a bad experience once.	It's that bad. You probably just had a bad experience once.	it wasn't just once. Every single time I take the bus, something bad happens to me or to someone else on the bus.	-66.85299897193909	-86.05913949012756	-60.34311616420746	-58.07844626903534	-429.1289380788803	-446.0129917860031	True
4765	not	The sun is up! Time for all the campers to rise. Time to get paddling.__eou__Oh, no! No more paddling! My arms are sore!	Do not worry. Today will be easier.	Do worry. Today will be easier.	Beth, what date is today?	-84.27508878707886	-94.24627256393433	-39.57962989807129	-39.08650207519531	-331.39712858200073	-340.8848967552185	True
4773	not	Mom, why do chinese people like to touch my head? sometimes they even touch my cheeks.__eou__That is a part of chinese culture, if they think you are a lovely child, they touch your head and say, how cute you are.	But i donor like it, not a bit, i am not a pet, i am a girl.	But i donor like it, a bit, i am a pet, i am a girl.	Well, you get used to it, different countries have different manners.	-126.84948074817657	-134.51673233509064	-53.05301022529602	-49.70862329006195	-429.8339915275574	-434.17589914798737	True
4777	not	Hi Isabel! You wanted to see me?__eou__Yes Anthony, come on in. Have a seat.__eou__Is everything okay? You seem a bit preoccupied.	Well, Anthony, this is not going to be an easy conversation.The company has made some decisions which will have a direct impact on your employment.	Well, Anthony, this is going to be an easy conversation.The company has made some decisions which will have a direct impact on your employment.	Okay ...	-138.29497146606445	-138.26264786720276	-25.34375023841858	-23.33984398841858	-375.0412768125534	-372.9988707304001	True
4782	not	What do you think of this one?__eou__Eh, so so.__eou__And this one? Too flashy?	Nah, not too flashy.	Nah, too flashy.	Hug! And this sweater from my aunt? Isn’t it hideous?	-65.29013752937317	-73.78551411628723	-87.56085085868835	-86.1353006362915	-363.3093045949936	-370.39242136478424	True
4783	not	Hey, Mary, can you cut that out?	Cut what out I’m not doing anything.	Cut what out I’m doing anything.	The tapping of your pen on your desk. It’s driving me crazy.	-99.43157172203064	-116.94607901573181	-53.97682809829712	-57.45915734767914	-242.31300520896912	-263.3056608438492	True
4787	not	Wow, that terrible movie is finally over. Next time I’m picking the film, because I don’t want to end up seeing a chick flick.__eou__Well you should have picked, in the end you always complain about everything.	Not everything, just this film. Even the title is ridiculous. and it’s so long, those are the two and a half most wasted hours of my life, so much so that I’m thinking about asking them to give me my money back.	Everything, just this film. Even the title is ridiculous. and it’s so long, those are the two and a half most wasted hours of my life, so much so that I’m thinking about asking them to give me my money back.	I’m thinking of taking you back home. I thought we could have a nice evening, but you’re always so negative.	-210.57746040821075	-218.03985285758972	-77.68257343769073	-76.77645540237427	-538.0036791563034	-544.4383379220963	True
4789	not	Hi dude, you look upset, what's up?__eou__haven't been sleeping well recently.__eou__what's the problem?	Every night my roommates watch the Korean soap operas till mid-night. I am not a big fan of Korean shows and I don't know how to tell them to stop without hurting their feelings.	Every night my roommates watch the Korean soap operas till mid-night. I am a big fan of Korean shows and I don't know how to tell them to stop without hurting their feelings.	well, you can simply tell them you want to sleep, or make an arrangement for a time when the room should quiet down.	-152.05558919906616	-163.0623595714569	-104.70054185390472	-100.98366975784302	-474.8974324464798	-482.2088680267334	True
4831	not	What do you say to eating out, Maggie?	Yeah, why not? We haven't been out for dinner for quite a long time. A new French restaurant has just opened in our neighborhood. We can go there.	Yeah, why? We haven't been out for dinner for quite a long time. A new French restaurant has just opened in our neighborhood. We can go there.	Do we need to book a table in advance?	-152.37146759033203	-163.67735147476196	-27.854443669319153	-28.648356556892395	-266.53932762145996	-278.5948541164398	True
4832	not	What a wonderful party! I had a good time. How about you?__eou__I enjoyed myself, too.__eou__Shall I give you a ride home?	Yes, if it's not too much of a trouble.	Yes, if it's too much of a trouble.	It's no trouble at all because your house is on the way to my place.	-77.59796142578125	-86.51062774658203	-45.746886253356934	-43.26500332355499	-326.94806349277496	-333.3804795742035	True
4837	not	Can you do push-ups?	Of course I can. It's a piece of cake! Believe it or not, I can do 30 push-ups a minute.	Of course I can. It's a piece of cake! Believe it or, I can do 30 push-ups a minute.	Really? I think that's impossible!	-125.33828890323639	-137.84919130802155	-26.277889370918274	-26.94691801071167	-218.78681302070618	-232.06164610385895	True
4853	not	Jim, I heard you’Ve bought a new computer.__eou__Yes. Look, it is on my desk.__eou__Your office looks different with a computer. By the way, is it difficult to use a computer?	Not at all. It’s a piece of cake.	At all. It’s a piece of cake.	A piece of cake?	-54.180877327919006	-70.50493907928467	-19.429734587669373	-18.656315445899963	-335.3211085796356	-350.84010672569275	True
4864	not	Have you ever seen coco?	I've seen her on TV but not in the flesh.	I've seen her on TV but in the flesh.	I'm so familiar with her songs, but I don't know what kind of person she is in real life.	-89.46218371391296	-105.06911730766296	-54.68431103229523	-58.37089157104492	-223.22108447551727	-242.55940651893616	True
4867	not	I've heard that you've made a new strange friend recently, Sophie.	Yes. He is an old man with a great sense of humour. Not only can he play the piano, he also draws pictures very well.	Yes. He is an old man with a great sense of humour. Only can he play the piano, he also draws pictures very well.	So you can learn a lot from him.	-152.23685228824615	-165.4644523859024	-29.347538113594055	-30.18164360523224	-281.6886421442032	-295.7691465616226	True
4884	not	Hi. What's up?__eou__Nothing much. What's new with you?	Not too much. I've been pretty busy.	Too much. I've been pretty busy.	Me too. Seems like all I do is eat and sleep.	-73.20448315143585	-79.51117527484894	-57.25624680519104	-57.52170395851135	-255.21104550361633	-261.7585709095001	True
4916	not	How about going to the cinema tonight?__eou__That's great. What's on tonight?	I am not sure about the name of the film, but I know it's a romantic one.	I am sure about the name of the film, but I know it's a romantic one.	Romantic? I am afraid I like thrillers better.	-99.95480537414551	-100.5118293762207	-69.3615472316742	-70.19410479068756	-310.3544901609421	-311.71149611473083	True
4944	not	I am considering going for the new job that was posted yesterday.__eou__Are you certain that that is what you want to do?	It may not be the best choice for me, but I am considering it.	It may be the best choice for me, but I am considering it.	Why do you think that this would be a good move?	-66.042236328125	-77.38082885742188	-48.856762170791626	-50.93934488296509	-262.6555597782135	-275.9942307472229	True
4946	not	I think that the company retreat should be in the mountains this year.__eou__What a great idea!__eou__January would be a good month for a mountain retreat.	I like the mountain idea, but I am not so sure about the month of January.	I like the mountain idea, but I am so sure about the month of January.	You know, now that I think about it, you might be right.	-72.07031154632568	-87.03616905212402	-56.482067823410034	-52.107359766960144	-333.53598165512085	-344.11560118198395	True
4955	not	Hello, Mr. Brown, long time no see. Where have you been?__eou__Oh, I went on a holiday in the city of Chende.__eou__Great. What do you think of it?	The city is small, not very modern, but there are many mountains with lots of trees around the city, so the air there is pretty fresh.	The city is small, very modern, but there are many mountains with lots of trees around the city, so the air there is pretty fresh.	Did you go to the Summer Mountain Resort?	-118.21404838562012	-124.72065353393555	-44.88527870178223	-43.200918197631836	-408.43761801719666	-413.2365734577179	True
4963	not	Could you help me prepare for my presentation on Friday?__eou__I would love to help you prepare for your presentation.__eou__I hate to ask you to do something like that.	This will not interfere with my work. I promise you that.	This will interfere with my work. I promise you that.	When could we get together?	-115.5186038017273	-119.11716270446777	-40.26220786571503	-34.36325168609619	-369.95353066921234	-367.575257062912	True
4965	not	I was thinking about applying for the new position.__eou__Do you think that is a good idea?	It seems like a good idea but I am not really sure.	It seems like a good idea but I am really sure.	What are your main concerns?	-88.66705703735352	-103.35258483886719	-21.90606915950775	-23.97464692592621	-242.80646753311157	-259.55082654953003	True
4980	not	Well, my particular interest is collecting stamps, especially the rare ones. What about you?	I’m afraid that’s not my cup of tea. I just find skin-diving attracting.	I’m afraid that’s my cup of tea. I just find skin-diving attracting.	So have you ever been to the stamp display of the town?	-138.24332106113434	-148.3560049533844	-72.97771310806274	-73.37617719173431	-318.7577188014984	-329.25775241851807	True
4981	not	I heard that Kevin got divorced. Is that true?	Not so bad, but Kevin does have problems with his wife.	So bad, but Kevin does have problems with his wife.	What?	-111.8574447631836	-118.74226379394531	-16.984375715255737	-15.481452226638794	-210.99300408363342	-216.38772463798523	True
4992	not	Where's Bob?	It seems like he's not coming.	It seems like he's coming.	Can you give him a call on his mobile?	-71.53471088409424	-73.37174701690674	-44.60535681247711	-36.90501570701599	-181.76358330249786	-175.93946290016174	True
5028	not	How was your date recently?	Not too bad. It is seemingly too hard for me to find a place for our date.	Too bad. It is seemingly too hard for me to find a place for our date.	I guess so. Going to watch a movie and having dinner at a restaurant are usual.	-138.92298316955566	-132.66085815429688	-70.65173804759979	-73.86420226097107	-282.6043075323105	-279.5443813800812	True
5034	not	How do you like waltz?__eou__It's very nice, I like it very much.__eou__May I invite you for the first dance?	My pleasure. But I'm afraid I'm not much of a dancer.	My pleasure. But I'm afraid I'm much of a dancer.	In fact, I took up dancing quite recently, too.	-68.82686567306519	-81.28115844726562	-56.96811830997467	-50.70438492298126	-324.06571435928345	-330.3361303806305	True
5084	not	Honey, what's wrong with you?	I'm not feeling well. I'm very nervous.	I'm feeling well. I'm very nervous.	Take it easy. We are going to have our own baby. You should be happy.	-81.68212127685547	-103.70333099365234	-87.56050932407379	-78.17009997367859	-237.24897396564484	-249.87510514259338	True
5155	not	We came too early. There're still three hours before the performance starts.__eou__I know. Sorry, I shouldn't have rushed you, but I just couldn't stay at home and wait.__eou__Never mind. What about taking a look around the theater?	Why not? I'd love to do that.	Why? I'd love to do that.	Here we go. There is a museum of the Beijing Opera art. ( They come to the museum of the Beijing Opera art. )	-56.03117847442627	-68.2070894241333	-93.7231273651123	-92.09008288383484	-428.0044561624527	-438.5113996267319	True
5210	not	Hey, That's a really nice outfit you have on.	Why, thank you. I wasn't sure if it looked okay or not. I can't believe all the words the salesgirl said.	Why, thank you. I wasn't sure if it looked okay or. I can't believe all the words the salesgirl said.	Oh, you look stunning. Your dress really goes well with your shoes.	-161.37958431243896	-171.92003536224365	-68.20208132266998	-69.39100217819214	-311.9895564317703	-323.74615001678467	True
5214	not	Linda? Is that you? I haven't seen you in ages!__eou__Hi George! It's good to see you!__eou__What have you been up to?	I just opened up my own business not long ago.	I just opened up my own business long ago.	Good for you! What are you doing?	-77.02412796020508	-81.53052520751953	-32.60335731506348	-31.418160438537598	-289.8335853815079	-293.1445509195328	True
5219	not	What a beautiful watch. It goes very well with your ring.__eou__Thank you.__eou__Is that your wedding ring?	I'm not married yet. It's my engagement ring.	I'm married yet. It's my engagement ring.	Well, congratulations. When is the big date?	-78.0515308380127	-98.41824018955231	-37.47297775745392	-37.92119789123535	-309.7547620534897	-330.5901188850403	True
5231	not	Hey, let's arm wrestle!	Not now.	Now.	Chicken! You're afraid I'll beat you.	-67.24458312988281	-74.53120422363281	-44.30999398231506	-43.71418571472168	-181.34886944293976	-188.04065883159637	True
