participant_id,variant_name,timestamp,comparison_id,preference,ground_truth,prefers_w_word,preference_strength,word
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,just_5138,83.0,column_b,1,6,just
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,just_3236,67.0,column_a,-1,3,just
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,not_383,0.0,column_a,1,7,not
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,just_12662,83.0,column_b,1,6,just
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,control_00020,50.0,column_b,0,4,control
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,not_1647,17.0,column_a,1,6,not
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,control_00023,0.0,column_a,1,7,control
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,only_1602,33.0,column_a,1,5,only
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,control_00027,83.0,column_b,1,6,control
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,just_5467,0.0,column_a,1,7,just
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,only_1142,17.0,column_a,1,6,only
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,just_4722,17.0,column_b,-1,2,just
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,only_1538,83.0,column_a,-1,2,only
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,only_2333,17.0,column_b,-1,2,only
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,not_1697,0.0,column_a,1,7,not
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,control_00013,0.0,column_a,1,7,control
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,only_1888,83.0,column_b,1,6,only
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,not_226,83.0,column_a,-1,2,not
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,only_491,67.0,column_b,1,5,only
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,not_702,100.0,column_b,1,7,not
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,just_1627,17.0,column_a,1,6,just
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,not_729,100.0,column_b,1,7,not
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,just_9687,83.0,column_a,-1,2,just
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,not_460,100.0,column_b,1,7,not
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,only_2038,17.0,column_a,1,6,only
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,only_794,83.0,column_b,1,6,only
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,only_2032,33.0,column_a,1,5,only
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,not_81,100.0,column_b,1,7,not
69e8bb1c285706ee52a4ddb5,variant_12,2026-05-11 00:24:42.512000+00:00,only_315,0.0,column_b,-1,1,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_702,67.0,column_b,1,5,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_2405,83.0,column_b,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_2038,67.0,column_b,1,5,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_794,83.0,column_b,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1602,83.0,column_b,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1538,17.0,column_a,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_660,83.0,column_b,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_5,100.0,column_b,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_6675,83.0,column_a,-1,2,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_729,100.0,column_b,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1577,83.0,column_b,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_1697,83.0,column_b,1,6,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00024,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_9687,33.0,column_b,-1,3,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_272,33.0,column_a,1,5,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_686,17.0,column_a,1,6,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_965,67.0,column_a,-1,3,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00006,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_698,17.0,column_b,-1,2,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_1647,0.0,column_a,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_768,0.0,column_a,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00005,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_687,17.0,column_a,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1272,83.0,column_a,-1,2,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_6078,17.0,column_a,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00026,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_9954,83.0,column_b,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00009,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_1627,83.0,column_b,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00004,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_649,83.0,column_b,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_1700,17.0,column_a,1,6,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00007,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_2164,83.0,column_a,-1,2,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_383,83.0,column_b,1,6,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_865,0.0,column_a,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_5138,50.0,column_a,0,4,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1493,100.0,column_a,-1,1,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_491,83.0,column_b,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1579,17.0,column_a,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_1907,67.0,column_b,1,5,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_226,83.0,column_b,1,6,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_1602,100.0,column_b,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00001,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00011,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_2717,83.0,column_b,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_302,0.0,column_a,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00015,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1888,50.0,column_a,0,4,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_460,100.0,column_b,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_7769,83.0,column_b,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_1001,33.0,column_a,1,5,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00023,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_966,33.0,column_a,1,5,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00017,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00020,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_5467,0.0,column_a,1,7,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00014,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1891,50.0,column_a,0,4,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1038,17.0,column_a,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_9268,83.0,column_b,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_1154,100.0,column_b,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00021,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_4722,17.0,column_b,-1,2,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_81,100.0,column_b,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_4508,33.0,column_a,1,5,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_788,50.0,column_b,0,4,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_12662,17.0,column_a,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1142,83.0,column_b,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_309,100.0,column_b,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_244,83.0,column_b,1,6,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_15,0.0,column_a,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_8011,17.0,column_a,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_2032,83.0,column_b,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00019,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00028,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_8659,17.0,column_a,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_7,33.0,column_a,1,5,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00016,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00003,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_8242,83.0,column_b,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_949,0.0,column_a,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_501,50.0,column_b,0,4,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_745,33.0,column_a,1,5,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00000,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_8890,17.0,column_b,-1,2,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_1570,83.0,column_a,-1,2,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_2333,100.0,column_b,1,7,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_379,33.0,column_a,1,5,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00027,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1624,17.0,column_a,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00029,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_2438,17.0,column_a,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_3236,67.0,column_a,-1,3,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00012,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_1686,17.0,column_a,1,6,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1446,17.0,column_a,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_315,83.0,column_a,-1,2,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_319,83.0,column_b,1,6,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_7873,67.0,column_b,1,5,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_4012,17.0,column_b,-1,2,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_12718,83.0,column_b,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00013,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_969,100.0,column_b,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_638,67.0,column_b,1,5,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_1461,67.0,column_b,1,5,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1368,83.0,column_b,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_367,83.0,column_b,1,6,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_10613,67.0,column_b,1,5,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00018,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_1817,83.0,column_b,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_2118,17.0,column_a,1,6,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,not_71,100.0,column_b,1,7,not
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,just_6768,17.0,column_a,1,6,just
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00022,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00008,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00010,0.0,column_a,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,only_2232,33.0,column_b,-1,3,only
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00002,100.0,column_b,1,7,control
69fb3b84dfc13221ce76fcfc,variant_20,2026-05-11 00:28:42.274000+00:00,control_00025,0.0,column_a,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_788,100.0,column_a,-1,1,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_2405,100.0,column_a,-1,1,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_1001,0.0,column_a,1,7,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_1602,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00006,100.0,column_b,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_1272,100.0,column_a,-1,1,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_660,100.0,column_b,1,7,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_81,0.0,column_a,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_2164,0.0,column_a,1,7,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_460,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_2717,100.0,column_b,1,7,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_1570,0.0,column_a,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_71,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_6768,0.0,column_a,1,7,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_7,0.0,column_a,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00015,100.0,column_b,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_1368,0.0,column_a,1,7,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00017,0.0,column_a,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_966,0.0,column_a,1,7,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00014,0.0,column_a,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_969,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00005,0.0,column_a,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00008,100.0,column_b,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_319,0.0,column_a,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_1907,100.0,column_a,-1,1,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_12718,50.0,column_b,0,4,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_4508,0.0,column_a,1,7,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00016,100.0,column_b,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00003,100.0,column_b,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_1461,100.0,column_a,-1,1,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_491,0.0,column_a,1,7,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00010,100.0,column_b,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_379,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_501,100.0,column_a,-1,1,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_698,100.0,column_a,-1,1,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_383,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_1577,100.0,column_b,1,7,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00028,0.0,column_a,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_309,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_4012,100.0,column_b,1,7,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_1038,100.0,column_b,1,7,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00000,0.0,column_a,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_768,100.0,column_a,-1,1,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_2232,100.0,column_a,-1,1,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_949,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_702,0.0,column_a,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00027,100.0,column_b,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_9954,0.0,column_a,1,7,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_244,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_2032,100.0,column_b,1,7,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_2118,0.0,column_a,1,7,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00007,0.0,column_a,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_15,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_9268,100.0,column_a,-1,1,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_729,0.0,column_a,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_2038,100.0,column_b,1,7,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_7873,100.0,column_b,1,7,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_686,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,control_00002,0.0,column_a,1,7,control
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_1154,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_1446,0.0,column_a,1,7,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_1888,0.0,column_a,1,7,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_3236,100.0,column_a,-1,1,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_226,0.0,column_a,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_1697,0.0,column_a,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_8242,100.0,column_a,-1,1,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_5467,0.0,column_a,1,7,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_649,100.0,column_b,1,7,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_272,0.0,column_a,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_4722,100.0,column_a,-1,1,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,only_745,0.0,column_b,-1,1,only
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,just_2438,100.0,column_b,1,7,just
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_1647,100.0,column_b,1,7,not
69f39df5fdef5b2e2a84011b,variant_11,2026-05-11 00:44:55.210000+00:00,not_367,100.0,column_b,1,7,not
