id	word	context	w_word	wo_word	followup	log_prob_with_particle	log_prob_without_particle	prob_with_particle	prob_without_particle	log_prob_diff	prob_ratio	include_context
3800	not	[NO CONTEXT]	That sounds like a hot job, right? But in my opinion, you ought not to choose one career from that so-called list, and you need to take your interests, values, and skills into account.	That sounds like a hot job, right? But in my opinion, you ought to choose one career from that so-called list, and you need to take your interests, values, and skills into account.	It beats me! I never thought about it before and maybe I thought finding a career is a simple thing.	-76.90234375	-77.060546875	3.997021312334081e-34	3.412162610132366e-34	0.158203125	1.1714041120036267	False
3803	not	[NO CONTEXT]	I'm not being pessimistic. I'm being realistic. My chemistry is so bad.	I'm being pessimistic. I'm being realistic. My chemistry is so bad.	I believe you can pass the exam with good preparation. Don't lose your heart.	-55.036163330078125	-55.4908447265625	1.2534238686865311e-24	7.954856306146496e-25	0.454681396484375	1.5756712886416884	False
3814	not	[NO CONTEXT]	I'd like to. But I'm not myself today.	I'd like to. But I'm myself today.	What happened? You look so pale.	-30.9697265625	-33.693359375	3.548286246337402e-14	2.3289488301228816e-15	2.7236328125	15.235569800604784	False
3817	not	[NO CONTEXT]	I'm not sure, but she probably won't remember if she has! She's very forgetful!	I'm sure, but she probably won't remember if she has! She's very forgetful!	Ah! She has a bad memory. How old is she?	-36.0970458984375	-36.0948486328125	2.105000257510741e-16	2.1096305873865933e-16	-0.002197265625	0.9978051465960265	False
3818	not	[NO CONTEXT]	I hope so. I'm looking for some material for a paper I'm writing, and I'm not quite sure where to look.	I hope so. I'm looking for some material for a paper I'm writing, and I'm quite sure where to look.	I'll certainly try to help you. What topic is your paper on?	-40.219482421875	-41.673065185546875	3.4111492296751302e-18	7.972926232707201e-19	1.453582763671875	4.278415640773936	False
3819	not	[NO CONTEXT]	Actually, the language itself is not so funny, but you can imagine the scene, that's funny.	Actually, the language itself is so funny, but you can imagine the scene, that's funny.	Got it.	-18.08544921875	-18.26708984375	1.3982640811234841e-08	1.1660137731929058e-08	0.181640625	1.1991831599849847	False
3820	not	[NO CONTEXT]	Fortunately her class is just an elective course, not as important as compulsory courses.	Fortunately her class is just an elective course, as important as compulsory courses.	Right, so we must spare some time to attend selective courses.	-52.406005859375	-53.5606689453125	1.73924529301572e-23	5.481469854092034e-24	1.1546630859375	3.1729542245267233	False
3822	not	[NO CONTEXT]	What happens if I'm not finished with them in a month?	What happens if I'm finished with them in a month?	You can come in and renew them unless someone else has reserved them.	-46.2578125	-44.29833984375	8.137430386754221e-21	5.773982302082967e-20	-1.95947265625	0.14093272131815573	False
3826	not	[NO CONTEXT]	Oh my God, don't you know that such living environment is not healthy?	Oh my God, don't you know that such living environment is healthy?	Yes, we do. That's why we have a cleaning every three months.	-48.0848388671875	-48.1077880859375	1.3092416620810166e-21	1.2795377334205064e-21	0.02294921875	1.0232145781126005	False
3827	not	[NO CONTEXT]	Yes, I think my vocabulary and reading comprehension are not very bad.	Yes, I think my vocabulary and reading comprehension are very bad.	Don't worry about it. Practice makes perfect. I will lend you some listening materials, so that you can practise more before the exam. I believe you can pass the exam with good preparation.	-92.91532897949219	-92.79739379882812	4.4400242283449166e-41	4.995787283164023e-41	-0.1179351806640625	0.8887536591695873	False
3832	not	[NO CONTEXT]	I’m not sure. What’s the difference between them?	I’m sure. What’s the difference between them?	Public schools are usually state funded, whereas private schools usually get their funding elsewhere.	-53.374267578125	-53.2840576171875	6.604654671608015e-24	7.228160766527406e-24	-0.0902099609375	0.9137393155660346	False
3836	not	[NO CONTEXT]	No, I don't need to. I took Advanced Placement English in high school.So I'm not required to take composition.	No, I don't need to. I took Advanced Placement English in high school.So I'm required to take composition.	Excellent. I see you have the 18th century poetry class for next semester.And the modern novel class. You haven't taken a Shakespeare class yet.	-102.30622863769531	-102.14537811279297	3.7065463757294096e-45	4.3533735442095044e-45	-0.16085052490234375	0.851419327583214	False
3838	not	[NO CONTEXT]	And second ... Well, I'm not sure if it's normal.	And second ... Well, I'm sure if it's normal.	What is it? Do you want me to read your essay?	-46.42460632324219	-47.29078674316406	6.887310287484191e-21	2.8964915948220777e-21	0.866180419921875	2.3778112457831093	False
3840	not	[NO CONTEXT]	Yes, why not? I mean, if you come to this cafe often, maybe we could meet here and practice Chinese and English.	Yes, why? I mean, if you come to this cafe often, maybe we could meet here and practice Chinese and English.	That sounds like a good idea. How often would you like to do it?	-36.53033447265625	-36.66162109375	1.3648260918041281e-16	1.196906598836144e-16	0.13128662109375	1.1402945669539015	False
3841	not	[NO CONTEXT]	Don't feel that way. I know you are very smart.Note - taking is a special skill. All students need to learn it.Some people are very smart, but they just haven't learned how to take notes yet. I'm lucky because I had a good English teacher in high school.She taught me how to take good notes. It's not hard.	Don't feel that way. I know you are very smart.Note - taking is a special skill. All students need to learn it.Some people are very smart, but they just haven't learned how to take notes yet. I'm lucky because I had a good English teacher in high school.She taught me how to take good notes. It's hard.	Alright. University and high school seem very different to me. I suppose I just need to learn how to manage lecture classes. Then I will do better.	-98.49835205078125	-96.5087890625	1.6699721471941364e-43	1.2211399933810054e-42	-1.98956298828125	0.1367551760032391	False
3842	not	[NO CONTEXT]	Cheer up! It's not the only chance in life to do well on a test. There'll be many more.	Cheer up! It's the only chance in life to do well on a test. There'll be many more.	Well, you know how I am about exams. I'm a perfectionist.	-41.761749267578125	-40.858306884765625	7.296300940938199e-19	1.8007887963879265e-18	-0.9034423828125	0.4051724974951714	False
3848	not	[NO CONTEXT]	Of course not, help yourself.	Of course, help yourself.	What are you studying?	-23.2412109375	-22.4208984375	8.06251131421587e-11	1.8311652126289274e-10	-0.8203125	0.440294041117178	False
3853	not	[NO CONTEXT]	You’re not going to believe what happened today. You’Ve got to promise to keep it to yourself.	You’re going to believe what happened today. You’Ve got to promise to keep it to yourself.	Sure, what gives?	-23.919189453125	-23.431640625	4.092870549867891e-11	6.664503104808444e-11	-0.487548828125	0.6141298886806552	False
3855	not	[NO CONTEXT]	Well, why not write about the ancient civilizations of Mexico. You seem to be interested in that part of the world.	Well, why write about the ancient civilizations of Mexico. You seem to be interested in that part of the world.	I am, but there is too much material to cover. I’ll be writing forever, and Grant only wants five to seven pages.	-102.76870727539062	-105.31307983398438	2.3340895700821095e-45	1.832780923555492e-46	2.54437255859375	12.735234964984834	False
3857	not	[NO CONTEXT]	Well, that’s not possible. The computer’s official student account has already been sent to the state. And that’s what our budget is based on. Who told you that anyway?	Well, that’s possible. The computer’s official student account has already been sent to the state. And that’s what our budget is based on. Who told you that anyway?	Some woman in here when I tried to register three weeks ago. She said I just had to pay a late fee.	-86.27056884765625	-87.00857543945312	3.413249213364617e-38	1.6317582171668146e-38	0.738006591796875	2.091761620965492	False
3864	not	[NO CONTEXT]	So I take it you are not interested.	So I take it you are interested.	No, Lucy. Don't get me wrong. I mean school will be open on Sept. 2nd, and I will have a very tight schedule by then.	-107.64669799804688	-107.95132446289062	1.7767775752823109e-47	1.3101935938109514e-47	0.30462646484375	1.356118350505905	False
3869	not	[NO CONTEXT]	Please turn down the TV. And not another shout or I'll have to report you to the school administration.	Please turn down the TV. And another shout or I'll have to report you to the school administration.	You can rest assured that we won't disturb others anymore.	-42.5242919921875	-43.709228515625	3.403569639023106e-19	1.0406944714002042e-19	1.1849365234375	3.2704792160986185	False
3874	not	[NO CONTEXT]	I am not sure. What's the difference between them?	I am sure. What's the difference between them?	Public schools are usually state funded, whereas private schools usually get their funding elsewhere.	-54.6697998046875	-54.48809814453125	1.8080382670858615e-24	2.1683013810726964e-24	-0.18170166015625	0.8338500740111108	False
3882	not	[NO CONTEXT]	Not much. I'm still living at home and commuting to school. I ended up dropping that metalworking class I was so excited about. It just wasn't as interesting as I'd hoped. The guidance counselor suggested that I focus on my prerequisite courses so that I can make sure the credits count.	much. I'm still living at home and commuting to school. I ended up dropping that metalworking class I was so excited about. It just wasn't as interesting as I'd hoped. The guidance counselor suggested that I focus on my prerequisite courses so that I can make sure the credits count.	That sounds smart ... but kind of boring.	-42.35077667236328	-43.07787322998047	4.048474301740189e-19	1.9566689984952353e-19	0.7270965576171875	2.069064468672854	False
3886	not	[NO CONTEXT]	Sure. That’s not a problem. Do you have the list of courses you want to take this semester?	Sure. That’s a problem. Do you have the list of courses you want to take this semester?	Yeah. Here’s my list. I’m not sure if the class schedule will allow me to take all of them though.	-55.607421875	-54.1290283203125	7.07951533497999e-25	3.105000609074234e-24	-1.4783935546875	0.22800366976709774	False
3889	not	[NO CONTEXT]	Not always. Sometimes we don't understand her. Then she has to repeat what she said.	always. Sometimes we don't understand her. Then she has to repeat what she said.	It must be interesting to study English.	-33.339111328125	-32.910400390625	3.319005091508712e-15	5.0955927746083526e-15	-0.4287109375	0.65134818230521	False
3891	not	[NO CONTEXT]	She was great. In today’s class, she gave us a lecture on how to be a good student. She told us not to arm for exams, and to pay more attention on communicating than memorizing.	She was great. In today’s class, she gave us a lecture on how to be a good student. She told us to arm for exams, and to pay more attention on communicating than memorizing.	Where is she from?	-20.7646484375	-20.6474609375	9.594619690337935e-10	1.0787520884953664e-09	-0.1171875	0.8894184115759556	False
3894	not	[NO CONTEXT]	Not very much.	very much.	It's a good thing you can speak English!	-35.0390625	-34.5546875	6.063571530258208e-16	9.842148078540567e-16	-0.484375	0.6160821277906783	False
3898	not	[NO CONTEXT]	Dose it cost anything to attend the public schools? Are there any restrictions as to who may and may not attend?	Dose it cost anything to attend the public schools? Are there any restrictions as to who may and may attend?	The public schools in the United States are free to everyone and there is no cost to the student. In most states, even the textbooks are free. There are no restrictions as to color, race, or religion.Any student wishing to attend the public schools may do so.	-106.59231948852539	-106.43169784545898	5.099690655950948e-47	5.988263829330186e-47	-0.16062164306640625	0.8516142243053729	False
3905	not	[NO CONTEXT]	Of course not. You know, there are many foreign customers like you here. And I think it's good for me to improve my oral English.	Of course. You know, there are many foreign customers like you here. And I think it's good for me to improve my oral English.	Oh, are you an English student? Or you just study English for interest's sake?	-54.73930358886719	-54.599037170410156	1.6866404364355423e-24	1.9406152489800982e-24	-0.14026641845703125	0.8691266531693833	False
3910	not	[NO CONTEXT]	That’s not a big problem. There are many small schools for adults like you who can study to be certified.	That’s a big problem. There are many small schools for adults like you who can study to be certified.	I guess I never thought of that before.	-24.26025390625	-23.96337890625	2.9100844945348695e-11	3.915946711498166e-11	-0.296875	0.7431368986687583	False
3912	not	[NO CONTEXT]	Oh, I’m not. I’Ve never had a music class before.	Oh, I’m. I’Ve never had a music class before.	In my opinion, you’ll make it.	-30.0645751953125	-31.4017333984375	8.772449805029437e-14	2.3035649552053018e-14	1.337158203125	3.8082059658038183	False
3916	not	[NO CONTEXT]	I hope so. I'm looking for some material for a paper I'm writing, and I'm not quite sure where to look.	I hope so. I'm looking for some material for a paper I'm writing, and I'm quite sure where to look.	I'll certainly try to help you.What topic is your paper on?	-49.059417724609375	-50.188568115234375	4.940439630456487e-22	1.5972827920936455e-22	1.129150390625	3.0930275183023683	False
3924	not	[NO CONTEXT]	I’d say, think twice about it. Well, you are not going to quit school, are you?	I’d say, think twice about it. Well, you are going to quit school, are you?	I don't know. I failed my exam.	-33.90283203125	-32.6015625	1.888805018305592e-15	6.939390142317706e-15	-1.30126953125	0.2721860249342811	False
3926	not	[NO CONTEXT]	Clive was really outstanding. Not only he put on a big show himself, but also he inspired the whole team.	Clive was really outstanding. only he put on a big show himself, but also he inspired the whole team.	Exactly. He is unbelievable.	-32.04736328125	-29.4619140625	1.2078332122692454e-14	1.6027039096394847e-13	-2.58544921875	0.07536221787472508	False
3927	not	[NO CONTEXT]	Yeah, I like her way of teaching. She told us not to cram for exams, and to pay more attention to communicating than memorizing.	Yeah, I like her way of teaching. She told us to cram for exams, and to pay more attention to communicating than memorizing.	I think it's a good way to develop our language ability.	-34.185546875	-34.914794921875	1.4236578637634946e-15	6.865896125032152e-16	0.729248046875	2.0735208308395836	False
3928	not	[NO CONTEXT]	In a perfect world, I would enjoy my work if I do not have to do much, and make lots of money!	In a perfect world, I would enjoy my work if I do have to do much, and make lots of money!	OK, honey, stop dreaming. You should face the reality.	-54.35888671875	-54.7900390625	2.4673766793603504e-24	1.6032024648396311e-24	0.43115234375	1.5390299936989948	False
3930	not	[NO CONTEXT]	But the exam is not as simple as you may imagine. We have to stay up late.	But the exam is as simple as you may imagine. We have to stay up late.	Do you have the classrooms open for the whole night?	-44.84619140625	-43.64501953125	3.3384627736461024e-20	1.1097083528681633e-19	-1.201171875	0.30084145667800716	False
3932	not	[NO CONTEXT]	That's not the reason. I have to go to the English Corner tomorrow evening. You know, I've been going there every week.	That's the reason. I have to go to the English Corner tomorrow evening. You know, I've been going there every week.	Oh, God, I've forgotten it.	-31.900146484375	-31.428955078125	1.3994017411513284e-14	2.2417038494369298e-14	-0.47119140625	0.6242580800772722	False
3942	not	[NO CONTEXT]	Not always.Sometimes we don't understand her.Then she has to repeat what she said.	always.Sometimes we don't understand her.Then she has to repeat what she said.	It must be interesting to study English.	-33.21044921875	-33.049072265625	3.774723655425595e-15	4.435782906574338e-15	-0.161376953125	0.8509712343746632	False
3944	not	[NO CONTEXT]	Not very much.	very much.	It's a good thing you can speak English!	-35.0390625	-34.5546875	6.063571530258208e-16	9.842148078540567e-16	-0.484375	0.6160821277906783	False
3947	not	[NO CONTEXT]	No, not at all. His examples are really interesting.	No, at all. His examples are really interesting.	So they're easy to remember.	-26.8438720703125	-26.0550537109375	2.1971235895892856e-12	4.8354171628701286e-12	-0.788818359375	0.45438139370071495	False
3963	not	[NO CONTEXT]	No, not at all.His examples are really interesting.	No, at all.His examples are really interesting.	So they're easy to remember.	-26.6484375	-26.36279296875	2.671349073898041e-12	3.5545488419776964e-12	-0.28564453125	0.7515297137995558	False
3964	not	[NO CONTEXT]	Daniel, I am not tall enough to reach the of the blackboard.	Daniel, I am tall enough to reach the of the blackboard.	Stand on the chair, Pig Tom. Use your brain.	-65.4228515625	-66.0654296875	3.8655970041960316e-29	2.03305179068638e-29	0.642578125	1.9013765521885522	False
3970	not	[NO CONTEXT]	No, no, no. I'm not interested in literature.	No, no, no. I'm interested in literature.	OK, do you know the title of the book?	-33.14031982421875	-31.638427734375	4.048945879977793e-15	1.818048308149403e-14	-1.50189208984375	0.22270837699022572	False
3976	not	[NO CONTEXT]	What happens if I'm not finished with them in a month?	What happens if I'm finished with them in a month?	You can come in and renew them unless someone else has reserved them.	-46.2578125	-44.29833984375	8.137430386754221e-21	5.773982302082967e-20	-1.95947265625	0.14093272131815573	False
3977	not	[NO CONTEXT]	Not very much.	very much.	It's a good thing you can speak English!	-35.0390625	-34.5546875	6.063571530258208e-16	9.842148078540567e-16	-0.484375	0.6160821277906783	False
3980	not	[NO CONTEXT]	No, not at all.His examples are really interesting.	No, at all.His examples are really interesting.	So they're easy to remember.	-26.6484375	-26.36279296875	2.671349073898041e-12	3.5545488419776964e-12	-0.28564453125	0.7515297137995558	False
3985	not	[NO CONTEXT]	unfortunately, it’s inevitable that some people are going to work hard yet not succeed.	unfortunately, it’s inevitable that some people are going to work hard yet succeed.	that’s why ambition need to be realistic. You can’t achieve something that’s totally unrealistic.	-67.234375	-68.533935546875	6.31657916224337e-30	1.722225315951615e-30	1.299560546875	3.667684537985754	False
3987	not	[NO CONTEXT]	TV towers are usually thicker at the bottom than at the top. They’re not perfectly cylindrical.	TV towers are usually thicker at the bottom than at the top. They’re perfectly cylindrical.	This is the world’s largest sports stadium. It’s a massive oval.	-42.390625	-42.0166015625	3.890321363281444e-19	5.654859162954018e-19	-0.3740234375	0.6879607875590654	False
3988	not	[NO CONTEXT]	Those small countries are microscopic compared to Russia. European countries are relatively small. France looks quite big in Europe, but compared to many countries in other continents, it’s not very l	Those small countries are microscopic compared to Russia. European countries are relatively small. France looks quite big in Europe, but compared to many countries in other continents, it’s very l	Britain is half the size of france, but great Britain is still one of the largest islands in the world.	-54.26948547363281	-53.97303771972656	2.6981241120382483e-24	3.629171960245692e-24	-0.29644775390625	0.7434544688413132	False
3993	not	[NO CONTEXT]	Well, when you see the blue spots with the handicapped logo, do not park there unless you have a special permit. Are you going to be parking in the daytime or the evening?	Well, when you see the blue spots with the handicapped logo, do park there unless you have a special permit. Are you going to be parking in the daytime or the evening?	I park in the evenings.	-24.9033203125	-24.4058837890625	1.529767419475614e-11	2.5157028654519404e-11	-0.4974365234375	0.608087481428692	False
3995	not	[NO CONTEXT]	Professor, I will not be here for our next class meeting.	Professor, I will be here for our next class meeting.	Is this absolutely necessary?	-21.8759765625	-23.23828125	3.1577961627536807e-10	8.086166587190941e-11	1.3623046875	3.905183165229186	False
4005	not	[NO CONTEXT]	You mean I could finish this course and still not know English? You’Ve got to be kidding!	You mean I could finish this course and still know English? You’Ve got to be kidding!	I’m not kidding. Learning a language is a question of forming language habits and that takes time.	-53.358734130859375	-52.734100341796875	6.708048680379216e-24	1.2527696209853254e-23	-0.6246337890625	0.5354574830049933	False
4007	not	[NO CONTEXT]	I never know when to shake hands and when not to. Can you tell me something about it?	I never know when to shake hands and when to. Can you tell me something about it?	Do you come from a country where they shake hands?	-31.314239501953125	-30.382080078125	2.514192805538798e-14	6.3860199850122e-14	-0.932159423828125	0.393702620950065	False
4009	not	[NO CONTEXT]	Absolutely not! Native speakers make a lot of grammar mistakes, especially if they come from a home where nonstandard English is spoken.	Absolutely! Native speakers make a lot of grammar mistakes, especially if they come from a home where nonstandard English is spoken.	I suppose that only a small percentage of college students don’t know standard English in American universities.	-62.25958251953125	-62.515167236328125	9.141276936551969e-28	7.079585547511827e-28	0.255584716796875	1.2912163961017096	False
4010	not	[NO CONTEXT]	No, not at all. Go ahead.	No, at all. Go ahead.	What do you do in order to improve your English?	-30.622634887695312	-29.840713500976562	5.0206349723537696e-14	1.0973439926608892e-13	-0.78192138671875	0.4575260816965433	False
4011	not	[NO CONTEXT]	I think I will continue my studies. Now it's not easy for a graduate with bachelor's degree to get a job since there are so many graduates with master's or doctor's degree. We are likely to lose in competing with them in the job market.	I think I will continue my studies. Now it's easy for a graduate with bachelor's degree to get a job since there are so many graduates with master's or doctor's degree. We are likely to lose in competing with them in the job market.	So you will continue to study for a master's degree?	-30.11962890625	-30.04364013671875	8.302547502041746e-14	8.958037421341856e-14	-0.07598876953125	0.9268266151982738	False
4012	not	[NO CONTEXT]	Why not? I downloaded a beautiful song the other day. We can learn it together now.	Why? I downloaded a beautiful song the other day. We can learn it together now.	Great. Do you think we need a Chinese dictionary?	-43.8968505859375	-43.40863037109375	8.626607082303093e-20	1.4056311173800034e-19	-0.48822021484375	0.6137177084114698	False
4013	not	[NO CONTEXT]	That's right, quite different. One day one of my American friend looked pale, so I asked him whether he was sick or not. But he was reluctant to answer my question.	That's right, quite different. One day one of my American friend looked pale, so I asked him whether he was sick or. But he was reluctant to answer my question.	That's weird.	-17.580078125	-17.64892578125	2.3177632841003048e-08	2.163559890878271e-08	0.06884765625	1.0712729949710043	False
4016	not	[NO CONTEXT]	Well, that's not rare. I've seen people reading at others' newspaper while taking a metro or a bus.	Well, that's rare. I've seen people reading at others' newspaper while taking a metro or a bus.	Just stare at the newspaper holding in the hands of the one next to him?	-65.20707702636719	-65.51376342773438	4.7965200742783685e-29	3.529669600924762e-29	0.3066864013671875	1.3589147474374643	False
4017	not	[NO CONTEXT]	Yeah, I think the food is alright, it's not too spicy though it's a little salty for me. But you are Chinese, you should have known better.	Yeah, I think the food is alright, it's too spicy though it's a little salty for me. But you are Chinese, you should have known better.	Well, not every Chinese can handle spicy food in the way people from Sichuan and Guizhou provinces can. Back where I come from, people don't eat a lot of papers and chilies.	-112.51920700073242	-112.34075832366943	1.3599698848033174e-49	1.6256556852912826e-49	-0.17844867706298828	0.8365669908506118	False
4019	not	[NO CONTEXT]	Not always. Sometimes we don't understand her. Then she has to repeat what she said.	always. Sometimes we don't understand her. Then she has to repeat what she said.	It must be interesting to study English.	-33.339111328125	-32.910400390625	3.319005091508712e-15	5.0955927746083526e-15	-0.4287109375	0.65134818230521	False
4020	not	[NO CONTEXT]	You know, Richard isn't such a bad guy. He made the comment out of ignorance, not malice.	You know, Richard isn't such a bad guy. He made the comment out of ignorance, malice.	So, what did you say when he asked you how long it took you to learn English?	-50.476654052734375	-50.48138427734375	1.1974783767361849e-22	1.1918274107552328e-22	0.004730224609375	1.004741429782498	False
4021	not	[NO CONTEXT]	Well, I’m still not sure what you’re asking me.	Well, I’m still sure what you’re asking me.	Is it true or isn’t it?	-28.099021911621094	-26.41051483154297	6.262530253524939e-13	3.388903048063713e-12	-1.688507080078125	0.18479520259817123	False
4032	not	[NO CONTEXT]	I'm not sure how to find my next class.	I'm sure how to find my next class.	Do you know what building that it's in?	-34.6915283203125	-33.6790771484375	8.583426284045899e-16	2.362450071659133e-15	-1.012451171875	0.3633273095171834	False
4040	not	[NO CONTEXT]	I am not sure where the bookstore is.	I am sure where the bookstore is.	When you pass the gym, it'll be the first door on the left. Do you know how to sell your old textbooks for money?	-90.44537353515625	-89.26788330078125	5.248961169802218e-40	1.7039265550581495e-39	-1.177490234375	0.30805090478932573	False
4043	not	[NO CONTEXT]	Do you know if the parking structure is full or not?	Do you know if the parking structure is full or?	It was empty last time I went up there.	-33.05712890625	-33.308837890625	4.400188974098443e-15	3.421019151804443e-15	0.251708984375	1.2862216722106128	False
4051	not	[NO CONTEXT]	Why not?	Why?	It’s just a policy of ours.	-33.7724609375	-31.658203125	2.151823145386677e-15	1.7824488494193273e-14	-2.1142578125	0.1207228553059282	False
4054	not	[NO CONTEXT]	You’re not allowed to do that.	You’re allowed to do that.	I don’t understand.	-15.37298583984375	-15.53790283203125	2.1066727583631852e-07	1.7863828459678152e-07	0.1649169921875	1.1792952239316008	False
4057	not	[NO CONTEXT]	Why not?	Why?	I wasn't feeling well.	-22.258544921875	-20.19482421875	2.153955691235266e-10	1.6962867853263496e-09	-2.063720703125	0.12698063263051743	False
4064	not	[NO CONTEXT]	Maybe, but I'm not sure.	Maybe, but I'm sure.	Man, this guy was so funny when he was teaching. I like that, don't you?	-69.5308837890625	-66.55348205566406	6.355077462275672e-31	1.2479293292786184e-29	-2.9774017333984375	0.050924978788256435	False
4065	not	[NO CONTEXT]	I'm not sure because I really need to learn something, but I also worry about grades.	I'm sure because I really need to learn something, but I also worry about grades.	Grades are important, but don't you think that gaining the knowledge is important, too?	-50.12030029296875	-48.55938720703125	1.710134039132609e-22	8.145656487258642e-22	-1.5609130859375	0.20994428648048002	False
4066	not	[NO CONTEXT]	No, I'm not sure.	No, I'm sure.	Remember, it is in the E building on the third floor.	-57.289520263671875	-58.63995361328125	1.316671631739584e-25	3.4118641195822724e-26	1.350433349609375	3.859097506792824	False
4068	not	[NO CONTEXT]	Fine, but next time try and not have to miss class again.	Fine, but next time try and have to miss class again.	Thanks, Professor. See you later!	-32.97357177734375	-34.6531982421875	4.783653655332274e-15	8.918816386732787e-16	1.67962646484375	5.363552121611353	False
4069	not	[NO CONTEXT]	No, I'm not sure.	No, I'm sure.	When you cross the quad, the office is right in front of you. Go inside and follow the signs to the correct line.	-85.75634765625	-84.549560546875	5.70809805234757e-38	1.908061669232957e-37	-1.206787109375	0.29915689541849205	False
4070	not	[NO CONTEXT]	Not at the moment — maybe later, though.	at the moment — maybe later, though.	All of the extra information that you need is on the bulletin board in the hallway. See you on Monday!	-71.498291015625	-71.689208984375	8.885599745104916e-32	7.341285704842545e-32	0.19091796875	1.2103601606519268	False
4071	not	[NO CONTEXT]	I am not feeling well.	I am feeling well.	Could you make it up by attending my other section this week?	-63.4549560546875	-66.07955932617188	2.76606725860601e-28	2.0045274970276436e-29	2.624603271484375	13.799098604072999	False
4072	not	[NO CONTEXT]	I am not sure how to add a class.	I am sure how to add a class.	Do you have an add sheet for me to sign?	-43.62841796875	-44.606201171875	1.128285019631694e-19	4.243976519091684e-20	0.977783203125	2.658556225643715	False
4073	not	[NO CONTEXT]	The handicapped logo with blue means that you are not to park there unless you have a handicapped permit. Will you mostly be parking during the day or the night?	The handicapped logo with blue means that you are to park there unless you have a handicapped permit. Will you mostly be parking during the day or the night?	I park in the daytime.	-22.70068359375	-22.4404296875	1.3842622637750045e-10	1.7957472713019148e-10	-0.26025390625	0.7708558358389798	False
4075	not	[NO CONTEXT]	I am not sure what a handicapped spot is.	I am sure what a handicapped spot is.	Look for the blue signs and blue marked spaces. Do you usually park in the daytime or the evening?	-80.3876953125	-84.11279296875	1.2248065856818903e-35	2.953100017641875e-37	3.72509765625	41.47528286766018	False
4081	not	[NO CONTEXT]	I'm not sure.	I'm sure.	Well, just make sure to go through the double doors, and I'll be on the right.	-72.141357421875	-70.4810791015625	4.670964371683966e-32	2.45728917572887e-31	-1.6602783203125	0.1900860679247686	False
4086	not	[NO CONTEXT]	Actually I look at all of it and let's not forget class participation.	Actually I look at all of it and let's forget class participation.	Do you grade on a curve or use percentages?	-37.744476318359375	-36.33491516113281	4.053052344400272e-17	1.6593837969074184e-16	-1.4095611572265625	0.24425044718129205	False
4091	not	[NO CONTEXT]	I am afraid that I might not be doing all that well.	I am afraid that I might be doing all that well.	I'm seeing that you are doing OK in some areas, but not so well in others.	-49.21942138671875	-50.6612548828125	4.209949528532153e-22	9.956267536698608e-23	1.44183349609375	4.228441545001036	False
4096	not	[NO CONTEXT]	That’s not bad at all.	That’s bad at all.	It really isn’t.	-18.284881591796875	-17.7362060546875	1.1454518089628144e-08	1.9827300125602495e-08	-0.548675537109375	0.5777144652608154	False
4097	not	[NO CONTEXT]	That’s not too bad.	That’s too bad.	I know it’s not.	-19.02001953125	-21.8583984375	5.491746373163019e-09	3.213795034088094e-10	2.83837890625	17.088041754104236	False
4098	not	[NO CONTEXT]	That’s not too expensive.	That’s too expensive.	It isn’t.	-17.035186767578125	-17.446502685546875	3.996799741907124e-08	2.6489890016809444e-08	0.41131591796875	1.5088019389174177	False
4116	not	[NO CONTEXT]	Not always.	always.	Is the library open on Saturdays?	-32.2119140625	-31.85888671875	1.0245743309088056e-14	1.4583484301148493e-14	-0.35302734375	0.7025579825447594	False
4120	not	[NO CONTEXT]	No, not every day.	No, every day.	Will the library be open on Saturday?	-31.87646484375	-32.424560546875	1.432937392624116e-14	8.283088019100864e-15	0.548095703125	1.729955530256049	False
4121	not	[NO CONTEXT]	I just can't decide where to go. It's not an easy decision to make.	I just can't decide where to go. It's an easy decision to make.	if I were you, I'd apply for some scholarships and grants before you decide. Whatever you do, I know you'll succeed.	-85.3096923828125	-82.906005859375	8.922187491154551e-38	9.871408825495293e-37	-2.4036865234375	0.09038413512072208	False
4122	not	[NO CONTEXT]	that's not too far away. Do you think I'll get a visa?	that's too far away. Do you think I'll get a visa?	have you ever gone abroad before?	-30.3125	-29.876953125	6.846183213793546e-14	1.0582886093720865e-13	-0.435546875	0.64691079098504	False
4123	not	[NO CONTEXT]	I not only passed my test, but I aced it! I'm so happy!	I only passed my test, but I aced it! I'm so happy!	you should be. You worked really hard last night preparing for it.	-49.80790710449219	-49.931365966796875	2.3372264331304687e-22	2.065776281615728e-22	0.1234588623046875	1.1314034602538994	False
4124	not	[NO CONTEXT]	no, not really.	no, really.	I am sure if you had studied, you would have done well. When can you re-take your exam?	-74.15575790405273	-73.25000953674316	6.231083067190408e-33	1.5414344425123835e-32	-0.9057483673095703	0.40423925243517767	False
4129	not	[NO CONTEXT]	yes, but I'm not sure which one to sign up for.	yes, but I'm sure which one to sign up for.	what kind of program are you looking for? Full-time or part-time?	-46.10407257080078	-46.766693115234375	9.489770054888581e-21	4.891963896271427e-21	0.6626205444335938	1.9398691928453364	False
4130	not	[NO CONTEXT]	not yet.	yet.	I think you should do that soon. It will help you make a decision about the school you go to.	-58.87152099609375	-59.63397216796875	2.7065950931854076e-26	1.2626848027569363e-26	0.762451171875	2.1435239319233497	False
