id	word	context	w_word	wo_word	followup	with-without_diff
2377	just	Hi, did you call for an exterminator?__eou__Yes! Thank goodness you’re here.These bugs are driving us crazy!__eou__What sort of pest are we dealing with?	We just bought this house and it is infected with just about everything. We have termites in the wood, cockroaches all over the place, and last night I saw a huge rat out in the backyard!	We bought this house and it is infected with about everything. We have termites in the wood, cockroaches all over the place, and last night I saw a huge rat out in the backyard!	Well, there’s nothing we can’t handle. I’ll spray the floorboards and walls to get rid of the cockroaches, but the termites will be harder to get rid of. We will have to cover the entire house and fumigate it. Unfortunately that means you will have to find a place to stay for the next three days.	0.07421172235409346
2393	just	You bet it is. And we got four thousand for our car space! Awesome!__eou__Let's play some music! I feel like dancing.	That's just what was running through my mind. Moonlight and dancing.	That's what was running through my mind. Moonlight and dancing.	Ahh! Now that's more like it. Atmosphere!	0.013255075483068257
2401	just	This motor oil case is still really slippery.__eou__Yeah, time for more coffee!__eou__Sure, why not? I think I want a chocolate chip cookie, too.	By the way, I heard Kitty's just got in a shipment of Jamaican Blue Mountain.	By the way, I heard Kitty's got in a shipment of Jamaican Blue Mountain.	So what?	0.12769312189491266
2403	just	This is a very spacious apartment. It's forty pings, including the parking space. That's about one thousand four hundred square feet.	Wow. It's just the two of us. I don't know if we need that much room.	Wow. It's the two of us. I don't know if we need that much room.	You never know when two might turn into three.	0.09667055208678166
2416	just	Johnny, I can't believe you would do that.	I know, Grandma, I just ...	I know, Grandma, I ...	You're darn Toomin', you know! Now, you're on housework duty while I'm here!	0.04947717165566301
2424	just	Egg, this bathroom is a pigsty!__eou__Helen, why do you keep flushing the toilet? What's wrong?	I just can't stand it. It's really gross in here! There' s a stain on the toilet seat, and the floor was wet and slippery. So I cleaned it!	I can't stand it. It's really gross in here! There' s a stain on the toilet seat, and the floor was wet and slippery. So I cleaned it!	You did what? Helen, I know it's gross, but I' Ve seen many public washrooms that are much worse. Why are you cleaning the counter top? are you out of your mind?	0.00851513188460773
2428	just	Hey, Trev! How did the shopping go?__eou__“ You ain't nothing' but a hound-dog ... ”__eou__Trev, are you OK?	Of course I'm OK! I just bought a bunch of classic Elvis records!	Of course I'm OK! I bought a bunch of classic Elvis records!	Aren't you lucky. The vintage-clock guy is driving a hard bargain. So I have nothing.	0.033169150515555135
2435	just	Why didn't you text me last night?__eou__What? I sent you three or four messages!__eou__I didn't get any of them. I was waiting for you to text me the address of where the party was and I never got your message.	Why didn't you just call? I hate sending SMS messages.	Why didn't you call? I hate sending SMS messages.	Well, because I didn't have any credit on my phone. I used it all up this month.	-0.008009070467771995
2438	just	OK, so are you ready to learn how to bake a cake?	Almost, let me just put my apron on.	Almost, let me put my apron on.	OK, so the first thing we are going to do is pre-heat the oven, that way we have it at the desired temperature once we finish preparing everything. Set it to three hundred and seventy five degrees Fahrenheit.	0.011085656395664722
2447	just	Hello Mrs Parker, how have you been?	Hello Dr Peters. Just fine thank you. Ricky and I are here for his vaccines.	Hello Dr Peters. Fine thank you. Ricky and I are here for his vaccines.	Very well. Let's see, according to his vaccination record, Ricky has received his Polio, Tetanus and Hepatitis B shots. He is 14 months old, so he is due for Hepatitis A, Chickenpox and Measles shots.	-0.002738873011975951
2449	just	I think we should home school our children when we decide to have kids.__eou__What? Why?	Well, our public schools here are not very good and private school are just too expensive. I have been reading up on home schooling and it has a lot of advantages.	Well, our public schools here are not very good and private school are too expensive. I have been reading up on home schooling and it has a lot of advantages.	Like what? I think that by doing something like that we would be isolating our children from social interaction.	-0.002616693685342897
2451	just	What's wrong?__eou__I have a headache. These past few days I've been living off painkillers. Man, I feel like my head is going to explode.__eou__You should get acupuncture treatment. My mom was always having headache issues and it was acupuncture that cured her.	The results are too slow. On top of that, just the thought of smoking needles poking into my flesh frightens me.	The results are too slow. On top of that, the thought of smoking needles poking into my flesh frightens me.	"They don't just randomly stick you, they find your pressure points. The heat allows the body to immediately respond to the treatment, restoring the body's "" chi ""."	0.00011266149049093954
2456	just	Do you want to go catch a movie tonight?__eou__I can't, I have to go to the gym.	Come on! You can go tomorrow, just skip it today. It's not as if you are gonna get in trouble!	Come on! You can go tomorrow, skip it today. It's not as if you are gonna get in trouble!	Actually I will! I am working out with a personal trainer that gets on my case if I don't go. I like it, because it makes me feel more obligated to go and get healthy.	0.014175672792557714
2460	just	Good evening Ms. Jackson. Fancy meeting’you here.__eou__Hi, Clyde. This is my friend, Wen. She's visiting from UCLA.__eou__Clyde Smith. Pleasure to meet you. May I treat you ladies to dinner?	OK! I was just tellin’Wen about African-American food.	OK! I was tellin’Wen about African-American food.	You weren't going to tell her about chitterlings and hog maws, were you? Well, my Creole ancestors never ate that stuff. We have refined French tastes.	0.02088600739665436
2472	just	Honey, can you set the table?__eou__Um, sure. What are we having for dinner? Do I need to put out anything in particular?	Well, make sure to put out the pepper and salt shakers. I don’t know if your brother is coming tonight so set an extra place mat just in case.	Well, make sure to put out the pepper and salt shakers. I don’t know if your brother is coming tonight so set an extra place mat in case.	Ok, should I use the fancy silverware?	0.042623907418976925
2476	just	We have been over this a hundred times! We are not getting a pet!	Why not? Come on! Just a cute little puppy or a kitty!	Why not? Come on! A cute little puppy or a kitty!	Who is going to look after a dog or a cat?	-0.02594199003996689
2477	just	I need to purchase some business cards.__eou__No problem. How many are you thinking about?__eou__I think 2,000 would be fine.	If you'll just fill out this form, please.	If you'll fill out this form, please.	I want the new cards to be exactly like this card.	0.03303325468865492
2479	just	Hey, what are you doing here?	I'm just shopping.	I'm shopping.	What are you shopping for?	0.025298160122287028
2485	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	0.21481206358932914
2499	just	I'm about to run out of business cards. I need some new ones.	We can print as many as you like. Just tell me how many.	We can print as many as you like. Tell me how many.	Two thousand should get me through the year.	0.08523655854738643
2505	just	It’s freezing in here! Can I turn up the heat?__eou__Don’t touch that thermostat! You don’t pay the bills around here!__eou__Dad! Are you serious? What’s the point of having central heating if we can’t use it! Look, I can see my breath!	Put on a sweater! I’m not gonna let you run up my heating bill just because it’s a bit chilly.	Put on a sweater! I’m not gonna let you run up my heating bill because it’s a bit chilly.	Dad! I’m gonna catch a cold!	0.03535147484786516
2512	just	Welcome to Galant. How can I help you?__eou__Hi. I would like to get an internet plan for my house.__eou__Of course. We have three different plans with different prices you can choose from. The first one is the cheapest but most basic plan which is thirty dollars a month. This is for broadband internet with a download speed of five hundred and twelve kbps.	I have no idea what kbps means. I just want to be able to get online, play games and chat with my friends. Oh, and watch movies online as well.	I have no idea what kbps means. I want to be able to get online, play games and chat with my friends. Oh, and watch movies online as well.	Well, this connection might be a bit too slow for your needs. I suggest you get the premium package for fifty dollars a month which includes a connection speed of two megabytes. That way you can play games online without any lag. This package also includes a wireless router and a personal firewall absolutely free!	0.03720402980896198
2513	just	What are you doing?	I’m just looking for a nice pillow on Ebay.	I’m looking for a nice pillow on Ebay.	You are shopping for a pillow online? That’s absurd!	-0.010268589166494202
2522	just	I'm searching for an old music box.__eou__You came to the right place. Any particular decade?__eou__If you had a box made in the' 20s, that would be nice.	We just got one in yesterday, so now we have six.	We got one in yesterday, so now we have six.	Would any of them have dancing figures?	0.11912077628571804
2525	just	How about this floor lamp?	Fine, just get it! We have been shopping for furniture for five hours! I’m so tired!	Fine, get it! We have been shopping for furniture for five hours! I’m so tired!	We still need to find an armoire and a dresser.	-0.0006306420120538725
2530	just	I'm sorry, sir. I'm going to have to ask you to leave.	What? I was just having a friendly conversation with the lady here ...	What? I was having a friendly conversation with the lady here ...	Well, she apparently doesn't think it's so friendly. Let's go.	0.08071430101511723
2532	just	How's the bride-to-be?__eou__Tired and stressed. This wedding is giving me a headache.	Just relax. With me as your maid of honor, everything will be fine!	Relax. With me as your maid of honor, everything will be fine!	I'm worried that everything will be chaotic!	0.016417431961643025
2533	just	Ahhs! I'm beat!__eou__What happened to you? You look like you got hit by a tornado!	I just got back from fighting the crowds.	I got back from fighting the crowds.	You mean at the mall? Was there a sale?	0.13217726174947098
2547	just	It's your turn, sir.Sorry to keep you waiting.__eou__That's all right.__eou__How do you want your hair cut? Any particular way?	I'd just like a trim and don't make it too short.	I'd like a trim and don't make it too short.	How about the sides?	0.005259244084256487
2554	just	Do you think this blouse really suits me?	Sure.It' s just right.	Sure.It' s right.	Not too tight in the waist?	0.24853460327917754
2573	just	Anything I can do for you?	Yes, I just forgot where the bed linens department is.	Yes, I forgot where the bed linens department is.	It's on the third floor.	-0.028444748336647674
2589	just	Drop me at the Manhattan Post Office.	Well, that's an hour's ride.Why not just post your mail here.	Well, that's an hour's ride.Why not post your mail here.	Oh, I'm visiting a friend there.	0.044382381899921164
2612	just	Can I bring you anything else?	No, thank you. Just the check.	No, thank you. The check.	Let me get this.	0.17052696600104866
2619	just	Excuse me, is there a Post Office around here?__eou__Yes. There's one on the corner of 23th street.__eou__How do I get there from here?	Just walk north for 3 blocks. It's next to the Mexico restaurant.	Walk north for 3 blocks. It's next to the Mexico restaurant.	How far is that?	0.02261208525649061
2632	just	Hi, I'd like two tickets to Providence, please.__eou__Sure, what time will you like to depart?__eou__What time does the next train leave?	Actually, one just left ten minutes ago. The next one is at two forty-five, debates at five thirty-five.	Actually, one left ten minutes ago. The next one is at two forty-five, debates at five thirty-five.	Ok, could you give me two tickets for that?	0.041598831171415274
2636	just	Excuse me. Do you mind if I try this on?	Not at all. The changing rooms are just this way.	Not at all. The changing rooms are this way.	Thanks. It's a little tight. Do you have any in a larger size?	-0.017091337906406157
2639	just	Excuse me. I bought the CD here two days ago. It's scratched, and doesn't play properly.__eou__I'm sorry about that, sir. I'll get you another one.	The thing is I've replaced once already. I think it's just a faulty batch.	The thing is I've replaced once already. I think it's a faulty batch.	I see. Maybe I can offer you a credit note.	-0.014440234406406516
2640	just	Hello, sir. Is there anything I can help you find?	Um ... Uh ... I'm just looking, thanks.	Um ... Uh ... I'm looking, thanks.	Need a gift for your girlfriend or wife ...	0.20680888012202114
2646	just	Hello, jewelry department. How may I help you?__eou__It's me, Ali. There's this strange guy who keeps coming around. He's been here three times this week.	He's probably a pervert. Just ignore him.	He's probably a pervert. Ignore him.	He makes me nervous. He looks at me funny. And he never buys anything!	0.02932807757884648
2647	just	I don't know, but he gives me the creeps.	Just take it easy. If he starts to bother you, let me know and I'll call security.	Take it easy. If he starts to bother you, let me know and I'll call security.	But what if he knows my name, where I live ...	0.050575642894415074
2659	just	Besides, yours don't have side pockets like mine.__eou__Cool! They're big! What have you got in there?	Just the necessities	The necessities	Are you planning a trip to the Outback?	0.06621053783648678
2661	just	Gross! What are you doing to yourself?	Chill! I'm just curling my eyelashes.	Chill! I'm curling my eyelashes.	It looks like some kind of primitive form of torture.	0.06143227975365928
2677	just	Taylor, you're looking a little pale. Are you sure you want to hand out nametags?__eou__Do I have a choice? You said the guy who was supposed to do it didn't show.__eou__True. Keep up the good work. Hello, welcome to the reunion of the Class of' 93.	Just come over here, sir. First you need to sign in and get your photo nametag.	Come over here, sir. First you need to sign in and get your photo nametag.	And don't forget to put in an order for your reunion memory book.	-0.010022114346584399
2679	just	Hit' em high, hit' em low. Class of' 93 — let's go!__eou__Hi there, everyone. We hope you're having a good night!	Wasn't that football game great! I just knew we'd win!	Wasn't that football game great! I knew we'd win!	The night is young, folks. Get some food and mingle with those faces from yesterday.	-0.005766676062876286
2680	just	Holly? Holly Madison, is that you? You look great! You haven't changed a bit.__eou__Uh ... Andrew. Hello. I can't quite remember you.__eou__It's me. The D-man! I sat behind you in English. Are you and Taylor still dating?	Um ... we never were. We're just friends.	Um ... we never were. We're friends.	Well, if you're not seeing anyone, maybe we could ...	0.058696152671934954
2682	just	Only one. But I wanted to make sure I'd get it.	Yeah, I really wanted that Chanel bag, too. But just in case you should bid low.	Yeah, I really wanted that Chanel bag, too. But in case you should bid low.	But there are only two more days until the bidding closes!	0.08961019556376693
2683	just	"So, got any more ideas for the website?__eou__Well, since we're collecting gifts instead of red envelopes, I made a "" for guests only "" gift chat room."	But we registered at Macy's. People can just buy gifts there.	But we registered at Macy's. People can buy gifts there.	The Taiwanese won't have time to buy gifts in America. The chat room is more convenient.	0.013274650590544557
2690	just	How much are you planning to buy?__eou__Well, it's not how much, but what I'm going to buy that matters. I'm going ski shopping!__eou__Cool! Can I come?	No. The front seat folds down all the way so there's just enough space for the skis ...	No. The front seat folds down all the way so there's enough space for the skis ...	But not enough space for me?	-0.00444430939639151
2699	just	Good Morning, Mrs. Schmidt! I see you're standing on your head again.	Hi, Kathy! I'm just doing my morning yoga! You're up awfully early today.	Hi, Kathy! I'm doing my morning yoga! You're up awfully early today.	I have to finish preparing a paper for my Western Civilization class.	0.007597203988489731
2700	just	Isn't this fun?__eou__I have no idea what I'm doing.	Just follow the foot movements. Brush left, brush right ... yeah! That's it!	Follow the foot movements. Brush left, brush right ... yeah! That's it!	Whoa! We're changing partners now? Where do I go?	0.062061515073811524
2702	just	So people can go and root for their old school team?__eou__Yep. And relive those good old high school days.__eou__You don't sound too excited about going to your reunion.	I'm not. I get a stomachache just thinking about it.	I'm not. I get a stomachache thinking about it.	Are you nervous about meeting up with your ex, Femi?	0.05399725074947437
2705	just	Excuse me, could you tell me the bookshop’s address?	Yes, the bookshop is just around the corner.Turn left and you’ll see the bookshop.	Yes, the bookshop is around the corner.Turn left and you’ll see the bookshop.	Thank you very much.By the way, is the hospital beside the bookshop.	0.0639312954603315
2712	just	Operator! Operator!__eou__Can I help you?__eou__Yes, I was talking to a party. We were disconnected.	I'm sorry, sir. Just hold the line, please. Now the line is connected. Go ahead please.	I'm sorry, sir. Hold the line, please. Now the line is connected. Go ahead please.	Thank you.	-0.03062446322537382
2717	just	Hmm. Not bad. I think I look younger with shorter hair.__eou__Yes, you do. The Hot Cap is back here in the corner. I think we're ready to put the curlers in. What kind of perm would you like?	I just want a light wave. I look really silly if my hair is too curly.	I want a light wave. I look really silly if my hair is too curly.	All right. What if we leave your bangs straight and just perm the sides and back?	0.010313457758582611
2728	just	Excuse me, I’Ve been waiting my main dish for quite a time.	Yes sir, just a minute, please. I’ll check with the kitchen. Thank you for waiting. It takes another 10 to 15 minutes, I’m afraid.	Yes sir, a minute, please. I’ll check with the kitchen. Thank you for waiting. It takes another 10 to 15 minutes, I’m afraid.	I have an appointment in half an hour.	0.0552173183388911
2744	just	Should I go now?	Nice and easy. Just give it a little gas.	Nice and easy. Give it a little gas.	Nothing is happening!	0.004526142151124901
2751	just	Good evening. Do you have a reservation?__eou__No, we don't.__eou__How many people are you together?	Just two people.	Two people.	Would you like to sit in a smoking section, a non-smoking section or whatever comes open first?	-0.008016349179126747
2753	just	Excuse me, sir. But please call an ambulance. My friend suddenly got a sharp pain in the stomach.	Is he all right? There's a big hospital just around the corner.	Is he all right? There's a big hospital around the corner.	Oh, is there? Will you find someone to take us to the hospital then?	0.0545618895328408
2762	just	Hi, can I help you?	No, thanks. I'm just looking.	No, thanks. I'm looking.	All right. If you need any help, just let me know. My name is Greg.	0.16732383458069577
2769	just	Mmm. Nice and crunchy. And they leave a space uncovered for you to hold ...__eou__They're so much fun to eat. You can suck all the coating off first ...	Or just stuff the whole thing in your mouth at once!	Or stuff the whole thing in your mouth at once!	But that way you're not savoring it.	0.035130472370361154
2774	just	No-no-no, sorry! That's a handicapped parking space. Are you handicapped?__eou__No, but this is an emergency! Please!__eou__Sorry, but you'll have to park in a normal space.	OK, OK, fine! Just open the gate!	OK, OK, fine! Open the gate!	Be patient, miss. It'll just be a second.	0.08539716529579033
2783	just	Could you introduce some whitening products for me?	Please forgive me just being frankly, madam. You don't need whitening products because you look pretty white. But you have freckles on your face.	Please forgive me being frankly, madam. You don't need whitening products because you look pretty white. But you have freckles on your face.	Then what kind of product can fade freckles?	-0.060918909853154624
2795	just	Ahhs! I'm beat!__eou__What happened to you? You look like you got hit by a tornado!	I just got back from fighting the crowds.	I got back from fighting the crowds.	You mean at the mall? Was there a sale?	0.13217726174947098
2798	just	Hello, sir. Is there anything I can help you find?	Um ... Uh ... I'm just looking, thanks.	Um ... Uh ... I'm looking, thanks.	Need a gift for your girlfriend or wife?	0.20903425890990013
2802	just	Can I help you?__eou__I'd like a pair of sports shoes.__eou__Well, we have all kinds of sports shoes.Could you tell me what kind of sport you usually do?	I just like jogging.	I like jogging.	OK, then you can buy a pair of jogging shoes.Here are jogging shoes.Which pair do you like best?	-0.031080332283856205
2807	just	What kind of car is best for me?__eou__For you, I would recommend this one here.__eou__The compact? Why do you think that one is better than the others?	This automobile is just right for your needs because not only is it compact for ease in city driving, but also, it has many safety features. I know that as a parent, you are concerned about safety in driving your kids to and from school.	This automobile is right for your needs because not only is it compact for ease in city driving, but also, it has many safety features. I know that as a parent, you are concerned about safety in driving your kids to and from school.	That's true. What kind of safety features are we talking about?	0.004218292965088244
2828	just	Why is there no water coming out when you turn on the faucet?__eou__Not even a single drop?	Well, it's just drip drip drip. But that's not water.	Well, it's drip drip drip. But that's not water.	I don't know. Since yesterday morning, the water pressure has dropped to a little more than a drip.	-0.003023190222555705
2829	just	It's Sunday today.__eou__Yes, I know.__eou__I think we should have a house cleaning today. What's your opinion?	Oh, no. We just did it last week.	Oh, no. We did it last week.	Come on. What do you want to do? Washing clothes or cleaning the house?	0.014650304703952122
2847	just	Hey Joe, what are you doing in this department store?	Hi, Rita, I’m just looking for a pair of shoes. I won’t be here for long.	Hi, Rita, I’m looking for a pair of shoes. I won’t be here for long.	Why not? When I go shoe shopping, I have so many options for sneakers that I spend awhile looking at all of the choices.	0.038234104304553096
2887	just	Oh, damn. There’s another traffic jam on the highway.__eou__How can there be a traffic jam on a 16 - lane highway every day?	There are just too many people, and too many cars.	There are too many people, and too many cars.	I wonder if there was an accident.	0.00405539510411268
2889	just	I need to find a new place to live.__eou__Yeah? Why? Don’t you like living with me?	Oh, it’s not you. I just want my own place.	Oh, it’s not you. I want my own place.	Well, check the newspaper.	0.07713061596362136
2898	just	Can you put me through to May Flower Restaurant, please?	Just a second ... Sorry, the line is engaged.	A second ... Sorry, the line is engaged.	OK, I’ll try later. Thanks anyway.	0.19865010627592472
2901	just	Dear, time is up, let’s go there now.	Just a minute. I’m putting on my clothes.	A minute. I’m putting on my clothes.	Have you taken the key to the door?	0.2571804891429039
2904	just	So am I on the right road to Piccadilly Circus?__eou__I think so, ‘ cause I remember the policeman told me this is the very way.__eou__What did he say?	Just head straight up the street about two blocks and then turn left.	Head straight up the street about two blocks and then turn left.	That’s it. I think we’re one block beyond.	0.004479018437936855
2925	just	Is there any meat?	Yes, just tinned meat.	Yes, tinned meat.	Is it chicken?	-0.04682679403395884
2928	just	Hello, is this the ABC Company?__eou__Yes.May I help you?	We have just arrived from Tokyo and we've been looking for our reserved car of your company all over, but we cannot find it.	We have arrived from Tokyo and we've been looking for our reserved car of your company all over, but we cannot find it.	What is your reservation number?	0.06689331242962471
2931	just	Excuse me, What time does the next bus for Boston leave?__eou__It leaves at 8__eou__I see. Are there any seat available?	Just a moment please. Yes. You can have a seat.	A moment please. Yes. You can have a seat.	Good. How much is it when we take it?	0.07281922060242163
2934	just	It’s time to get up.	I just went to bed.	I went to bed.	You shouldn’t stay up so late watching TV. I told you we had to get an early start.	0.08058122229460918
2941	just	Is your turn, Sir. I ‘ m sorry that you have to wait. Saturday is busy day for us.__eou__I suppose so. Hair cut, please.__eou__How so you want to your hair cut? Any particular way?	I’d just like to trim. Don’t cut too short.	I’d like to trim. Don’t cut too short.	Yes, sir. How about the sideburns?	-0.002671720789206855
2942	just	Are you being served, Sir?	No, not yet. I just want to hair cut.	No, not yet. I want to hair cut.	Would you sit here, please? How would you like it cut?	-0.05778471147171249
2953	just	Excuse me.My bag was stolen.Will you help me?__eou__When did it happen?	Just about half an hour ago.	About half an hour ago.	Tell me where it happened and how?	-0.08868678370300609
2967	just	Do you drive a car yourself?	Yes, I just bought new car, I drive to work everyday!	Yes, I bought new car, I drive to work everyday!	Great! When you become new driver, you are better drive as carefully as possible!	0.09805343627929686
2977	just	What sort of shopping is nearby, Mr. Taylor?	Call me John. This is a great area of the city for shopping. There’s a grocery store just around the corner.	Call me John. This is a great area of the city for shopping. There’s a grocery store around the corner.	What about things other than food?	0.05702988692004274
2996	just	Excuse me, sir. You can't park here.	I am just waiting for my friends. It won't be long.	I am waiting for my friends. It won't be long.	Sir, the curb here is not for parking.	0.03871291030383284
3012	just	Where is my back pack?__eou__I don't know. Where did you leave it?	I just put it on the chair a while ago, but now it's gone.	I put it on the chair a while ago, but now it's gone.	Are you sure?	-0.0476758306797862
3023	just	Could I speak to Mary, please?__eou__This is Mary speaking. Who is that?__eou__This is Bob. Where have you been, Mary? I have been trying to get on to you for the last half hour. Don’t you leave your home at 7	Yes, I do, but today I went shopping and have only just come back. It is very nice to hear your voice, Bob. I didn’t know you were in New York.	Yes, I do, but today I went shopping and have only come back. It is very nice to hear your voice, Bob. I didn’t know you were in New York.	I arrived this morning. I would have rung you before but I have been terribly busy all day attending a conference. It has only just ended. Are you doing anything tonight, Mary?	0.06006411076370477
3026	just	Listen, Karen, I need your help. I don't know anyone here yet.__eou__I'm glad to help you. What's wrong?	My mother-in-law just went into the hospital in L.A.Hank and I will be flying there tonight.	My mother-in-law went into the hospital in L.A.Hank and I will be flying there tonight.	I'm sorry to hear it. What's wrong with her?	0.04339422602345522
3029	just	what do we need to get from the supermarket?__eou__we need lots of things. I’ll make a list. We need a bag of sugar, a loaf of bread and a crate of beer.__eou__a crate of beer? Why do we need that?	Just joking. I would like to get a few bottles of beer though. We also need a liter of cooking oil.	Joking. I would like to get a few bottles of beer though. We also need a liter of cooking oil.	we can buy a three-liter bottle. It works out cheaper per liter. We should buy a packet of butter and a few pints of milk too.	0.03401856994628871
3033	just	Honey, can you set the table?__eou__Um, sure. What are we having for dinner? Do I need to put out anything in particular?	Well, make sure to put out the pepper and salt shakers. I don’t know if your brother is coming tonight so set an extra place mat just in case.	Well, make sure to put out the pepper and salt shakers. I don’t know if your brother is coming tonight so set an extra place mat in case.	Ok, should I use the fancy silverware?	0.042623907418976925
3034	just	in China at least, coffee is often associated with an exotic, well-to-do bourgeois lifestyle. Coffee is often considered a hobby of the well-educated, middle-class people.	Maybe that's why some young chaps often spend a whole afternoon in a coffee bar, surfing the net or just typewriting something with laptop. While they are savoring a coffee at a leisured pace, they	Maybe that's why some young chaps often spend a whole afternoon in a coffee bar, surfing the net or typewriting something with laptop. While they are savoring a coffee at a leisured pace, they	yes. Behind a lifestyle, there is a culture. Young people easily become blind worshippers of a Westernized life. While they may not really life coffee, they think it desirable and enviable to be lavish	-0.005776404701852922
3042	just	I swear I will never shop at a street market in China. It's a terrible place full of excellent profiteers! You have to keep an eye whenever it comes to paying for something.__eou__cool down, Harry! What are you really mad about? Did you get ripped off?	Yes. Last Sunday I went to a nearby market. It was on open-air fair. I chanced upon this bag and bought it on the spot, without even trying to strike a bargain. I paid one hundred and twenty. And just	Yes. Last Sunday I went to a nearby market. It was on open-air fair. I chanced upon this bag and bought it on the spot, without even trying to strike a bargain. I paid one hundred and twenty. And	is that so? I'm afraid people here will not take pity on unlucky guys like you. Bargaining has always been an indispensable procedure in business deals. It's the norm of free trade. The seller sets	-0.02727617226406176
3046	just	my mp3 player is broken, so I want to change it for an mp4 player. Can you offer any advice about which brand and model to buy?__eou__an mp4 player? why don't you buy a new cell phone? You can find an mp4 player inside any of the latest cell phones.__eou__Oh, that's a good idea. Perhaps I should have a try.	Look at my cell phone. I can listen to music, watch movies, take pictures, play games, surf the web and download documents. It's just like a PAD.	Look at my cell phone. I can listen to music, watch movies, take pictures, play games, surf the web and download documents. It's like a PAD.	that's cool. I can use the computer and the internet pretty well, but I'm a little bit slow in the latest trends of digital products.	0.017439579837537078
3051	just	How can I get to Lakeside Park?	Take the No. 7 bus. There's a bus stop just over there.	Take the No. 7 bus. There's a bus stop over there.	Will it take me straight there?	0.042648650179005765
3055	just	How about this floor lamp?	Fine, just get it! We have been shopping for furniture for five hours! I’m so tired!	Fine, get it! We have been shopping for furniture for five hours! I’m so tired!	We still need to find an armoire and a dresser.	-0.0006306420120538725
3069	just	Hi! I see you are having fun with your new computer and internet connection.	There’s so much I want to do. I’Ve just finished sending lots of emails to friends and family all over the world. I just ran a search for music to download.	There’s so much I want to do. I’Ve finished sending lots of emails to friends and family all over the world. I ran a search for music to download.	I can give you the name of a few useful website to visit.	0.07549139647113057
3071	just	Hi! Is that the new laptop you brought last week? It looks very nice.	Yes, it is. Thanks. I’m just surfing on the internet.	Yes, it is. Thanks. I’m surfing on the internet.	Here? In this cafe? How can you do that?	0.07997257152161019
3078	just	It’s freezing in here! Can I turn up the heat?__eou__Don’t touch that thermostat! You don’t pay the bills around here!__eou__Dad! Are you serious? What’s the point of having central heating if we can’t use it! Look, I can see my breath!	Put on a sweater! I’m not gonna let you run up my heating bill just because it’s a bit chilly.	Put on a sweater! I’m not gonna let you run up my heating bill because it’s a bit chilly.	Dad! I’m gonna catch a cold!	0.03535147484786516
3085	just	So can you fix it?	I’m sorry sir. This computer is not broken or damaged. It’s simply just too old! That’s why your programs and applications are running slow. There really isn’t much I can do.	I’m sorry sir. This computer is not broken or damaged. It’s simply too old! That’s why your programs and applications are running slow. There really isn’t much I can do.	What do you mean? I bought this computer just three years ago!	-0.018826640267886052
3087	just	Ah! No! Damn it!__eou__It's a blackout. Now I can't see Seinfeld.	So what? I just lost one hour's worth of work.	So what? I lost one hour's worth of work.	Really? How could you do that? Don't you save every couple minutes?	0.06016762027373668
3088	just	Welcome to Galant. How can I help you?__eou__Hi. I would like to get an internet plan for my house.__eou__Of course. We have three different plans with different prices you can choose from. The first one is the cheapest but most basic plan which is thirty dollars a month. This is for broadband internet with a download speed of five hundred and twelve kbps.	I have no idea what kbps means. I just want to be able to get online, play games and chat with my friends. Oh, and watch movies online as well.	I have no idea what kbps means. I want to be able to get online, play games and chat with my friends. Oh, and watch movies online as well.	Well, this connection might be a bit too slow for your needs. I suggest you get the premium package for fifty dollars a month which includes a connection speed of two megabytes. That way you can play games online without any lag. This package also includes a wireless router and a personal firewall absolutely free!	0.03720402980896198
3089	just	Good afternoon! Did you call for a plumber?__eou__Yes, yes I did. Please come in! I’m so glad you came! This old house is falling apart! Come on into the bathroom. See, here, there’s water leaking everywhere!	I see. Let me have a look. It seems that your toilet is clogged, and that’s why it won’t flush. Let me just get my plunger. No, that’s not working either. I suspect that there’s some sort of foreign object in the pipes that ‘ s causing a blockage. That’s what’s making your toilet overflow.	I see. Let me have a look. It seems that your toilet is clogged, and that’s why it won’t flush. Let me get my plunger. No, that’s not working either. I suspect that there’s some sort of foreign object in the pipes that ‘ s causing a blockage. That’s what’s making your toilet overflow.	Oh, that must be because of my four-year-old daughter. She is always flushing things down the toilet. You know how kids are.	-0.01763757709197411
3092	just	Hi, did you call for an exterminator?__eou__Yes! Thank goodness you’re here.These bugs are driving us crazy!__eou__What sort of pest are we dealing with?	We just bought this house and it is infected with just about everything. We have termites in the wood, cockroaches all over the place, and last night I saw a huge rat out in the backyard!	We bought this house and it is infected with about everything. We have termites in the wood, cockroaches all over the place, and last night I saw a huge rat out in the backyard!	Well, there’s nothing we can’t handle. I’ll spray the floorboards and walls to get rid of the cockroaches, but the termites will be harder to get rid of. We will have to cover the entire house and fu	0.0859784438524509
3095	just	We have been over this a hundred times! We are not getting a pet!	Why not? Come on! Just a cute little puppy. or a kitty!	Why not? Come on! A cute little puppy. or a kitty!	Who is going to look after a dog or a cat?	-0.015592236952348237
3101	just	I'm glad we came here. This is really delicious!__eou__I was worried you would think it was too far to drive.	Well, it's true I've never driven two hours just to get lunch.But really, I think it's worth it.	Well, it's true I've never driven two hours to get lunch.But really, I think it's worth it.	I think if you try some more authentic Chinese food, you might understand how we students from Taiwan suffer.	0.019122876511701303
