id	word	context	w_word	wo_word	followup	with-without_diff
1700	not	Excuse me.__eou__Yes?__eou__How do I get to the Olympic Stadium, please?	It’s not far. Go straight on then turn right at the end of the road.	It’s far. Go straight on then turn right at the end of the road.	Thanks.	0.14619226115090522
1705	not	What do you think of this flat?	It's not really all that good. The bedroom is a little small for us.	It's really all that good. The bedroom is a little small for us.	Small, but it should be enough for our needs. I think.	0.10650561426200111
1707	not	Home at last. Tonight we have a lot of homework though.__eou__Are you saying we don’t have time to watch our favorite show tonight? Jane, you know I really don’t like our teacher all that much. He gives far too much homework. He criticizes me in front of everyone all the time.	To tell the truth, I don’t really like him either. He’s kind of boring and not very active. He always looks unhappy too.	To tell the truth, I don’t really like him either. He’s kind of boring and very active. He always looks unhappy too.	Yes, and he also ...	0.07636242709328656
1715	not	Waiter! May I see you for while?__eou__Yes. I'll be with you in a second. Yes, sir? What is the problem?	This is not what I asked for, I'm afraid.	This is what I asked for, I'm afraid.	What did you order?	0.14464302094728598
1721	not	Excuse me, I'm looking for a good novel. Can you recommend anything?__eou__Certainly. What kind of novel did you have in mind?	I'm not really sure. I don't like romance novels, but any other genre is okay, as long as the book's good.	I'm really sure. I don't like romance novels, but any other genre is okay, as long as the book's good.	Well, let me see ... This Stephen King novel is a real thriller.	0.16117863595298876
1724	not	Is everything to your satisfaction?	No, the steak was recommended, but it is not very fresh.	No, the steak was recommended, but it is very fresh.	Oh, sorry to hear that. This is quite unusual. I will look into the matter.	0.16298403347239754
1746	not	Are we here yet?	Not quite yet.	Quite yet.	How far away is it?	0.33488621806826724
1754	not	How can I lose weight, doctor? I seem to get fatter even when I just look at food?__eou__Well, Jim. It is a combination of how much you eat, the type of food you eat, and when you eat your meals.__eou__I never eat breakfast though.	That's a big mistake, you should always have a good breakfast. You will not run your car without fuel, and yet you expect your body to work without food.	That's a big mistake, you should always have a good breakfast. You will run your car without fuel, and yet you expect your body to work without food.	I never thought about it that way.	0.042474514744203606
1760	not	Hi dude, you look upset, what's up?__eou__Haven't been sleeping well recently.__eou__What's the problem?	Every night my roommates watch the Korean soap operas till mid-night. I am not a big fan of Korean shows and I don't know how to tell them to stop without hurting their feelings.	Every night my roommates watch the Korean soap operas till mid-night. I am a big fan of Korean shows and I don't know how to tell them to stop without hurting their feelings.	Well, you can simply tell them you want to sleep, or make an agreement for a time when the room should quiet down.	0.03817366453971882
1761	not	What is the proper way to sit at a dinner table?	Ideal posture is to sit straight, but not stiff, against the back of the chair.	Ideal posture is to sit straight, but stiff, against the back of the chair.	Yes.	0.25711744481866994
1774	not	Here's the dress you wanted it to be made.__eou__Oh, dear!__eou__What's the matter?	It's not what I asked for.	It's what I asked for.	What's wrong with it?	0.1476185501746412
1776	not	Why don’t you sit down and relax, darling?__eou__I don’t want to.__eou__Well, come and talk to me then.	Certainly not.	Certainly.	May I turn on the radio then?	0.14404239331869273
1796	not	John, why don’t you go and do some gardening? The lawn needs weeding.	Because I’m not in the mood, that’s why.	Because I’m in the mood, that’s why.	Well, don’t just sit there, do something. Come and help me in the kitchen.	0.1691806079259981
1804	not	You’re home late today, David. How was school?	Not bad. There’s a new English teacher.	Bad. There’s a new English teacher.	Oh, what’s she like?	0.15368965602502493
1818	not	Would you like me to type it for you?__eou__Yes, please. That would be a great help. Are you sure you don’t mind?	Not at all. I’ll be glad to do it.	At all. I’ll be glad to do it.	Thank you very much.	0.12566911865327168
1819	not	I am so busy today.__eou__Can I help you?	I’m not sure. Perhaps you could do the shopping.	I’m sure. Perhaps you could do the shopping.	I’ll be glad to help.	0.14292216370071253
1842	not	Hello. This is John’s Distribution. Can I help you?__eou__Yes. I need some ice water delivered.__eou__Are you completely out?	No, I have some, but not enough for the long weekend.	No, I have some, but enough for the long weekend.	Okay. I’ll send someone to deliver it for you tomorrow.	0.11932524086501317
1843	not	Excuse me. Have you got any books on genetic engineering? I've looked for them everywhere, but I can't find any.	I'm not sure if we've got any now. Books of that kind are on this shelf. Well, I'm afraid we've sold out.	I'm sure if we've got any now. Books of that kind are on this shelf. Well, I'm afraid we've sold out.	What a pity! I should have come earlier.	0.1570998714636458
1850	not	Are you going home now?	No, I'm not.	No, I'm.	What are you going to do? Are you going to work late?	0.2602823435158008
1855	not	How far do we have to go?__eou__About 50 miles.	The traffic is not very heavy on this high way, is it? So I’m sure we’ll make it.	The traffic is very heavy on this high way, is it? So I’m sure we’ll make it.	No, but we’Ve got a hurry. It will be the rush hour soon.	0.10952709348058631
1867	not	Wake up, Mary.__eou__What is it? It's eight in the morning.__eou__We're all going to church. Do you want to come?	No. I'm not a religious person.	No. I'm a religious person.	Are you sure?	0.12185709410908996
1870	not	Hello.__eou__Hi. It’s Tony calling from the dentist’s office. Is Lily there?	No, Lily is not here at the moment.	No, Lily is here at the moment.	Could you ask her to call me back when she gets in?	0.1819192761167847
1883	not	Say, Jim, how about going for a few beers after dinner?	You know that is tempting but is really not good for our fitness.	You know that is tempting but is really good for our fitness.	What do you mean? It will help us to relax.	0.1235273621560582
1884	not	Hello. This is Hamilton’s Heating and cooling service. Can I help you?	Yes. My home freezer is not working properly.	Yes. My home freezer is working properly.	What’s the problem?	0.26518525211253996
1890	not	Oh dear, my weight has gone up again.	I am not surprised, you eat too much.	I am surprised, you eat too much.	And I suppose sitting at the desk all day at the office doesn't help.	0.22583131333614936
1894	not	Hi Jane, you look great.__eou__You too. Have you lost some weight?__eou__Yes, I took off 4 kilos. I am glad you notice it.	Not some crazy diet fat I hope.	Some crazy diet fat I hope.	No no, I just changed my eating habits. I eat a balanced meal. and I eat less than before.	0.019739952432104246
1897	not	Linda, would you care for some candies or cookies?__eou__No, don't try to tempt me. I'm becoming chubby, and I have to slim down.	You are not really chubby. You are actually thin enough.	You are really chubby. You are actually thin enough.	I don't think so. I know I've put on weight this winter.	0.16050195811087598
1911	not	A Westerner said to his Chinese friend. “ Chinese people slurp when drinking soup. It’s disgusting. ” The Chinese friend replied, “ Westerners make a lot of noise licking their fingers when eating. It’s even worse. ”	Everyone has his own habits, but these habits are not very good. The noise often spoils other people’s appetite.	Everyone has his own habits, but these habits are very good. The noise often spoils other people’s appetite.	I attended a course on table manners while I was in the United States. Some of the things we learnt included how to place the napkin and utensils and how to pass the bread. Before each course, the teacher would ask if we wanted to learn the Continental European way or the American way. We always said “ American way. ” It’s amazing that everyone is so used to their own table manners. What is the Chinese way?	0.04180279300761791
1920	not	John, why don’t you go and do some gardening? The lawn needs weeding.	Because I’m not in the mood, that’s why.	Because I’m in the mood, that’s why.	Well, don’t just sit there, do something. Come and help me in the kitchen.	0.1691806079259981
1942	not	Would you like me to type it for you?__eou__Yes, please. That would be a great help. Are you sure you don’t mind?	Not at all. I’ll be glad to do it.	At all. I’ll be glad to do it.	Thank you very much.	0.12566911865327168
1957	not	How far do we have to go?__eou__About 50 miles.	The traffic is not very heavy on this high way, is it? So I’m sure we’ll make it.	The traffic is very heavy on this high way, is it? So I’m sure we’ll make it.	No, but we’Ve got a hurry. It will be the rush hour soon.	0.10952709348058631
1983	not	Are you going home now?	No, I'm not.	No, I'm.	What are you going to do? Are you going to work late?	0.2602823435158008
1988	not	Excuse me.Have you got any books on genetic engineering? I've looked for them everywhere, but I can't find any.	I'm not sure if we've got any now.Books of that kind are on this shelf.Well, I'm afraid we've sold out.	I'm sure if we've got any now.Books of that kind are on this shelf.Well, I'm afraid we've sold out.	What a pity! I should have come earlier.	0.1461938491543946
2013	not	Where on earth are we?__eou__Judging by all the traffic, I'd say we're near the outskirts of the city.__eou__What did I do wrong? Did I take a wrong turn?	I'm not sure, but I think you turned right when you should have turned left on the flyover bridge.	I'm sure, but I think you turned right when you should have turned left on the flyover bridge.	Well, now we should turn back a few kilometres.	0.15461817009279288
2031	not	Don’t be angry with them. After all, they are still children.__eou__But I am still worry about them. I’m afraid ...	If I were you, I would not put crime in their doing these thing. We should encourage our children to do what they like, so long as they are not far off track.	If I were you, I would put crime in their doing these thing. We should encourage our children to do what they like, so long as they are far off track.	Well, I won’t put a crime into their doings.	0.12580227775803587
2047	not	Sorry, honey, something has cropped up again. I have to deal with it. Perhaps I will go to back home till very late.	It's nothing. It's not the first time anyway.	It's nothing. It's the first time anyway.	Oh, come on. I will be back as early as possible.	0.11613073415689534
2048	not	Hello?__eou__Hi, David. You are very difficult to reach. I called several times. But I kept getting a busy signal. Is your phone out of order?	No, not out of order. But we seem to have a bad connection on the phone line. I can’t hear you clearly.	No, out of order. But we seem to have a bad connection on the phone line. I can’t hear you clearly.	Ok. Let me call you later. Is that okay?	0.05924817829421136
2061	not	How silly of you to jump out of the window!__eou__But that was the first thing that came into my mind when I heard the shout earthquake!	Why not use staircases? The terror was not so violent at that time.	Why use staircases? The terror was so violent at that time.	That would be too late.	0.22317152975894805
2066	not	I don’t want you to be worried, but our son has some bad habits now. He says painful words everyday.__eou__What words? Can you tell me?__eou__He says kick mommy, beat mommy, don’t want mommy, very quickly if I do something that he doesn’t like. You know, if I wash his face or change his clothes, things like that.	Honey, I don’t know what to tell you. Of course Tony is a young child. But do not underestimate his ability to learn and reason.	Honey, I don’t know what to tell you. Of course Tony is a young child. But do underestimate his ability to learn and reason.	Yes, but sometimes he is just not reasonable.	0.07441065292970528
2069	not	Why do you want to eat western food so much today? Anything special to celebrate? Did you get a promotion?__eou__Honey, you really forgot about it? Think it over. It's a candlelight dinner.	It's not your birthday, also not mine. Hey, come on. Just tell me.	It's your birthday, also mine. Hey, come on. Just tell me.	It's our wedding anniversary, honey. How can you forget about it?	0.08275390765517265
2083	not	How far do we have to go?__eou__About 50 miles.	The traffic is not very heavy on this high way, is it? So I’m sure we’ll make it.	The traffic is very heavy on this high way, is it? So I’m sure we’ll make it.	No, but we’Ve got a hurry. It will be the rush hour soon.	0.10952709348058631
2095	not	Hi, Nancy. How are you doing?__eou__Hi, Tom. Want a cup of coffee?	Not right now. I've got to get another car and my old one is blown up.	Right now. I've got to get another car and my old one is blown up.	Oh, hey, did you look in the classified ads?	0.08554624922069909
2102	not	Daniel, have you finished your homework?	Not yet, Dad. I am watching Ultraman instead.No, no, Dad. Please. This program is on only once a week.	Yet, Dad. I am watching Ultraman instead.No, no, Dad. Please. This program is on only once a week.	Daniel, as a matter of fact, TV is bad for your health.	0.1800961916836119
2103	not	Joy Chain elementary school, please.__eou__Will do.	How frustrating! The bus is still not coming.	How frustrating! The bus is still coming.	Ma'am, take your kid to school?	0.08775152582110746
2106	not	That's great! We made 20 minutes earlier.__eou__Good thing, we took a taxi.__eou__Mom, you are the best!	Hey, look there. It is an advertisement of the piano training class on the billboard. The place is not far from our home.	Hey, look there. It is an advertisement of the piano training class on the billboard. The place is far from our home.	Mom, come on. What are you thinking about?	0.09482954058644433
2138	not	Excuse me, sir, I'm afraid you can't park your car here.	Why not? It's my parking space.	Why? It's my parking space.	I'm afraid not, sir.	0.09792291853162993
2142	not	Excuse me, I'm lost. Can you show me where I am in this map?__eou__Er, let me see. Oh, look, you're right here. Pretty close to the Olympic Park.	That's great! It's not my day. I just have very bad sense of direction.	That's great! It's my day. I just have very bad sense of direction.	Is this your first time here? Where are you going?	0.10288943903074999
2148	not	Hey, look, there is a circus show over there.	I'm not in the mood.	I'm in the mood.	It's the circus.	0.1768119963388597
2160	not	We came too early. There're still three hours before the performance starts.__eou__I know. Sorry, I shouldn't have rushed you, but I just couldn't stay at home and wait.__eou__Never mind. What about taking a look around the theater?	Why not? I'd love to do that.	Why? I'd love to do that.	Here we go. There is a museum of the Beijing Opera art.	0.13133252880661095
2168	not	Calvin, how much money did you spend last weekend?	Lily, I’m not sure. Let me check, I think I spent $ 50.	Lily, I’m sure. Let me check, I think I spent $ 50.	Why don’t you help me save money? You are always spending money.	0.20702010826359363
2172	not	Grandpa, this restaurant looks really old! How long ago was it built?	I'm not sure when it started. But I know it's older than me. As a young boy, I used to eat here a lot.	I'm sure when it started. But I know it's older than me. As a young boy, I used to eat here a lot.	Oh, it's interesting. Dad told me you brought him here when he was young, too. Now, it's my turn.	0.210403498748438
2173	not	Sorry, honey, something has cropped up again. I have to deal with it. Perhaps I will go to back home till very late.	It's nothing. It's not the first time anyway.	It's nothing. It's the first time anyway.	Oh, come on. I will be back as early as possible.	0.11613073415689534
2187	not	Why are you reading the classifieds? What do you need?__eou__I'm looking for a bookcase, but I don't want to buy a new one.__eou__Are you having any luck?	Not really. There aren't any used bookcases listed. But there are a few rummage sales on Saturday. I think I'll go to them.	Really. There aren't any used bookcases listed. But there are a few rummage sales on Saturday. I think I'll go to them.	Do you mind if I go with you?	0.1379904623360677
2190	not	Hey Joe, what are you doing in this department store?__eou__Hi, Rita, I'm just looking for a pair of shoes. I won't be here for long.	Why not? When I go shoe shopping, I have so many options for sneakers that I spend awhile looking at all of the choices.	Why? When I go shoe shopping, I have so many options for sneakers that I spend awhile looking at all of the choices.	That's my problem. I don't have a lot of options.	0.06389173582214402
2205	not	You’re home late today, David. How was school?	Not bad. There’s a new English teacher.	Bad. There’s a new English teacher.	Oh, what’s she like?	0.15368965602502493
2207	not	Would you like to see our new shirts?	Sorry, but I’m not really interested in those things.	Sorry, but I’m really interested in those things.	But they’re very nice, you know.	0.3056664500086983
2211	not	Are you going home now?	No, I'm not.	No, I'm.	What are you going to do? Are you going to work late?	0.2602823435158008
2221	not	Hey there, you look a little lost. Are you new here?__eou__Yeah how’d you know?__eou__You can always spot the newbies. I can give you a few pointers if you want. Were you trying to use this machine here?	Yeah! I just started my training today and I’m not really sure where to begin.	Yeah! I just started my training today and I’m really sure where to begin.	It’s ok, I know how it is. This machine here will work out your upper body, mainly your triceps and biceps. Are you looking to develop strength or muscle tone and definition?	0.10074934241885214
2223	not	So can you fix it?	I’m sorry sir. This computer is not broken or damaged. It’s simply just too old! That’s why your programs and applications are running slow. There really isn’t much I can do.	I’m sorry sir. This computer is broken or damaged. It’s simply just too old! That’s why your programs and applications are running slow. There really isn’t much I can do.	What do you mean? I bought this computer just three years ago!	0.13181509658204682
2231	not	Howdy! Nice car! What seems to be the problem?__eou__I don’t know! This stupid old car started spewing white smoke and it just died on me. Luckily, I managed to start it up and drive it here. What do you think it is?	Not sure yet.How about you pop the hood and we can take a look. Mmmm, it doesn’t look good.	Sure yet.How about you pop the hood and we can take a look. Mmmm, it doesn’t look good.	What do you mean? My daddy gave me this car for my birthday last month. It’s brand new!	0.14208550000661546
2274	not	I’d like to send this parcel to Australia.__eou__Certainly. Could you put it on the scales, so I can check the weight?	Sure. It’s not very heavy.	Sure. It’s very heavy.	That’s 850 grams. The coasts depends on how you would like to send it.	0.061240939916291204
2279	not	Excuse me, can you tell me the way to Holton railway station?	Sure. It’s quite far from here. Don’t worry, though. It’s not difficult to get there.	Sure. It’s quite far from here. Don’t worry, though. It’s difficult to get there.	I think I’m going in the wrong direction, aren’t?	0.2403430896145955
2294	not	You’re home late today, David. How was school?	Not bad. There’s a new English teacher.	Bad. There’s a new English teacher.	Oh, what’s she like?	0.15368965602502493
2297	not	I am so busy today.__eou__Can I help you?	I’m not sure. Perhaps you could do the shopping.	I’m sure. Perhaps you could do the shopping.	I’ll be glad to help.	0.14292216370071253
2304	not	Here's the dress you wanted to be made.__eou__Oh, dear!__eou__What's the matter?	It's not what I asked for.	It's what I asked for.	What's wrong with it?	0.14677074279079227
2309	not	What kind of place shall we rent?__eou__It should be close to the university. Neither of us are good at getting up in the mornings and closer it is, the later we can get up.	Absolutely. That's the most important thing to take into consideration. I'm not too worried about the size of the flat.	Absolutely. That's the most important thing to take into consideration. I'm too worried about the size of the flat.	Neither am I. so a small place is ok, but we'll get a bigger one if it's not expensive. Do you mind if it's in a noisy area.	0.14630322849177624
2310	not	I like this apartment. Do you think we can afford the mortgage?	Yes. I think so. It’s not a very expensive apartment. It’s in the right area and it has everything that we are looking for. The rooms are quite large too.	Yes. I think so. It’s a very expensive apartment. It’s in the right area and it has everything that we are looking for. The rooms are quite large too.	I love the balcony. We can sit outside and enjoy the sun in summer. We are on the 12th floor, so there’s very nice view from the balcony.	0.027593575601398967
2319	not	You say he was around average hight.__eou__Yes, that's right, around five nine five ten.__eou__Weight?	I'm not sure. Medium, I suppose. Maybe a little on the heavy side.	I'm sure. Medium, I suppose. Maybe a little on the heavy side.	Any marks on his face?	0.17498336319252727
2335	not	I would like to have a new suit made. something in a dark blue wool.__eou__Certainly, sir. Double or single breasted?	I think I would like the pants pleated. I am not sure about the jacket though as I'm a little overweight.	I think I would like the pants pleated. I am sure about the jacket though as I'm a little overweight.	I see, sir. For a gentleman of your size I would recommend a single-breasted jacket as it does tend to make one look a little slimmer. Just let me take your measurements, Let's see, neck 41cm, chest 110cm, wait 120cm and inside leg 70cm. You do have short legs, sir.	0.08567337339240533
2351	not	Good coming.	Good coming. Are you through with the cleaning? If not, we'll come back a little later.	Good coming. Are you through with the cleaning? If, we'll come back a little later.	Never mind, come right in. I've almost finished. You always keep the room neat and tidy, I must say. It saves me a lot of work, but you should let me do it.	0.1826188000439779
2357	not	Can I help you?	I hope so. I'm looking for some material for a paper I'm writing, and I'm not quite sure where to look.	I hope so. I'm looking for some material for a paper I'm writing, and I'm quite sure where to look.	I'll certainly try to help you. What topic is your paper on?	0.2477965315902948
2374	not	Hey. Why did you take that money? You are such a cheater! I should send you to jail!	I am not cheating. When you pass go, you collect $ 200, Everyone knows that!	I am cheating. When you pass go, you collect $ 200, Everyone knows that!	Well you can’t just take the money. You have to ask the bank for money. And I’m the banker.	0.09218048670198264
2378	not	Good afternoon, sir, is there anything I can help you with today?__eou__umm ... yeah! I’m looking for a nice gift to give my girlfriend. Our fifth anniversary’s next Friday.__eou__Well, I would be happy to assist you in choosing the perfect gift for her. Is there anything particular that you have in mind?	No, not really ... I’m completely at a loss.	No, really ... I’m completely at a loss.	Well, you can give her a set of pearl earrings, or this beautiful heart-shaped pendant. What is her favorite gemstone?	0.0271108318369373
2380	not	Mom, I'm ready for school.__eou__Let me feel your forehead. I'm so glad it wasn't strep throat.__eou__I don't have a fever, and I'm ready for my test.	But I'm not sure you're strong enough yet. Here's some seafood rice soup I made. It's delicious.	But I'm sure you're strong enough yet. Here's some seafood rice soup I made. It's delicious.	I'm fine, Mom. I feel so much better. I want to go to school. I'm missing out on all the fun.	0.13338727593191768
2391	not	Ouch! The water's too hot!__eou__Get in slowly, sweetie. You'll get used to it. I'm gonna go and make you some chicken soup.	I'm not hungry, Mom.	I'm hungry, Mom.	I know you don't have an appetite, but you need to eat something. You'll get too weak if you don't eat.	0.10832827072750861
2401	not	This motor oil case is still really slippery.__eou__Yeah, time for more coffee!	Sure, why not? I think I want a chocolate chip cookie, too.	Sure, why? I think I want a chocolate chip cookie, too.	By the way, I heard Kitty's just got in a shipment of Jamaican Blue Mountain.	0.14251988099096913
2405	not	So the apartment comes unfurnished?	This one is. I have another one that's furnished, but I'm not sure you'll like the furniture.	This one is. I have another one that's furnished, but I'm sure you'll like the furniture.	We have tons of furniture. What we need are air conditioners.	0.1522883517401561
2423	not	So where is this mystery restaurant that we are going to?__eou__It' s an Indian restaurant! I know you have never had Indian food, so I thought you might want to try.__eou__That sounds great! I am craving some type of beef dish.	Well, Indian cuisine actually doesn' t serve beef. You see, cows are a sacred animal, a very important element in the Hindu religion, so beef is not eaten.	Well, Indian cuisine actually doesn' t serve beef. You see, cows are a sacred animal, a very important element in the Hindu religion, so beef is eaten.	I see, so what are we having? Chicken?	0.09563322435433319
2449	not	I think we should home school our children when we decide to have kids.__eou__What? Why?	Well, our public schools here are not very good and private school are just too expensive. I have been reading up on home schooling and it has a lot of advantages.	Well, our public schools here are very good and private school are just too expensive. I have been reading up on home schooling and it has a lot of advantages.	Like what? I think that by doing something like that we would be isolating our children from social interaction.	0.11462477103548907
2454	not	You want to go get a facial with me today?__eou__Dude, what are you talking about? Only girls do that.	Not at all, guys also get facials, manicures and pedicures. There is nothing wrong with looking after your skin and looking good.	At all, guys also get facials, manicures and pedicures. There is nothing wrong with looking after your skin and looking good.	True. So what do they do to you at your beauty spa?	0.13712829033396945
2455	not	Wei! This is a first-you didn't bargain!__eou__Bargain? I'd feel way too guilty.__eou__But you could have saved money.	From a sweet ma?! It's not worth it. Plus, I'd happily pay more for these things I bought!	From a sweet ma?! It's worth it. Plus, I'd happily pay more for these things I bought!	F. Y. I., there is a flea market nearby, but maybe you're done ...	0.04511317246126101
2456	not	Do you want to go catch a movie tonight?__eou__I can't, I have to go to the gym.	Come on! You can go tomorrow, just skip it today. It's not as if you are gonna get in trouble!	Come on! You can go tomorrow, just skip it today. It's as if you are gonna get in trouble!	Actually I will! I am working out with a personal trainer that gets on my case if I don't go. I like it, because it makes me feel more obligated to go and get healthy.	0.12800048442879053
2467	not	What can I help you with today?__eou__My washing machine isn't working.__eou__What's the problem?	The water will not drain.	The water will drain.	Is there anything else wrong with it?	0.13109404352642628
2469	not	Welcome to our show! Today, I am going to show you how to make the perfect mouthwatering sandwich! Are you ready? Let’s get started!__eou__Let’s start with the basics, bread. Bread is an important ingredient here. You need to remember one thing - choose the bread according to the following criteria, freshness, crumb and color. If you want a closed sandwich I recommend you first toast your bread in a toaster or oven, or grill it slightly until it gets a light brown color.__eou__Now that our bread is ready, let’s talk about the ingredients! Of course, each person’s palate is different, but I’m going to give you a few tips that you’ll be able to use when turning any sandwich into the perfect sandwich. I would strongly recommend you put fresh vegetables in your sandwich.	Do not undervalue them as they play a big role in forming the taste and will make the sandwich more refreshing and light. The best choices here are evident — cucumbers, tomatoes, onions, sweet pepper or chilli, lettuce and, of course, herbs — you can’t go wrong with them. As for aubergines, mushrooms and asparagus, I would recommend you first grill them slightly with a little touch of olive oil.	Do undervalue them as they play a big role in forming the taste and will make the sandwich more refreshing and light. The best choices here are evident — cucumbers, tomatoes, onions, sweet pepper or chilli, lettuce and, of course, herbs — you can’t go wrong with them. As for aubergines, mushrooms and asparagus, I would recommend you first grill them slightly with a little touch of olive oil.	Last but not least, we have a wide variety of condiments that we can add to our perfect sandwich. We can be subtle and just add a touch of salt and pepper, or we can combine mustard sauce, mayonnaise, ketchup or even caviar to achieve a stronger flavor! It’s always a good idea to cut your sandwich in triangles or manageable pieces to avoid all your ingredients falling out and staining your shirt!	0.03255925958594119
2475	not	Good afternoon, Ma’am, My name is Mike and I am selling subscriptions to all sorts of periodicals.	No, thank you, I am not interested.	No, thank you, I am interested.	Please ma’am, if you could spare five minutes of your time, I am sure we could find something that interests you!	0.18418719762426528
2483	not	Welcome to Al’s Garage. What seems to be the problem?__eou__No problem at all! I am taking a long road trip and I want to make sure my car is in good mechanical condition.__eou__Very wise decision. When was the last time you had a tune up?	Not that long ago, I think it was four months ago.	That long ago, I think it was four months ago.	We usually recommend that you bring your car in every five thousand kilometers.	0.07086744166836856
2497	not	I'm going to buy a new living room set.__eou__Where are you going to buy one?	I'm really not sure.	I'm really sure.	You like my living room set, don't you?	0.22232069634743978
2504	not	Those are the headlines for today, and now for the international weather report with Mike Sanderson.__eou__Thank you, Bob! This past week has been the beginning of Armageddon for many, a series of unprecedented meteorological events occurred around the world. In Switzerland, a major avalanche was reported in the Alps. Fortunately, no one was injured. Due to to the extreme cold this winter, a blizzard has struck the US Midwest, causing classes in schools and universities to be temporarily canceled.	Moving to to Latin American, Ecuador has suffered a six month drought that has not only affected farming, but has also forced the closure of the hydroelectric power plant that provides electricity for the entire country. In Chile, a major earthquake that registered seven point five on the Richter scale struck the southern region. Losses are reported to be in the billions. Authorities have not yet released an official statement.	Moving to to Latin American, Ecuador has suffered a six month drought that has only affected farming, but has also forced the closure of the hydroelectric power plant that provides electricity for the entire country. In Chile, a major earthquake that registered seven point five on the Richter scale struck the southern region. Losses are reported to be in the billions. Authorities have yet released an official statement.	Not a great week for the world! Any good news?	0.1113554939823378
2505	not	It’s freezing in here! Can I turn up the heat?__eou__Don’t touch that thermostat! You don’t pay the bills around here!__eou__Dad! Are you serious? What’s the point of having central heating if we can’t use it! Look, I can see my breath!	Put on a sweater! I’m not gonna let you run up my heating bill just because it’s a bit chilly.	Put on a sweater! I’m gonna let you run up my heating bill just because it’s a bit chilly.	Dad! I’m gonna catch a cold!	0.12977121669715186
2510	not	Hello sir, how may I help you?__eou__I would like to buy some flowers, please. Something really nice.__eou__I see, may I ask what the occasion is?	It’s not really an occasion, it’s more like I’m sorry.	It’s really an occasion, it’s more like I’m sorry.	Very well.This arrangement here is very popular among regretful husbands and boyfriends. It has a dozen long stem red roses with a couple of sunflowers and a single orchid that stands out. It includes a small teddy bear to achieve the effect of immediate forgiveness.	0.127498966685045
2543	not	Are you being served, madam?	Not yet.	Yet.	Sit here please.How would you like your hair done?	0.30107946021884135
2545	not	Hello, sir. I'm ready for you.__eou__Is it my turn?__eou__Yes, please sit on the chair.How do you want to have your hair cut?	Not too long.Cut a little off behind and on both sides, too.	Too long.Cut a little off behind and on both sides, too.	OK.Now lean back a little and keep still. I'm going to shave your face.	0.05671159011068516
2551	not	Which do you prefer, sour peppery soup or four-jewel soup?	Anything's all right with me. I'm not particular about soups.	Anything's all right with me. I'm particular about soups.	Then we'll have four-jewel soup.	0.17579957777945143
2557	not	Do you have this design with only one breast pocket?	Let me see.Oh, we have the design but not the same color as this one.	Let me see.Oh, we have the design but the same color as this one.	It's a pity. I'm afraid that's too loud for me.Thank you.	0.06237435637220834
2574	not	Can I help you, madam?__eou__Yes, can I see a few T-shirts, Please?__eou__Certainly.Here you are.They' re the very latest fashion.	I'm not very particular about the design.But I want something of good quality.	I'm very particular about the design.But I want something of good quality.	They're of good cotton and the color never fades.	0.07022991694246361
2578	not	Does the material stand washing?	Sure.This material is not only washable but also unshrinkable, sun-resistant, crease-resistant, resilient.	Sure.This material is only washable but also unshrinkable, sun-resistant, crease-resistant, resilient.	Is it drip-dry?	0.2512072468480313
2579	not	Come on in.Let me show you the house.Isn' t it something? Spacious, bright and clean.And the walls were newly painted.Have you ever seen such a nice house?	Not really.	Really.	This is the kitchen.Every - thing's new.	0.11796210454060496
2589	not	Drop me at the Manhattan Post Office.	Well, that's an hour's ride.Why not just post your mail here.	Well, that's an hour's ride.Why just post your mail here.	Oh, I'm visiting a friend there.	0.07986266923987362
2606	not	Here comes the last course! Shall I help you to the dish?	I'd rather not have it if you don't mind. I'll have soup instead. I'm supposed to be on a diet.	I'd rather have it if you don't mind. I'll have soup instead. I'm supposed to be on a diet.	But I can't resist a good dinner.	0.17359700497970687
2607	not	Are you ready for a second?	No, I'm afraid we'll have to cancel the order. I'm not sure whether it agrees with me.	No, I'm afraid we'll have to cancel the order. I'm sure whether it agrees with me.	Would you like anything else?	0.27325934213949443
2636	not	Excuse me. Do you mind if I try this on?	Not at all. The changing rooms are just this way.	At all. The changing rooms are just this way.	Thanks. It's a little tight. Do you have any in a larger size?	0.21974838837970778
2648	not	The road ahead is blocked. There might have been an accident.__eou__Are there many accidents in the city every day?	Not really, but they are on the rise.	Really, but they are on the rise.	Please drive slowly, we've got lots of time. Safety first.	0.2597138829189758
2655	not	Here! Here! Use my card!__eou__No you don't! I should treat my new brother-in-law!	Not on my life! I'm the best man, so I pay!	On my life! I'm the best man, so I pay!	OK, OK. On one condition.	0.06612278985195452
2662	not	That way they look longer.__eou__Now what are you doing?__eou__Putting on mascara.	Nasty. You'd better not rub your eyes.	Nasty. You'd better rub your eyes.	I won't.	0.17643504124061726
2688	not	OK. I just saw a Versace for thirty dollars. This stuff can't be real!__eou__Most of it is. You should sign up.	I'm not sure I'd want to give these people my credit card number.	I'm sure I'd want to give these people my credit card number.	Didn't you read about Paypal and Bidpai? They are very safe.	0.13709399792185994
2690	not	How much are you planning to buy?	Well, it's not how much, but what I'm going to buy that matters. I'm going ski shopping!	Well, it's how much, but what I'm going to buy that matters. I'm going ski shopping!	Cool! Can I come?	0.3128770392281668
