id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode
2714	not	Will you bring our bill, please?__eou__Yes, certainly. I'll be back in a minute.Here you are.__eou__Thanks. Let me see. I think there's a mistake on the bill here. Would you mind checking, please?	Of course not. Let me check. Oh, you seem to be correct.	Of course. Let me check. Oh, you seem to be correct.	How about taxes service charge?	-53.808488607406616	-57.893083572387695	-2.1523395442962645	-2.412211815516154	25	24	-55.28115689754486	-55.13727819919586	-3.685410459836324	-3.6758185466130575	15	15	-465.8804715871811	-468.2899526357651	-3.697464060215723	-3.7463196210861205	126	125	True	True
2740	not	That is the most boring, typical gift in the world!__eou__I know. But this year I want to get him an interesting tie. Like this one.	That's not exactly a conversation piece. It's so plain.	That's exactly a conversation piece. It's so plain.	It's perfect! It's a Dilbert tie!	-49.402976393699646	-58.10436189174652	-2.2455898360772566	-2.766874375797453	22	21	-45.28841698169708	-43.18713021278381	-2.2644208490848543	-2.1593565106391908	20	20	-451.19481348991394	-456.18647170066833	-4.17772975453624	-4.263424969165125	108	107	True	True
2741	not	I'm a little nervous.__eou__Don't worry. You'll be fine. First of all, put on your seat belt. Adjust the mirrors.__eou__You don't think I'll need the seat belt, do you?	Of course not. But it's a good habit to put it on every time you drive.	Of course. But it's a good habit to put it on every time you drive.	Just in case, right?	-30.543241500854492	-38.24740386009216	-1.0908300536019462	-1.4165705133367468	28	27	-19.034438610076904	-19.897860050201416	-1.268962574005127	-1.3265240033467611	15	15	-407.9214859008789	-413.8302958011627	-3.263371887207031	-3.3373410951706672	125	124	True	True
2763	not	Hi, are you being helped?	No, I'm not. I am interested in some scarves.	No, I'm. I am interested in some scarves.	All our scarves are in this section. What do you think of this one here? It's made of silk.	-48.68390989303589	-56.13283622264862	-2.1166917344798213	-2.5514925555749373	23	22	-70.24367260932922	-69.28798282146454	-2.128596139676643	-2.099635843074683	33	33	-359.4079910516739	-366.4257608652115	-3.823489266507169	-3.9400619447872205	94	93	True	True
2769	not	Mmm. Nice and crunchy. And they leave a space uncovered for you to hold ...__eou__They're so much fun to eat. You can suck all the coating off first ...__eou__Or just stuff the whole thing in your mouth at once!	But that way you're not savoring it.	But that way you're savoring it.	Whatever. Give me another pack.	-46.854048013687134	-50.078874468803406	-2.342702400684357	-2.6357302352001795	20	19	-56.47223699092865	-53.888405561447144	-3.5295148119330406	-3.3680253475904465	16	16	-512.3006662130356	-516.5300258398056	-4.199185788631439	-4.268843188758724	122	121	True	True
2792	not	This needs dry-cleaning.Can you remove this stain without harming the fabric?	Let me see. We’ll try, but I’m not sure that we can remove it.	Let me see. We’ll try, but I’m sure that we can remove it.	Ok, then. We’ll I’d also like to have this pressed.	-79.49676644802094	-80.9839494228363	-2.839170230286462	-2.999405534179122	28	27	-85.34376466274261	-75.23627984523773	-3.5559901942809424	-3.1348449935515723	24	24	-460.72501146793365	-459.5978523492813	-4.701275627223813	-4.738122189167848	98	97	True	True
2807	not	What kind of car is best for me?__eou__For you, I would recommend this one here.__eou__The compact? Why do you think that one is better than the others?	This automobile is just right for your needs because not only is it compact for ease in city driving, but also, it has many safety features. I know that as a parent, you are concerned about safety in driving your kids to and from school.	This automobile is just right for your needs because only is it compact for ease in city driving, but also, it has many safety features. I know that as a parent, you are concerned about safety in driving your kids to and from school.	That's true. What kind of safety features are we talking about?	-145.26656675338745	-156.16610252857208	-2.462145199209957	-2.6925190091133118	59	58	-22.067224383354187	-22.324376463890076	-0.9594445384067037	-0.9706250636473946	23	23	-477.4285646677017	-488.61049127578735	-3.080184288178721	-3.172795397894723	155	154	True	True
2816	not	Ok, honey, time to take down the Christmas tree.__eou__Do we have to?__eou__Come on, it’s losing needles all the time and the branches are sagging.	It’s not that bad, besides it really looks nice in that corner. It gives the room a good atmosphere.	It’s that bad, besides it really looks nice in that corner. It gives the room a good atmosphere.	A good atmosphere? The tree is falling apart, and it’s messing up the room.	-85.0081273317337	-116.1752415895462	-2.6565039791166782	-3.7475884383724583	32	31	-59.372230648994446	-59.708284974098206	-2.1989715055183128	-2.211417962003637	27	27	-474.3266943693161	-504.0316072702408	-3.593384048252395	-3.8475695211468763	132	131	True	True
2819	not	I don’t want you to be worried, but our son has some bad habits now. He says painful words everyday.__eou__What words? Can you tell me?__eou__He says kick mommy, beat mommy, don’t want mommy very quickly if I do something that he doesn’t like. You know, if I wash his face or change his clothes, things like that.	Honey, I don’t know what to tell you. Of course Tony is a young child. But do not underestimate his ability to learn and reason.	Honey, I don’t know what to tell you. Of course Tony is a young child. But do underestimate his ability to learn and reason.	Yes, but sometimes he is just not reasonable.	-138.47160696983337	-143.1610906124115	-3.5505540248675223	-3.76739712137925	39	38	-54.816609382629395	-55.362154483795166	-2.8850847043489156	-2.913797604410272	19	19	-631.4931086301804	-637.9826105833054	-3.714665344883414	-3.7750450330373098	170	169	True	True
2843	not	Why are you reading the classifieds? What do you need?__eou__I’m looking for a bookcase, but I don’t want to buy a new one.__eou__Are you having any luck?	Not really. There aren’t any used bookcases listed. But there are a few rummage sales on Saturday. I think I’ll go to them.	Really. There aren’t any used bookcases listed. But there are a few rummage sales on Saturday. I think I’ll go to them.	Do you mind if I go with you?	-96.43790125846863	-110.9199469089508	-2.4109475314617157	-2.8441012027936106	40	39	-19.97234582901001	-19.562941551208496	-1.109574768278334	-1.0868300861782498	18	18	-438.72310185432434	-452.2874402999878	-3.2498007544764764	-3.3752794052237896	135	134	True	True
2847	not	Hey Joe, what are you doing in this department store?__eou__Hi, Rita, I’m just looking for a pair of shoes. I won’t be here for long.	Why not? When I go shoe shopping, I have so many options for sneakers that I spend awhile looking at all of the choices.	Why? When I go shoe shopping, I have so many options for sneakers that I spend awhile looking at all of the choices.	That’s my problem. I don’t have a lot of options.	-122.65733826160431	-125.93597972393036	-3.4071482850445642	-3.598170849255153	36	35	-52.248767614364624	-52.43434011936188	-2.2716855484506357	-2.279753918233125	23	23	-474.38629591464996	-478.79935681819916	-3.706142936833203	-3.7700736757338515	128	127	True	True
2871	not	Hey, Taxi. Over here!__eou__Did you call for a car service__eou__Yes, are you engaged	Not at the moment. Where would you like me to take you	At the moment. Where would you like me to take you	I am going to the airport, and I have to catch the 930 flight to New York.	-30.32236337661743	-33.31651067733765	-1.3782892443917014	-1.5865005084446497	22	21	-47.97273409366608	-48.67595291137695	-1.6542322101264164	-1.6784811348750674	29	29	-411.2628325223923	-413.8628604412079	-3.671989576092788	-3.72849423820908	112	111	True	True
2879	not	I wonder if you can help me. I'm looking for a room.__eou__Yes. I've got a small room.__eou__How much is it?	200 Yuan a week, but smoking is not allowed.	200 Yuan a week, but smoking is allowed.	OK.Can I see the room now?	-46.1969096660614	-50.08128786087036	-2.199852841241019	-2.5040643930435182	21	20	-46.03721380233765	-46.2410808801651	-2.708071400137509	-2.7200635811861824	17	17	-390.6524541378021	-394.5125527381897	-3.6854005107339822	-3.757262407030378	106	105	True	True
2889	not	I need to find a new place to live.__eou__Yeah? Why? Don’t you like living with me?	Oh, it’s not you. I just want my own place.	Oh, it’s you. I just want my own place.	Well, check the newspaper.	-42.99205303192139	-54.97291362285614	-1.8692196970400603	-2.4987688010389153	23	22	-52.76336705684662	-47.89350712299347	-3.517557803789775	-3.192900474866231	15	15	-358.8785037994385	-366.94758677482605	-3.7776684610467206	-3.9036977316470858	95	94	True	True
2900	not	Excuse me. which way is to the post office?	The post office.Sorry. I’m not sure.	The post office.Sorry. I’m sure.	Well. Thanks any way	-57.535521149635315	-66.34106349945068	-2.8767760574817656	-3.4916349210237203	20	19	-48.29208850860596	-51.06931734085083	-3.449434893471854	-3.647808381489345	14	14	-356.6008584499359	-368.05786299705505	-4.631179979869297	-4.8428666183823035	77	76	True	True
2922	not	I’m going to Bihai park. Is this the right bus please?__eou__No. you’re going the wrong way. You wanna 103 from the Beijing zoo.__eou__how can I get it, please?	You get off at the next stop, cross the street and you will find the stop not far on the right hand side.	You get off at the next stop, cross the street and you will find the stop far on the right hand side.	could I have a transfer, please?	-67.89050149917603	-65.74383306503296	-1.9967794558581184	-1.9922373656070593	34	33	-46.8105354309082	-47.0564147233963	-2.7535609077004826	-2.7680243954939	17	17	-526.3211897611618	-523.2359710931778	-3.987281740614862	-3.9941677182685327	132	131	True	True
2933	not	Let’s see if we can reach some sort of agreement over your curfew.__eou__Ok, every one asks their parents let them stay out until 2 or 3 in the morning.	Well, I’m not everyone-else’s father. I think you need be in the house by ten o’clock.	Well, I’m everyone-else’s father. I think you need be in the house by ten o’clock.	That’s absurd. I know some junior high kids who can stay out later than that.	-105.40021014213562	-110.8795325756073	-3.1000061806510475	-3.359985835624464	34	33	-60.39014005661011	-60.22614622116089	-2.2366718539485224	-2.230598008191144	27	27	-516.0677493810654	-520.3825398683548	-3.8802086419628976	-3.9422919686996574	133	132	True	True
2942	not	Are you being served, Sir?	No, not yet. I just want to hair cut.	No, yet. I just want to hair cut.	Would you sit here, please? How would you like it cut?	-51.44916796684265	-61.65269124507904	-2.4499603793734597	-3.082634562253952	21	20	-50.57686102390289	-49.590104818344116	-2.198993957560995	-2.1560915138410484	23	23	-356.49478006362915	-365.33910512924194	-4.347497317849136	-4.510359322583234	82	81	True	True
2966	not	That dress is too expensive.__eou__But it’s so pretty.__eou__Yes, it is pretty, but it costs $ 200. What about this one? It’s almost the same, but it costs half as much.	It’s not the same. It’s completely different.	It’s the same. It’s completely different.	It’s just a little shorter.	-40.51888370513916	-54.923638343811035	-2.025944185256958	-2.890717807569002	20	19	-42.30950474739075	-36.631903409957886	-2.6443440467119217	-2.289493963122368	16	16	-396.97079503536224	-407.3112930059433	-3.364159279960697	-3.4812931026149	118	117	True	True
2995	not	Look, Jim. That man just fell down over there.__eou__We'd better see if he is ok.__eou__Sir, sir, are you all right, sir?	He is not answering. You'd better check his pulse and breathing.	He is answering. You'd better check his pulse and breathing.	Oh, no. He is not breathing and there’s no pulse. Call 911.	-50.366491079330444	-53.180787801742554	-2.1898474382317583	-2.4173085364428433	23	22	-58.11097967624664	-63.03903269767761	-2.1522585065276534	-2.3347789888028747	27	27	-458.1449371576309	-460.9516712427139	-3.7863217946911645	-3.841263927022616	121	120	True	True
2996	not	Excuse me, sir. You can't park here.__eou__I am just waiting for my friends. It won't be long.	Sir, the curb here is not for parking.	Sir, the curb here is for parking.	But I didn't see the sign, Ma’am.	-55.24481129646301	-53.34930348396301	-2.907621647182264	-2.9638501935535007	19	18	-44.189303040504456	-43.07253956794739	-2.209465152025223	-2.1536269783973694	20	20	-372.09961009025574	-364.3389140367508	-3.7209961009025574	-3.6801910508762705	100	99	True	True
2998	not	Good afternoon, sir. Please sit here.__eou__A haircut and a shave, please.__eou__How would you like your hair cut, sir?	Short on both sides. Not so much off at the back.	Short on both sides. So much off at the back.	Very well, sir. Do you want me to trim your beard?	-78.46016323566437	-73.70879566669464	-3.5663710561665622	-3.509942650794983	22	21	-31.723074078559875	-31.368787169456482	-1.3792640903721685	-1.3638603117154993	23	23	-407.4174071550369	-404.46917474269867	-3.670427091486819	-3.676992497660897	111	110	True	True
3002	not	Don’t you have air-conditioning in your apartment? It’s sweltering here!__eou__Well, there is air-conditioning. Did you see that window air conditioner there? The problem is that the window unit isn’t powerful enough.	I guess not, huh.	I guess, huh.	Well, I’m going to move out anyway. The new apartment has central air-conditioning.	-43.983569741249084	-52.226733803749084	-2.932237982749939	-3.7304809859820773	15	14	-74.07089877128601	-72.93050146102905	-2.6453892418316434	-2.604660766465323	28	28	-469.95097613334656	-471.96078538894653	-3.7596078090667726	-3.8061353660398916	125	124	True	True
3015	not	Hello, can I help you?__eou__Yes, I wanna buy a skirt.__eou__What color and what style do you like?	I am not sure.	I am sure.	Well, you can have a look at our skirts hanging there.	-28.895992755889893	-32.65441560745239	-2.0639994825635637	-2.511878123650184	14	13	-47.668023228645325	-51.29667377471924	-2.1667283285747874	-2.3316669897599653	22	22	-345.23286724090576	-358.5095828771591	-3.4872006792010684	-3.6582610497669297	99	98	True	True
3019	not	Yes, madam? Can I help you?__eou__Oh, yes, please. But you are just closing, aren't you?__eou__Well, yes, we are, madam. The shop shuts down in five minutes.	I shall not keep you long then. It was about some saucepans you had in your window last week.	I shall keep you long then. It was about some saucepans you had in your window last week.	Last week, madam? I really can't remember which ones you mean. What were they like?	-90.20693171024323	-103.26809918880463	-2.818966615945101	-3.3312290060904717	32	31	-62.72429370880127	-60.58752620220184	-2.0908097902933758	-2.0195842067400616	30	30	-503.60492968559265	-513.4684683084488	-3.4731374461075357	-3.5657532521420054	145	144	True	True
3028	not	Welcome to Al’s Garage. What seems to be the problem?__eou__No problem at all! I am taking a long road trip and I want to make sure my car is in good mechanical condition.__eou__Very wise decision. When was the last time you had a tune up?	Not that long ago, I think it was four months ago.	That long ago, I think it was four months ago.	We usually recommend that you bring your car in every five thousand kilometers.	-39.13151144981384	-38.14129996299744	-1.7787050659006292	-1.8162523791903542	22	21	-69.15871489048004	-67.92507064342499	-3.0069006474121758	-2.9532639410184776	23	23	-445.0346063375473	-442.05120384693146	-3.224888451721357	-3.2266511229703028	138	137	True	True
3034	not	in China at least, coffee is often associated with an exotic, well-to-do bourgeois lifestyle. Coffee is often considered a hobby of the well-educated, middle-class people.__eou__maybe that's why some young chaps often spend a whole afternoon in a coffee bar, surfing the net or just typewriting something with laptop. While they are savoring a coffee at a leisured pace, they	Yes. Behind a lifestyle, there is a culture. Young people easily become blind worshippers of a Westernized life. While they may not really life coffee, they think it desirable and enviable to be lavish	Yes. Behind a lifestyle, there is a culture. Young people easily become blind worshippers of a Westernized life. While they may really life coffee, they think it desirable and enviable to be lavish	then what about tea? We need to bear in mind in the first place that tea, rather than coffee, has been the most popular drink for the Chinese people.	-234.65102875232697	-245.1940280199051	-4.601000563771117	-4.903880560398102	51	50	-103.38323032855988	-102.5940660238266	-2.4615054840133306	-2.4427158577101573	42	42	-861.5515178442001	-866.16657102108	-4.102626275448572	-4.144337660387943	210	209	True	True
3035	not	Hello, 332440.__eou__Oh hello, Sally. This is Dave Thomson here. Could I speak to Jim please?	I'm afraid he's not in at the moment Dave. He went out about an hour ago and he's not back yet.	I'm afraid he's in at the moment Dave. He went out about an hour ago and he's back yet.	Any idea when he might be back?	-61.188647866249084	-98.25868058204651	-1.748247081892831	-2.9775357752135307	35	33	-17.390092730522156	-18.323606252670288	-1.0229466312071855	-1.0778591913335465	17	17	-418.16276586055756	-451.4237312078476	-3.7672321248698877	-4.1415021211729135	111	109	True	True
3036	not	pardon me. Could you please pass me the tissue?__eou__sure, here you are.__eou__thanks, I didn't expect the dish to be so spicy. Are you ok?	Yeah, I think the food is alright, it's not too spicy though it's a little salty for me. But you are Chinese, you should have known better.	Yeah, I think the food is alright, it's too spicy though it's a little salty for me. But you are Chinese, you should have known better.	well, not every Chinese can handle spicy food in the way people from Sichuan and Cuizhou provinces can. Back where I come from, people don't eat a lot of papers and chilies.	-113.48742496967316	-120.2002545595169	-2.6392424411551896	-2.8619108228456405	43	42	-151.9590049982071	-151.13909304141998	-2.979588333298178	-2.963511628263137	51	51	-587.7583293914795	-589.5595723390579	-3.519510954439997	-3.5515636887895057	167	166	True	True
3042	not	I swear I will never shop at a street market in China. It's a terrible place full of excellent profiteers! You have to keep an eye whenever it comes to paying for something.__eou__cool down, Harry! What are you really mad about? Did you get ripped off?__eou__yes. Last Sunday I went to a nearby market. It was on open-air fair. I chanced upon this bag and bought it on the spot, without even trying to strike a bargain. I paid one hundred and twenty. And just	Is that so? I'm afraid people here will not take pity on unlucky guys like you. Bargaining has always been an indispensable procedure in business deals. It's the norm of free trade. The seller sets	Is that so? I'm afraid people here will take pity on unlucky guys like you. Bargaining has always been an indispensable procedure in business deals. It's the norm of free trade. The seller sets	but don't you think it annoying to overcharge the customers by such a handsome margin?	-193.13040399551392	-199.34733819961548	-3.786870666578704	-3.9869467639923095	51	50	-75.70007371902466	-75.32233953475952	-2.8037064340379505	-2.7897162790651673	27	27	-875.9495664834976	-881.340789437294	-3.910489136087043	-3.952200849494592	224	223	True	True
3065	not	Do you think children watch too much tv?	I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.	I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and become couch potatoes.	Perhaps I should impose a limit on how much tv my kids can watch. They don’t do much else in their free time. At least they always do their homework first.	-143.63712215423584	-148.54463648796082	-3.056108982005018	-3.229231227999148	47	46	-119.61436903476715	-120.61929440498352	-2.7185083871537987	-2.741347600113262	44	44	-498.50445795059204	-500.628751039505	-3.805377541607573	-3.850990392611577	131	130	True	True
3078	not	It’s freezing in here! Can I turn up the heat?__eou__Don’t touch that thermostat! You don’t pay the bills around here!__eou__Dad! Are you serious? What’s the point of having central heating if we can’t use it! Look, I can see my breath!	Put on a sweater! I’m not gonna let you run up my heating bill just because it’s a bit chilly.	Put on a sweater! I’m gonna let you run up my heating bill just because it’s a bit chilly.	Dad! I’m gonna catch a cold!	-59.16663205623627	-79.98504483699799	-1.7929282441283718	-2.499532651156187	33	32	-52.0954293012619	-50.6408052444458	-2.8941905167367725	-2.8133780691358776	18	18	-469.31011962890625	-488.26862049102783	-3.192585847815689	-3.3443056198015606	147	146	True	True
3084	not	Hello sir, how may I help you?__eou__I would like to buy some flowers, please. Something really nice.__eou__I see, may I ask what the occasion is?	It’s not really an occasion, it’s more like I’m sorry.	It’s really an occasion, it’s more like I’m sorry.	Very well.This arrangement here is very popular among regretful husbands and boyfriends. It has a dozen long stem red roses with a couple of sunflowers and a single orchid that stands out. It includes a small teddy bear to achieve the effect of immediate forgiveness.	-63.535337805747986	-77.7922397851944	-2.647305741906166	-3.382271295008452	24	23	-208.50691986083984	-205.74806594848633	-3.3096336485847595	-3.2658423166426402	63	63	-568.4212410449982	-576.4742980003357	-3.5526327565312386	-3.6256245157253817	160	159	True	True
3085	not	So can you fix it?	I’m sorry sir. This computer is not broken or damaged. It’s simply just too old! That’s why your programs and applications are running slow. There really isn’t much I can do.	I’m sorry sir. This computer is broken or damaged. It’s simply just too old! That’s why your programs and applications are running slow. There really isn’t much I can do.	What do you mean? I bought this computer just three years ago!	-155.60302937030792	-171.1901468038559	-3.175572027965468	-3.566461391746998	49	48	-20.61818504333496	-20.95989215373993	-0.8964428279710852	-0.9112996588582578	23	23	-427.71171402931213	-444.43018341064453	-3.923960679168001	-4.115094290839301	109	108	True	True
3089	not	Good afternoon! Did you call for a plumber?__eou__Yes, yes I did. Please come in! I’m so glad you came! This old house is falling apart! Come on into the bathroom. See, here, there’s water leaking everywhere!	I see. Let me have a look. It seems that your toilet is clogged, and that’s why it won’t flush. Let me just get my plunger. No, that’s not working either. I suspect that there’s some sort of foreign object in the pipes that ‘ s causing a blockage. That’s what’s making your toilet overflow.	I see. Let me have a look. It seems that your toilet is clogged, and that’s why it won’t flush. Let me just get my plunger. No, that’s working either. I suspect that there’s some sort of foreign object in the pipes that ‘ s causing a blockage. That’s what’s making your toilet overflow.	Oh, that must be because of my four-year-old daughter. She is always flushing things down the toilet. You know how kids are.	-228.332301735878	-240.10384392738342	-2.7845402650716826	-2.96424498675782	82	81	-81.60014355182648	-81.85774195194244	-2.2054092851844995	-2.2123714041065528	37	37	-681.0536501407623	-692.0951203107834	-3.338498285003737	-3.409335568033416	204	203	True	True
3098	not	Good afternoon, Ma’am, My name is Mike and I am selling subscriptions to all sorts of periodicals.	No, thank you, I am not interested.	No, thank you, I am interested.	Please ma’am, if you could spare five minutes of your time, I am sure we could find something that interests you!	-28.521056532859802	-44.66735780239105	-1.5011082385715686	-2.481519877910614	19	18	-82.6394772529602	-83.2774350643158	-2.4305728603811825	-2.449336325421053	34	34	-405.9319101572037	-409.4935792684555	-3.8295463222377704	-3.899938850175767	106	105	True	True
3119	not	Good afternoon, sir, is there anything I can help you with today?__eou__umm ... yeah! I’m looking for a nice gift to give my girlfriend. Our fifth anniversary’s next Friday.__eou__Well, I would be happy to assist you in choosing the perfect gift for her. Is there anything particular that you have in mind?	No, not really ... I’m completely at a loss.	No, really ... I’m completely at a loss.	Well, you can give her a set of pearl earrings, or this beautiful heart-shaped pendant. What is her favorite gemstone?	-45.84836137294769	-55.38858711719513	-2.1832553034736994	-2.7694293558597565	21	20	-82.66333901882172	-82.70510339736938	-2.361809686252049	-2.363002954210554	35	35	-538.7710956335068	-547.1353744268417	-3.346404320705011	-3.4195960901677607	161	160	True	True
3135	not	Hey, buddy, can’t you see there’s a line?__eou__Oh, sorry. I didn’t know.__eou__What? You haven’t taken the bus before?	No, I’m afraid not.	No, I’m afraid.	Well, you have to wait in line like everyone else. Besides, you should let old people on first.	-24.43006694316864	-29.214963793754578	-1.52687918394804	-1.9476642529169719	16	15	-45.86049950122833	-47.88965320587158	-1.4793709516525269	-1.544827522770051	31	31	-392.1578415632248	-388.74821734428406	-3.3233715386713967	-3.3226343362759323	118	117	True	True
3148	not	The road ahead is blocked. There might have been an accident.__eou__Are there many accidents in the city every day?	Not really, but they are on the rise.	Really, but they are on the rise.	Please drive slowly, we've got lots of time. Safety first.	-40.9345041513443	-68.98214209079742	-2.1544475869128576	-3.8323412272665234	19	18	-67.71723401546478	-66.42954909801483	-2.944227565889773	-2.8882412651310796	23	23	-418.78503262996674	-444.91823422908783	-4.187850326299667	-4.494123578071594	100	99	True	True
3153	not	I'm very sorry, sir. My car has broken down.__eou__Sorry to hear that. Can we do anything about it?	I'm afraid not.	I'm afraid.	Then I have to call another taxi, or I'll be late.	-33.27242124080658	-36.31292963027954	-2.37660151720047	-2.7933022792522726	14	13	-49.686458110809326	-56.12932240962982	-2.1602807874264927	-2.4404053221578184	23	23	-356.97185134887695	-364.0879554748535	-3.6801221788544014	-3.792582869529724	97	96	True	True
3168	not	Is it true that rice is the staple food in most of Southeast Asia?	I'm not an expert, but that's the impression I have.	I'm an expert, but that's the impression I have.	Is rice your staple food, too?	-59.57489478588104	-82.69959688186646	-2.5902128167774365	-3.7590725855393843	23	22	-34.62065315246582	-34.43763816356659	-2.0365090089685776	-2.02574342138627	17	17	-349.58518159389496	-370.56774735450745	-4.064943972022035	-4.359620557111852	86	85	True	True
3181	not	What do you think this flat?	It's not really all that good.The bedroom is a little small for us.	It's really all that good.The bedroom is a little small for us.	Small? But it should be enough for our needs, I think.	-77.99492597579956	-67.86795771121979	-3.1197970390319822	-2.8278315713008246	25	24	-54.04087829589844	-54.915844798088074	-2.349603404169497	-2.387645426003829	23	23	-373.43833470344543	-362.68896412849426	-4.342306217481924	-4.266928989746991	86	85	True	True
3198	not	I heard that you finished my home inspection, and I was wondering how it went.__eou__First of all, we need to understand what I was looking for. Do you know what the purpose of an inspection is?	I am not sure what a home inspection is all about.	I am sure what a home inspection is all about.	I went there to check for problems with the home, so you aren’t surprised when you move in.	-60.472598910331726	-57.024190187454224	-2.8796475671586537	-2.851209509372711	21	20	-70.75239050388336	-75.5039736032486	-2.358413016796112	-2.5167991201082867	30	30	-443.56793105602264	-435.5617983341217	-3.465374461375177	-3.429620459323793	128	127	True	True
3200	not	Can you tell me the results of my home inspection?__eou__Before I answer that, I want to make sure that you know what I was looking for. Are you clear on what I was looking for?__eou__I never had a home inspection before.	I inspect the home for problems that might not be all that apparent in a quick walk-through.	I inspect the home for problems that might be all that apparent in a quick walk-through.	I asked the owners, and they said that everything was great with the house.	-85.3294163942337	-82.02873861789703	-3.047479156936918	-3.0381014302924827	28	27	-50.076672315597534	-50.65151822566986	-2.0030668926239015	-2.0260607290267942	25	25	-484.63166749477386	-485.1556935310364	-3.4616547678198133	-3.4903287304391104	140	139	True	True
3232	not	Tonight is a party night! What drinks do you think we need?	Well, not everyone wants to drink beer. Make sure there are some soft drinks and juice. Nothing’s as refreshing as iced drinks on a hot day.	Well, everyone wants to drink beer. Make sure there are some soft drinks and juice. Nothing’s as refreshing as iced drinks on a hot day.	I don’t think we need too much in the way of soft drinks. Two super bottles of Cola should cover everyone. What about wine?	-143.92689311504364	-144.8944821357727	-3.5104120271961863	-3.6223620533943177	41	40	-115.15551280975342	-110.78866517543793	-3.0304082318356165	-2.915491188827314	38	38	-508.9833936691284	-506.4747396707535	-4.104704787654262	-4.117680810331329	124	123	True	True
3240	not	Give me some glasses please, Jane.__eou__Which glasses? These glasses.	No, not those. The ones on the shelf.	No, those. The ones on the shelf.	These?	-11.528217315673828	-17.236469268798828	-0.5764108657836914	-0.9071825930946752	20	19	-19.29674458503723	-18.33754324913025	-1.7542495077306575	-1.6670493862845681	11	11	-322.87504756450653	-326.9502123594284	-4.0359380945563315	-4.138610283030739	80	79	True	True
3243	not	Give me a book please, Jane.__eou__Which book? This one?	No, not that one. The red one.	No, that one. The red one.	This one?	-17.374136209487915	-17.19160795211792	-0.9144282215519955	-0.9550893306732178	19	18	-12.452920079231262	-11.90249252319336	-1.0377433399359386	-0.9918743769327799	12	12	-308.2793587446213	-307.6510897874832	-3.853491984307766	-3.894317592246623	80	79	True	True
3246	not	Can we talk?__eou__What about?	I’m not too clear on some things about my lease.	I’m too clear on some things about my lease.	Is there a problem?	-67.2235324382782	-80.42217922210693	-3.201120592298962	-4.021108961105346	21	20	-21.773481488227844	-13.854196071624756	-1.5552486777305603	-0.9895854336874825	14	14	-317.7446999549866	-330.01286125183105	-4.126554544869956	-4.342274490155671	77	76	True	True
3248	not	What kind of place shall we rent?__eou__It should be close to the university. Neither of us are good at getting up in the mornings and closer it is, the later we can get up.	Absolutely. That's the most important thing to take into consideration. I'm not too worried about the size of the flat.	Absolutely. That's the most important thing to take into consideration. I'm too worried about the size of the flat.	Neither am I. So a small place is ok, but we'll get a bigger one if it's not expensive. Do you mind if it's in a noisy area?	-100.62584698200226	-103.7120178937912	-2.9595837347647724	-3.1427884210239756	34	33	-105.26989006996155	-105.55478382110596	-2.3924975015900354	-2.39897235957059	44	44	-550.5059200525284	-556.2972886562347	-3.621749474029792	-3.6840880043459254	152	151	True	True
3253	not	I like this apartment. Do you think we can afford the mortgage?	Yes. I think so. It’s not a very expensive apartment. It’s in the right area and it has everything that we are looking for. The rooms are quite large too.	Yes. I think so. It’s a very expensive apartment. It’s in the right area and it has everything that we are looking for. The rooms are quite large too.	I love the balcony. We can sit outside and enjoy the sun in summer. We are on the 12th floor, so there’s very nice view from the balcony.	-137.65627336502075	-138.50924384593964	-2.9925276818482773	-3.077983196576436	46	45	-134.45135867595673	-131.63937509059906	-3.0557126971808346	-2.991803979331797	44	44	-511.69832706451416	-506.4334137439728	-3.7903579782556602	-3.779353833910245	135	134	True	True
3260	not	I want to buy some running shoes. Maybe New Balance.__eou__Why do you need running shoes? You aren't a runner.__eou__But I exercise at the club. And I use the stepping machine.So I need good running shoes.	That's not the same.Maybe you want to buy running-shoe-style shoes, but not real running shoes.	That's the same.Maybe you want to buy running-shoe-style shoes, but real running shoes.	What's the difference?	-77.89334893226624	-98.35386788845062	-2.512688675234395	-3.391512685808642	31	29	-13.853690266609192	-6.754044055938721	-0.9895493047577995	-0.4824317182813372	14	14	-456.57793366909027	-473.1130574941635	-3.5393638268921728	-3.7252996653083743	129	127	True	True
