id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context
3214	just	Hi, you said that you might need some help with preparing dinner.What would you like me to do?__eou__Thanks for coming over to help. I really appreciate it.First, could you peel the vegetables? I’Ve put them all in the sink and there is a peeler.__eou__Ok, I’ll peel the vegetables and you chop them. I’m terrible at chopping vegetables. I always seem to chop them into pieces that are either too big or too small.Wow, you can chop vegetables really quickly	After you’Ve chopped the vegetables, could you fry the meat in a little oil? Just use a very small amount of oil.Fry the meat until it is cooked, then we will add some spices to flavor it.	After you’Ve chopped the vegetables, could you fry the meat in a little oil? Use a very small amount of oil.Fry the meat until it is cooked, then we will add some spices to flavor it.	Which spices are you going to add to the meat?	-86.16770553588867	-85.33405685424805	-1.7585246027732382	-1.7777928511301677	49	48	-17.921159744262695	-17.75481414794922	-1.1947439829508464	-1.1836542765299478	15	15	-342.58948707580566	-341.58949279785156	-1.9355338252870375	-1.9408493908968838	177	176	True
3236	just	Can I help you?__eou__I'd like the double cheese burger meal, please.__eou__What kind of drink would you like with that?	Just coke will be fine.	Coke will be fine.	Would you like a super size meal? Only 2 RIB more, you'll get large coke and fries instead of medium. And today we are offering free toys all the meal boxes.	-13.925812721252441	-10.838929176330566	-1.3925812721252442	-1.2043254640367296	10	9	-131.36798191070557	-133.10204887390137	-3.1278090931120373	-3.1690964017595564	42	42	-206.97945833206177	-205.61483144760132	-2.2997717592451306	-2.310279005029228	90	89	True
3255	just	is that your rabbit?	Yes, I just adopted her from the humane society this weekend.	Yes, I adopted her from the humane society this weekend.	that's good of you. why did you decide to get a rabbit.	-27.255455017089844	-27.00293731689453	-1.6032620598288143	-1.6876835823059082	17	16	-37.07242774963379	-36.77425956726074	-1.9511804078754627	-1.9354873456453021	19	19	-105.13105964660645	-104.59964561462402	-2.3362457699245875	-2.3772646730596367	45	44	True
3256	just	this bloody computer!__eou__what seems to be the problem?	My computer just crashed again for the third time today!	My computer crashed again for the third time today!	what were you doing when it crashed?	-26.728504180908203	-27.442177772521973	-1.7819002787272136	-1.9601555551801408	15	14	-11.121479034423828	-11.482046127319336	-0.926789919535319	-0.9568371772766113	12	12	-99.1388168334961	-100.2182559967041	-2.1551916702933935	-2.2270723554823135	46	45	True
3269	just	Hello. Is Becky there, please?	Just a moment, please. I’ll see if she’s free.	A moment, please. I’ll see if she’s free.	Thanks.	-13.415470123291016	-18.024784088134766	-0.7453038957383897	-1.060281416949104	18	17	-4.015758514404297	-4.053435325622559	-0.6692930857340494	-0.6755725542704264	6	6	-62.33232879638672	-67.00025463104248	-1.731453577677409	-1.9142929894583567	36	35	True
3282	just	I think this spring is a good time for us to start looking.__eou__We should plan to move out of here before July. I'm tired of living in apartments.	I know, dear. I am too. But we've just been too busy to look for a house.	I know, dear. I am too. But we've been too busy to look for a house.	We need to find a good realtor.	-44.76786231994629	-40.97475242614746	-1.7218408584594727	-1.6389900970458984	26	25	-15.3959379196167	-15.181270599365234	-1.1843029168935924	-1.1677900461050181	13	13	-167.8966989517212	-163.91115760803223	-2.0987087368965147	-2.0748247798485093	80	79	True
3286	just	Morgan, can I ask you a question?__eou__sure, what is it?	I was just wondering if many Chinese people take their leftover food home from a restaurant.	I was wondering if many Chinese people take their leftover food home from a restaurant.	in most cities in China, doggie bags are quite uncommon.	-50.43119812011719	-49.32157897949219	-2.401485624767485	-2.4660789489746096	21	20	-35.70017910003662	-35.442498207092285	-2.100010535296272	-2.084852835711311	17	17	-138.39109897613525	-136.96711254119873	-2.2687065405923814	-2.2827852090199787	61	60	True
3301	just	it’s so great to be here! I’m so excited to help you and my daughter with your new home!__eou__we’re glad that you’re here. Would you like a tour of the house?__eou__that’d be great, but could I have a cup of tea first?	Sure, I’ll just go put the kettle on. Why don’t you have a seat on the sofa and I’ll go take care of things in the kitchen.	Sure, I’ll go put the kettle on. Why don’t you have a seat on the sofa and I’ll go take care of things in the kitchen.	that would be lovely, thanks.	-48.40217399597168	-45.97504138946533	-1.3081668647559914	-1.2770844830407038	37	36	-12.367290496826172	-12.455698013305664	-1.1242991360751065	-1.1323361830277876	11	11	-196.90415859222412	-194.5544958114624	-1.7122100747149924	-1.7066183843110736	115	114	True
3303	just	no, no, you helped me with my computer last week. I want to repay the favor.__eou__no, it's definitely my turn to treat you ... you paid last time!	Oh, that was just a quick bite to eat---that doesn't count!	Oh, that was a quick bite to eat---that doesn't count!	ok, ok, how about we just go Dutch? It's settled. Listen, I'm still pretty new around here, would it be alright if you found the restaurant?	-39.7728157043457	-42.96824645996094	-1.9886407852172852	-2.261486655787418	20	19	-85.20122718811035	-85.97617673873901	-2.1846468509771886	-2.204517352275359	39	39	-254.19197845458984	-258.15567922592163	-2.4678832859668915	-2.5309380316266825	103	102	True
3306	just	Broadway Mall is having a big sale this weekend. You wanna go?__eou__Don't feel like it. I'm broke.__eou__Well, we can still do some window shopping, can't we?	Just look around? Ah, that's boring.	Look around? Ah, that's boring.	I'll go myself then.	-33.13002252578735	-31.602684497833252	-2.3664301804133823	-2.4309757306025577	14	13	-14.500876426696777	-14.289198875427246	-1.4500876426696778	-1.4289198875427247	10	10	-159.51563930511475	-157.75977230072021	-2.1556167473664156	-2.1610927712427426	74	73	True
3307	just	How can I get to Lakeside Park?	Take the No. 7 bus. There's a bus stop just over there.	Take the No. 7 bus. There's a bus stop over there.	Will it take me straight there?	-30.220951080322266	-29.963016510009766	-1.4390929085867745	-1.4981508255004883	21	20	-13.57070541381836	-13.748457908630371	-1.2337004921653054	-1.2498598098754883	11	11	-88.70071411132812	-88.60612773895264	-1.9711269802517362	-2.0137756304307417	45	44	True
3308	just	Hello. Excuse me. Do you know if there's a Commercial Bank around here?__eou__Yes, go straight along Beijing Road and turn right.__eou__Straight on, and turn right. Is it far?	No, it's just a couple of minutes.	No, it's a couple of minutes.	Thanks very much.	-11.153185844421387	-13.222949028015137	-0.7966561317443848	-1.0171499252319336	14	13	-5.415229797363281	-5.509349822998047	-0.6769037246704102	-0.6886687278747559	8	8	-135.74130249023438	-137.90344619750977	-1.8343419255437077	-1.8890883040754762	74	73	True
3315	just	I'm so hungry. Shall we go eat now, Rick?__eou__sure. Where do you want to go? Are you in the mood for anything in particular?	How about some dumplings? I just can't get enough of them.	How about some dumplings? I can't get enough of them.	dumplings again?! Oh, Amy, let's try something new!	-25.45120143890381	-23.90933895111084	-1.3395369178370427	-1.3282966083950467	19	18	-43.92405319213867	-44.46680307388306	-2.4402251773410373	-2.470377948549059	18	18	-157.4559268951416	-156.47176790237427	-2.0448821674693716	-2.05883905134703	77	76	True
3334	just	Can you go to the store for me?__eou__Sure, I can go to the store for you. What do you need?	Just a couple things, here's a list.	A couple things, here's a list.	Is there anything else that you want me to pick up?	-22.41890811920166	-23.04921817779541	-1.6013505799429757	-1.7730167829073393	14	13	-17.768117427825928	-18.15868616104126	-1.1105073392391205	-1.1349178850650787	16	16	-88.82590627670288	-89.87989854812622	-1.409935020265125	-1.449675783034294	63	62	True
3336	just	I am absolutely famished.__eou__Yeah. I am too.__eou__Where did you want to go for lunch?	I was thinking we should just go to the cafeteria.	I was thinking we should go to the cafeteria.	I don't think I ever got food from the cafeteria.	-17.562413930892944	-15.774816274642944	-1.1708275953928629	-1.1267725910459245	15	14	-25.850239753723145	-25.840681552886963	-1.6156399846076965	-1.6150425970554352	16	16	-107.65865445137024	-105.880784034729	-1.68216647580266	-1.6806473656306191	64	63	True
3339	just	I want to get a snack at the cafeteria.__eou__What are you going to buy?	I may just get some chips.	I may get some chips.	I'm probably going to buy something too.	-17.707653999328613	-14.115857124328613	-1.6097867272116921	-1.4115857124328612	11	10	-24.171624660491943	-23.552162170410156	-1.859355743114765	-1.8117047823392427	13	13	-98.37451982498169	-94.1632604598999	-2.0076432617343203	-1.9617345929145813	49	48	True
3343	just	What do you feel like eating this morning?	I usually just have a bowl of cereal.	I usually have a bowl of cereal.	The most important meal of the day is breakfast.	-17.46969223022461	-15.424694061279297	-1.3438224792480469	-1.2853911717732747	13	12	-14.280090808868408	-14.573474884033203	-1.0200064863477434	-1.0409624917166573	14	14	-75.98598909378052	-74.19922637939453	-1.899649727344513	-1.9025442661383214	40	39	True
3351	just	What are you going to have for breakfast?	I just have some cereal each morning.	I have some cereal each morning.	You're supposed to always have a hearty breakfast.	-24.397939682006836	-22.086891174316406	-2.0331616401672363	-2.007899197665128	12	11	-29.143770217895508	-30.324731826782227	-2.081697872706822	-2.1660522733415877	14	14	-87.30482864379883	-86.17133712768555	-2.2385853498409958	-2.2676667665180408	39	38	True
3363	just	I need to eat something.	You just ate.	You ate.	I know, but I'm hungry again.	-7.711904525756836	-9.989980697631836	-0.9639880657196045	-1.4271400996616908	8	7	-9.719476699829102	-11.356488227844238	-0.7476520538330078	-0.8735760175264798	13	13	-53.14023399353027	-57.04720973968506	-1.7142010965654928	-1.901573657989502	31	30	True
3399	just	Get up, it's time for you to get ready.	Let me just get five more minutes of sleep.	Let me get five more minutes of sleep.	I would, but you need to start getting ready for school.	-22.190732955932617	-23.015623092651367	-1.5850523539951868	-1.7704325455885668	14	13	-28.281607627868652	-28.685540199279785	-1.6636239781099207	-1.6873847176046932	17	17	-96.4185380935669	-97.65730953216553	-2.051458257309934	-2.1229849898296855	47	46	True
3401	just	It's time for you to wake up.__eou__Give me five more minutes. I'm really tired this morning.__eou__I'm sorry, but it's time for you to get ready for school.	I get that, but let me just sleep for a little bit longer.	I get that, but let me sleep for a little bit longer.	You're not going to get up in five minutes if I let you fall back asleep.	-26.506786346435547	-25.835887908935547	-1.39509401823345	-1.4353271060519748	19	18	-30.17669439315796	-30.45691442489624	-1.3716679269617253	-1.3844052011316472	22	22	-138.45783042907715	-138.04713249206543	-1.521514620099749	-1.533857027689616	91	90	True
3403	just	Wake up, it's time for school.__eou__I'm so tired. Let me sleep for five more minutes.__eou__You have to get up and get ready for school.	I know, but just five more minutes.	I know, but five more minutes.	I can't let you go back to sleep, because you won't wake back up.	-11.461463212966919	-10.416068315505981	-0.8816510163820707	-0.8680056929588318	13	12	-31.651072025299072	-31.49161386489868	-1.4386850920590488	-1.431436993859031	22	22	-107.87927675247192	-106.66682481765747	-1.3484909594058991	-1.350212972375411	80	79	True
3431	just	I need somebody to come over and fix my internet.__eou__What's wrong with it?	For some reason it's just not connecting.	For some reason it's not connecting.	How long have you been having this problem?	-16.88605308532715	-14.169744491577148	-1.2989271604097807	-1.1808120409647624	13	12	-13.677205085754395	-13.918411254882812	-1.052092698904184	-1.0706470196063702	13	13	-86.25383853912354	-83.77873611450195	-1.6912517360612458	-1.675574722290039	51	50	True
3481	just	Did you ever get a parking ticket?__eou__No, have you?	Yeah, I just got one the other day.	Yeah, I got one the other day.	How'd you get a ticket?	-10.067941665649414	-7.940217971801758	-0.7191386904035296	-0.6107859978309045	14	13	-12.322069644927979	-12.57958173751831	-1.1201881495389072	-1.1435983397743918	11	11	-68.78423738479614	-66.91402578353882	-1.4953095083651335	-1.4869783507453072	46	45	True
3495	just	I want to get on the bus already.	It just isn't on time today.	It isn't on time today.	It was supposed to be here thirty minutes ago.	-26.82811164855957	-24.256824493408203	-2.2356759707132974	-2.2051658630371094	12	11	-18.494303226470947	-18.489357948303223	-1.321021659033639	-1.3206684248788017	14	14	-90.33632516860962	-87.7722978591919	-2.3163160299643493	-2.3097973120839974	39	38	True
3498	just	You look hot and tired. Jack, have you been exercising?	Yes. We just had a basketball match with Class Two.	Yes. We had a basketball match with Class Two.	Who won?	-39.889102935791016	-37.885684967041016	-2.4930689334869385	-2.525712331136068	16	15	-7.072780609130859	-7.010163307189941	-1.010397229875837	-1.0014519010271346	7	7	-107.59145736694336	-105.49221897125244	-2.689786434173584	-2.7049286915705752	40	39	True
3505	just	I received an eviction notice from you, and I don’t understand what it means.__eou__Well, you are behind in your rent; it’s a 30 - day notice to vacate.	You can’t make me move just for being late with my rent.	You can’t make me move for being late with my rent.	You have been late with your rent several times now. I am filing suit for back rent to protect myself.	-25.883323669433594	-27.764137268066406	-1.4379624260796442	-1.6331845451803768	18	17	-58.66092777252197	-58.61879825592041	-2.2561895297123837	-2.2545691636892466	26	26	-188.54440546035767	-190.36351251602173	-2.0949378384484185	-2.138915870966536	90	89	True
3515	just	This looks like a very nice house.__eou__You know, I fell in love with this house the first moment I laid eyes on it.	The style of the exterior is just what I’Ve been looking for!	The style of the exterior is what I’Ve been looking for!	The exterior is only half of the story. The interior is incredible.	-51.818105697631836	-50.07136344909668	-2.7272687209279916	-2.7817424138387046	19	18	-30.237858772277832	-29.96829605102539	-1.679881042904324	-1.6649053361680772	18	18	-150.69663906097412	-148.68251609802246	-2.093008875846863	-2.09411994504257	72	71	True
3516	just	Does it look too big?	It looks like it was made just for you.	It looks like it was made for you.	Yes, I like it. I'm going to get it.	-19.501575469970703	-16.574756622314453	-1.3929696764264787	-1.2749812786395733	14	13	-22.54457664489746	-22.478609085083008	-1.3261515673469095	-1.3222711226519417	17	17	-80.79565811157227	-77.80067443847656	-1.9706258075993235	-1.945016860961914	41	40	True
3537	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-19.4030122756958	-26.3649263381958	-1.3859294482639857	-2.0280712567842922	14	13	-13.407075881958008	-12.902178764343262	-1.2188250801780007	-1.1729253422130237	11	11	-87.86188983917236	-94.31139945983887	-2.142972922906643	-2.3577849864959717	41	40	True
3542	just	Hi. Are you new in this class?__eou__Yes, I am. I really don’t know anyone.	Did you just arrive in this country? You look a little nervous.	Did you arrive in this country? You look a little nervous.	No. I was here last semester, but I didn’t find out about this class in time. So I’m taking it this semester.	-30.469247817993164	-36.114267349243164	-1.692735989888509	-2.124368667602539	18	17	-44.53246259689331	-46.107863903045654	-1.391639456152916	-1.4408707469701767	32	32	-140.28405237197876	-147.5293755531311	-1.7757474983794779	-1.891402250681168	79	78	True
3545	just	I was wondering if you could help me with something.__eou__Sure, anything you say.__eou__Actually, it’s a little bit silly.	Don’t worry about it, just ask.	Don’t worry about it, ask.	What words do I need to know to buy a pair of shoes?	-10.93984079360962	-16.35536813735962	-0.8415262148930476	-1.3629473447799683	13	12	-32.764442443847656	-32.90228080749512	-1.8202468024359808	-1.8279044893052843	18	18	-116.73147225379944	-122.2677481174469	-1.6917604674463687	-1.7980551193742191	69	68	True
3597	just	I'm searching for an old music box.__eou__You came to the right place. Any particular decade?__eou__If you had a box made in the' 20s, that would be nice.	We just got one in yesterday, so now we have six.	We got one in yesterday, so now we have six.	Would any of them have dancing figures?	-37.4281063079834	-44.54509878158569	-2.2016533122343174	-2.784068673849106	17	16	-23.859950065612793	-23.759655952453613	-1.9883291721343994	-1.9799713293711345	12	12	-180.8834466934204	-187.88520336151123	-2.289663882195195	-2.408784658480913	79	78	True
3600	just	I need to purchase some business cards.__eou__No problem. How many are you thinking about?__eou__I think 2,000 would be fine.	If you'll just fill out this form, please.	If you'll fill out this form, please.	I want the new cards to be exactly like this card.	-22.749374389648438	-22.672225952148438	-1.516624959309896	-1.6194447108677454	15	14	-33.68902015686035	-34.215776443481445	-2.105563759803772	-2.1384860277175903	16	16	-133.48383140563965	-133.91610527038574	-1.8800539634597133	-1.9130872181483678	71	70	True
3635	just	Did you ever get your bus pass?__eou__I don't think I'm going to get one.__eou__Why not?	It's just a waste of cash, man!	It's a waste of cash, man!	Actually, it'll save you money.	-26.735907316207886	-25.358099699020386	-1.9097076654434204	-1.950623053770799	14	13	-15.873149871826172	-15.75001573562622	-1.3227624893188477	-1.312501311302185	12	12	-106.12526655197144	-104.58273506164551	-1.7687544425328572	-1.7725887298583984	60	59	True
3680	just	Hi, Ann.__eou__Hi. You look excited. What's happening?	I just heard that our school will hold a singing contest in 5 days.	I heard that our school will hold a singing contest in 5 days.	And you're planning to enter?	-40.249985694885254	-39.731308937072754	-2.012499284744263	-2.0911215230038294	20	19	-19.407769322395325	-19.814295649528503	-1.7643426656723022	-1.8012996045025913	11	11	-115.92569363117218	-115.81354320049286	-2.1872772383240036	-2.227183523086401	53	52	True
3720	just	I really admire you, Diana.	Why, Jerry? Your words just came out of the blue.	Why, Jerry? Your words came out of the blue.	You are always happy and able to achieve high scores at school.	-40.054080963134766	-39.519412994384766	-2.356122409596163	-2.469963312149048	17	16	-41.30010938644409	-41.6933012008667	-2.4294181992025936	-2.452547129462747	17	17	-125.22666883468628	-125.08323955535889	-2.7828148629930283	-2.842800898985429	45	44	True
3731	just	We've been cramming for tomorrow's history exam since early this morning. What do you say we take a break and listen to some music, okay?	Now that you mention it, I'm getting a little bumed-out from studying nonstop, too. Listening to some music for a while would suit me just fine.	Now that you mention it, I'm getting a little bumed-out from studying nonstop, too. Listening to some music for a while would suit me fine.	While you're picking out a record to play, I'll grab a couple of beers out of the refrigerator.	-85.44634246826172	-86.03792572021484	-2.248587959691098	-2.3253493437895902	38	37	-33.494449615478516	-33.11011600494385	-1.288248062133789	-1.2734660001901479	26	26	-205.89480876922607	-206.07389736175537	-2.079745543123496	-2.10279487103832	99	98	True
3739	just	How do I apply to an American university?	You should go to the library to find some information about American universities, and write to the Admission Office. Then the Admission Office will send you application forms and other related materials. From experience, many applicants write to several universities instead of just one.	You should go to the library to find some information about American universities, and write to the Admission Office. Then the Admission Office will send you application forms and other related materials. From experience, many applicants write to several universities instead of one.	I was told that it took a lot of time and effort to apply.	-114.12221908569336	-114.25671005249023	-2.1532494167111955	-2.1972444240863505	53	52	-30.055370330810547	-30.069393157958984	-1.58186159635845	-1.5825996398925781	19	19	-188.1750946044922	-188.32382202148438	-2.2138246424057906	-2.241950262160528	85	84	True
3755	just	I'm so nervous about this oral test.	Just calm down. I'm sure you'll do well.	Calm down. I'm sure you'll do well.	I just want to get it over with.	-14.102872848510742	-12.323341369628906	-0.8814295530319214	-0.7702088356018066	16	16	-12.842915534973145	-12.99034309387207	-0.9879165796133188	-0.9992571610670823	13	13	-77.05455875396729	-75.43944549560547	-1.8346323512849354	-1.7961772737048922	42	42	True
3762	just	Did you have any kind of punishment in your life and studies?	Yes, just once.	Yes, once.	What was the reason?	-15.382617950439453	-10.812305450439453	-1.7091797722710504	-1.3515381813049316	9	8	-9.710418701171875	-9.360594749450684	-1.0789354112413194	-1.040066083272298	9	9	-90.37628555297852	-85.46591472625732	-2.5821795872279574	-2.513703374301686	35	34	True
3763	just	Uh-oh. I'm in trouble.__eou__Why? What's wrong?	I just remembered that I've got to give a speech in class today and I forgot to prepare for it.	I remembered that I've got to give a speech in class today and I forgot to prepare for it.	I guess you'll have to wing it.	-34.77376461029053	-36.92918682098389	-1.3374524850111742	-1.4771674728393556	26	25	-13.515630722045898	-13.977824211120605	-1.0396639016958384	-1.0752172470092773	13	13	-96.5729751586914	-99.1870584487915	-1.5576286315917969	-1.6260173516195329	62	61	True
3764	just	Hi! Ed, what's up?__eou__Nothing.__eou__Doesn't look like it to me.	Just get out of my face!	Get out of my face!	Woo, easy.	-17.725168228149414	-12.694406509399414	-1.611378929831765	-1.2694406509399414	11	10	-19.0871524810791	-19.14972734451294	-2.3858940601348877	-2.3937159180641174	8	8	-103.90881538391113	-98.94062852859497	-2.1205880690594108	-2.0612630943457284	49	48	True
3769	just	Jenny, you look terrible. What's eating you?__eou__Don't brother me!	Hey, chill out, I'm just trying to help.	Hey, chill out, I'm trying to help.	Sorry, Sally, it's not your fault.	-22.011542320251465	-23.248801231384277	-1.3757213950157166	-1.5499200820922852	16	15	-22.368067741394043	-22.621846437454224	-1.5977191243852888	-1.6158461741038732	14	14	-122.17363548278809	-123.66467308998108	-2.2624747311627424	-2.333295718678888	54	53	True
3771	just	Oh, my god. How can you stand living in such a messy dorm?__eou__Our place is spotlessly clean, compared with others.__eou__Have you even tried to clean it once since you moved in at the beginning of the semester?	In fact, I just swept the floor three days ago.	In fact, I swept the floor three days ago.	I think we need to restart the dormitory sanitation inspection system.	-23.224550247192383	-20.762422561645508	-1.451534390449524	-1.3841615041097006	16	15	-40.950547218322754	-41.21644687652588	-2.408855718724868	-2.4244968750897575	17	17	-200.1253924369812	-197.94520902633667	-2.199180136670123	-2.1993912114037406	91	90	True
3794	just	Han Maimed, What's your plan for the weekend?__eou__I plan to travel around Harvard University and know more about it. To tell you the truth, I plan to apply for Harvard after graduation from high school. It’s better to get to know it. What about you?__eou__I get together with my Christian brothers on Saturdays.	Oh, my God! John, I didn’t know you are religious. You just look like a scientific kook, like Leonard in the Big Bang Theory.	Oh, my God! John, I didn’t know you are religious. You look like a scientific kook, like Leonard in the Big Bang Theory.	Come on, Han Maimed, don’t make a fuss. A lot of Americans, including many scientists, believe in religion.	-86.56965732574463	-83.16559648513794	-2.4047127034929066	-2.3761598995753697	36	35	-53.83384323120117	-53.24533462524414	-1.7365755881032636	-1.7175914395240046	31	31	-355.86265659332275	-351.85340213775635	-2.437415456118649	-2.4265751871569403	146	145	True
3797	just	Hi Jackie. You don't look too well. What's going on?	It's nothing. I'm just a little stressed out.	It's nothing. I'm a little stressed out.	Why? What's stressing you out?	-15.631744384765625	-18.290679931640625	-0.9769840240478516	-1.219378662109375	16	15	-11.962829113006592	-12.158327102661133	-0.9969024260838827	-1.013193925221761	12	12	-82.52472639083862	-85.37915992736816	-1.7558452423582687	-1.856068694073221	47	46	True
3812	just	You should draw a picture of a fancy kingdom of animals in forty minutes.__eou__All right. But how?	Just imagine, if a horse can fly, if a bird can swim ... and things like that.	Imagine, if a horse can fly, if a bird can swim ... and things like that.	I see. But could you give me another piece of paper?	-54.54093647003174	-54.75117206573486	-2.2725390195846558	-2.380485741988472	24	23	-27.026616096496582	-27.35947608947754	-1.58980094685274	-1.6093809464398552	17	17	-184.31746006011963	-184.87669944763184	-2.6331065722874234	-2.6793724557627803	70	69	True
3820	just	May, could you bring this note to Professor Li for me today?__eou__Sure, no problem. Asking for leave again? You have been absent from class five times this semester.	I know. But attending Miss Li's class is just waste of time. No more than one third of her students will go to her class.	I know. But attending Miss Li's class is waste of time. No more than one third of her students will go to her class.	I agree that Miss Li doesn't teach so well. Most students either sleep or do other things in her class.	-77.28595733642578	-76.8857421875	-2.3419987071644175	-2.402679443359375	33	32	-46.54622268676758	-46.748159408569336	-1.7239341735839844	-1.731413311428494	27	27	-256.28785133361816	-256.0932807922363	-2.4882315663458074	-2.510718439139572	103	102	True
3822	just	Can I help you?__eou__Yes. I'd like to borrow these books.	Just a second. I'll see if I can find them for you.	A second. I'll see if I can find them for you.	Thanks.	-19.616626739501953	-29.485898971557617	-1.0324540389211554	-1.6381054984198675	19	18	-3.5658321380615234	-3.6858930587768555	-0.5943053563435873	-0.6143155097961426	6	6	-72.37345695495605	-82.36279010772705	-1.5077803532282512	-1.7523997895261074	48	47	True
3825	just	Excuse me, Miss.__eou__Yes. May I help you?	I'm a graduate student here in mathematics. I've just come from China and I've never used a western library before. I'll be here for five years, so I'd like to learn to use the library as efficiently as possible. I wonder if someone might have time to show me around.	I'm a graduate student here in mathematics. I've come from China and I've never used a western library before. I'll be here for five years, so I'd like to learn to use the library as efficiently as possible. I wonder if someone might have time to show me around.	I'd be very glad to show you around, but I'm very busy right now. Could you come back about 3 thirty?	-124.58668422698975	-126.3130292892456	-1.9466669410467148	-2.0049687188769143	64	63	-43.15163850784302	-43.392515897750854	-1.391988338962678	-1.3997585773468018	31	31	-211.4970088005066	-213.44395804405212	-1.823250075866436	-1.8560344177743664	116	115	True
3828	just	How do I apply to an American university?	You should go to the library to find some information about American universities, and write to the Admission Office. Then the Admission Office will send you application forms and other related materials. From experience, many applicants write to several universities instead of just one.	You should go to the library to find some information about American universities, and write to the Admission Office. Then the Admission Office will send you application forms and other related materials. From experience, many applicants write to several universities instead of one.	I was told that it took a lot of time and effort to apply.	-114.12221908569336	-114.25671005249023	-2.1532494167111955	-2.1972444240863505	53	52	-30.055370330810547	-30.069393157958984	-1.58186159635845	-1.5825996398925781	19	19	-188.1750946044922	-188.32382202148438	-2.2138246424057906	-2.241950262160528	85	84	True
3841	just	Oh ... I am really worried about the exam. I have no idea what will be on it.	Why? Just read your notes.You can see what the professor stressed in the lectures.Probably the exam will ask about things he stressed.	Why? Read your notes.You can see what the professor stressed in the lectures.Probably the exam will ask about things he stressed.	Yes, but my notes are all nonsense. I can't figure out what is important.	-82.59168243408203	-82.50126075744629	-2.5809900760650635	-2.661330992175687	32	31	-34.23044776916504	-35.27743148803711	-1.5559294440529563	-1.603519613092596	22	22	-184.51614952087402	-185.5517292022705	-2.365591660524026	-2.409762716912604	78	77	True
3859	just	Good afternoon, everyone. The experiment is to start at 3. Have you gone through the instructions?__eou__Yes, sir.	Ok, now some points for attention. First of all, pay attention to safety ... Now, sign your names on the lab record, and after that you can start. If there is any question, just let me know.	Ok, now some points for attention. First of all, pay attention to safety ... Now, sign your names on the lab record, and after that you can start. If there is any question, let me know.	Excuse me, sir. This air compressor doesn't work.	-116.86873769760132	-115.9030213356018	-2.385076279542884	-2.4146462778250375	49	48	-29.514438152313232	-29.476090908050537	-1.7361434207243078	-1.733887700473561	17	17	-231.96034955978394	-230.9281301498413	-2.3430338339372114	-2.356409491324911	99	98	True
3877	just	How did you do on your BELTS exam?__eou__Fantastic! I got an overall score of eight.__eou__That's excellent! Have you received your conditional offers yet?	Yes. I'm just waiting until I officially get admitted to the university with a conditional offer to apply for my visa.	Yes. I'm waiting until I officially get admitted to the university with a conditional offer to apply for my visa.	Do you know where the visa office is?	-50.9171621799469	-50.4873526096344	-1.8184700778552465	-1.8699019485049777	28	27	-17.26907253265381	-17.563241004943848	-1.3283901948195238	-1.3510185388418345	13	13	-180.05540823936462	-179.92001128196716	-2.118298920463113	-2.141904896213895	85	84	True
3905	just	Hey, This is your order.__eou__Are you new here? I come to this coffeehouse often. But I didn't see you here before.	Yes. I started this part-time job just three days ago. And my internship will last 1 week. I'm still a student now.	Yes. I started this part-time job three days ago. And my internship will last 1 week. I'm still a student now.	Do you mind if I ask you why you've taken the part-time job here?	-76.94165802001953	-74.65526580810547	-2.3315653945460464	-2.332977056503296	33	32	-32.904608726501465	-33.14071273803711	-1.5668861298334031	-1.5781291780017672	21	21	-219.85641860961914	-217.82567691802979	-2.4160046001057047	-2.42028529908922	91	90	True
3930	just	Are these your text books? Biochemistry, General Ecology, Botany, Cell Genetics, Molecular Genetics ...	Yes. I gotta review all of them for the final exam. It is just around the corner.	Yes. I gotta review all of them for the final exam. It is around the corner.	Oh, right! Do you have many exams at the end of each semester?	-50.59719467163086	-50.50008010864258	-2.1082164446512857	-2.1956556568975034	24	23	-37.0383415222168	-37.58794975280762	-1.8519170761108399	-1.879397487640381	20	20	-186.03700637817383	-186.49040031433105	-2.6961884982344033	-2.7425058869754566	69	68	True
3935	just	Finally the class is over. Be quick. Ben must have been waiting for long.__eou__Oh, I am so tired. My back is sore and my neck hurts.__eou__That's normal. You have been sitting for three hours, with your attention highly concentrated.	You are wrong, Shirley. I was always absent-minded in the class. I meant to concentrate on the class, but I was just so tired. Maybe I am old.	You are wrong, Shirley. I was always absent-minded in the class. I meant to concentrate on the class, but I was so tired. Maybe I am old.	No. You are just burning yourself out these days. Have a good rest and you will feel energetic again.	-89.9987154006958	-87.1862154006958	-2.3076593692486105	-2.2943740894919946	39	38	-46.86586952209473	-47.4323616027832	-1.8025334431574895	-1.8243216001070464	26	26	-301.0731043815613	-298.861985206604	-2.3521336279809475	-2.353243978004756	128	127	True
