pair_id,excluded_question,just_sentence,no_just_sentence,just_questions,no_just_questions,avg_just_cosine,avg_just_euclidean,avg_no_just_cosine,avg_no_just_euclidean
pair_42,What made Alex trip?,"Yesterday, we were walking along, and Alex just tripped on the side walk.","Yesterday, we were walking along, and Alex tripped on the sidewalk.","[""\""What was Alex wearing?"", ""\""What's wrong with Alex?"", ""\""What happened to Alex?"", ""\""Who is Alex?"", ""3 questions. Dave answers all three questions.\n1. Where did you go walking?""]","[""\""How did Alex trip on the sidewalk?"", ""\""Who is Alex?"", ""\""And what happened then?"", ""2 questions.\n1. \""Did Alex fall down?\""\n2. \""Did Alex trip on the"", ""\""What is a sidewalk?""]",0.4233083196477775,0.1936739057302475,0.48799141228056964,0.20362892746925354
pair_43,Isn't there a way to prevent them?,These things just happen.,These things happen.,"[""6 questions. Dave answers with \""Yes\"" or \""No\"" to each of them.\nThe answers are \""Yes, Yes, Yes, Yes"", ""3 questions. Which one of them is the correct one?"", ""4 questions. Dave answers 3 of them.\nDave says \""I don't know the answer to that one.\""\nWhich of the following is true"", ""\""What do you mean by 'these things'?"", ""\""Did you know that there are 1,000,000,000,000,000,000,000,000,000,""]","[""\""What are you talking about?"", ""\""What things happen?"", ""\""Why do you say that?"", ""2 questions.\n1) What things?\n2) Why do you say that?\nDave: Well, it's true. I've heard the phrase \"""", ""3 questions. What do you think Sally is asking?""]",0.8095393993934948,0.2498508244752884,0.731290736566834,0.22270333468914033
pair_44,Any idea why?,Last week they just invited me over.,Last week they invited me over.,"[""\""Why did you go?"", ""\""Did you go?"", ""\""Who did they invite you over?"", ""\""What did you do last week?"", ""\""Who is they?""]","[""\""What's the date today?"", ""\""Where did they invite you over?"", ""\""Who's they?"", ""\""What did you say?"", ""\""What did you say?""]",0.6253595524142772,0.2195383608341217,0.6067528494230068,0.21727762520313262
pair_45,Is there anything you don't like about the soup?,The soup is just delicious.,The soup is delicious.,"[""\""Did you make the soup?"", ""\""What is the soup made of?"", ""\""What's the soup?"", ""2 questions: \""What does Dave want?"", ""\""What is the soup?""]","[""\""What's for dessert?"", ""\""What does delicious mean?"", ""\""Who do you like more, Dave or Sally?"", ""\""What is the soup made of?"", ""\""How do you know?""]",0.4540293527200017,0.2036776661872864,0.64400312096908,0.24772196710109712
pair_46,How awful is it?,The engine in this car is just awful.,The engine in this car is awful.,"[""\""What is the matter with it?"", ""\""How can you tell?"", ""\""How come you keep buying cars with bad engines?"", ""\""What does that mean?"", ""\""What's wrong with the engine?""]","[""\""Who's the engine in this car?"", ""\""What is the engine in this car?"", ""\""What do you mean?"", ""\""Is this car awful?"", ""\""What do you mean?""]",0.575945731867372,0.19160972833633422,0.5518038803176718,0.18873848617076874
pair_47,When would it be ok?,This kind of behavior is just not ok.,This kind of behavior is not ok.,"[""\""What do you mean?"", ""\""Is that an opinion or a fact?"", ""\""What kind of behavior?"", ""\""What kind of behavior?"", ""\""Why do you say that?""]","[""\""What kind of behavior?"", ""\""What kind of behavior is not ok?"", ""\""What kind of behavior?"", ""\""Why do you think that?"", ""\""Why is this behavior not ok?""]",0.5862995872300727,0.20225611925125123,0.4943828646923582,0.18593133091926575
pair_48,Is there anything one can do to make the article better written?,The article is just badly written.,The article is badly written.,"[""2 questions. What's the topic of conversation?"", ""\""What do you mean?"", ""\""What do you mean?"", ""5 questions, and Dave answers them. At the end of the conversation, Sally says \""I see. Well, that's a good"", ""5 questions.\n1. Who is the article about?\n2. When did the article take place?\n3. What was the topic of""]","[""\""Who wrote it?"", ""4 questions. Dave answers them.\n1. Is the article badly written?\n2. Is it true that the article is badly written?\n3"", ""3 questions. Dave answers the first two, but doesn't answer the third. What is the third question?"", ""\""Are you sure?"", ""\""What's wrong with it?""]",0.7840104849477075,0.23412833511829376,0.7252661760068065,0.22761918902397155
pair_49,Is there anything you can do to separate them?,The headphones just won't untangle.,The headphones won't untangle.,"[""\""What do you mean?"", ""\""When does it untangle?"", ""\""What are you talking about?"", ""\""Did you mean to say 'The headphones just won't untie'?"", ""\""What's wrong with them?""]","[""\""What won't untangle?"", ""\""What won't untangle?"", ""3 questions. Dave answers \""Yes\"" to the first two questions and \""No\"" to the third question.\nWhich of the following is"", ""2 questions, which one is correct?"", ""2 questions. First she asks \""What's untangling?""]",0.641344600580491,0.20735727548599242,0.71328643111347,0.22947260439395906
pair_50,Is cutting a jackfruit really that tedious?,Cutting up a jackfruit is just tedious.,Cutting up a jackfruit is tedious.,"[""5 questions. Each question is either \""yes\"", \""no\"", or \""maybe\"". Sally is not lying.\nIf Dave"", ""\""What is tedious?"", ""\""How do you cut up a jackfruit?"", ""5 questions. For each question, Dave answers \""Yes\"" or \""No\"".\n1. Did you cut up a jack"", ""\""Is a jackfruit a fruit or a vegetable?""]","[""\""How about cutting up a jackfruit?"", ""\""What is tedious?"", ""\""Have you ever tried?"", ""2 questions:\n1. What is a jackfruit?\n2. What is tedious?\nDave answers: \""A jackfruit is"", ""\""How do you cut up a jackfruit?""]",0.6626612930476498,0.26877799034118655,0.5601952695904668,0.24252390265464782
pair_51,Could their humor be worse?,Their sense of humor is just the worst.,Their sense of humor is the worst.,"[""5 questions, one for each of her friends. She asks \""Is their sense of humor just the worst?"", ""\""Who are you talking about?"", ""2 questions:\n1. What does Dave mean?\n2. What is the worst?\nIf you were Sally, what would you"", ""\""What does that mean?"", ""\""Is it just me, or is their sense of humor the worst?""]","[""\""What does that mean?"", ""2 questions. What is the worst sense of humor?"", ""\""Do you mean the worst or the best?"", ""2 questions. What is the worst thing that can happen to a person?"", ""3 questions.\n1. What do you mean?\n2. What did they do?\n3. What do you think of them?""]",0.667241689889286,0.24505824446678162,0.6737565249688343,0.23493164777755737
pair_52,How giant are mammoths?,Mammoths are just gigantic.,Mammoths are gigantic.,"[""\""Are they?"", ""\""Why are mammoths gigantic?"", ""\""How many are gigantic?"", ""2 questions. Which one is she asking?"", ""8 questions, one after the other, each one being a single word. Dave answers each question with a single word.\nAfter Sally's""]","[""\""What is a mammoth?"", ""\""What are mammoths?"", ""5 questions about mammoths. Dave answers them.\nDave says \""Mammoths are gigantic. They are 4 meters tall and weigh"", ""\""What do you mean?"", ""\""Is a mammoth gigantic?""]",0.6205036068652092,0.24107575416564941,0.38834544764567924,0.1887611746788025
pair_53,How superb is the movie?,The movie is just superb.,The movie is superb.,"[""\""What is superb?"", ""\""What is the movie about?"", ""\""What's the movie all about?"", ""\""Do you mean the movie is just superb?"", ""\""How is the movie?""]","[""\""What are you talking about?"", ""\""Why do you think so?"", ""\""What is superb?"", ""2 questions.\n1. What is the movie about?\n2. What is the movie like?\n1. The movie is about a man who is"", ""\""What is the meaning of'superb'?""]",0.38837874508455594,0.16568586826324463,0.5889544210595818,0.205187126994133
pair_54,How much does Smith hate Clancey's guts?,Smith just abhors Clancey's guts.,Smith abhors Clancey's guts.,"[""Dave, \""What did you say about Clancey?"", ""\""Why do you say that?"", ""\""What does Dave mean by that?"", ""\""Is Smith a man or a woman?"", ""5 questions. She asks Dave to say the words that he thinks she is thinking of. Dave says the following.""]","[""\""Does Smith abhor Clancey's guts?"", ""\""Who are you talking about?"", ""\""Does Smith hate Clancey's guts?"", ""4 questions. What is Smith's emotion?"", ""\""What does Dave mean by that?""]",0.7237505696931456,0.28543260097503664,0.4780865786455502,0.2136230930685997
pair_55,Is the wall paper really that bad?,This wall paper is just horrendous.,This wall paper is horrendous.,"[""2 questions.\n1. How did you know the wall paper was horrendous?\n2. What is a horrendous wall paper?"", ""\""What's horrendous?"", ""\""Are you being sarcastic?"", ""\""Where did you get it from?"", ""\""What are you going to do about it?""]","[""\""Does that mean you like it?"", ""2 questions.\n1) What is the answer to 2 + 2?\n2) How many people are in my family?\nDave"", ""2 questions. The first is \""What do you think of this wallpaper?"", ""\""Is it horrendous or is it just a matter of opinion?"", ""\""What's horrendous about it?""]",0.6981583993287199,0.24806759655475616,0.7273299288121524,0.2568093419075012
pair_56,Is your mother-in-law's quiche really that amazing?,My mother-in-law's quiche is just to die for.,My mother-in-law's quiche is to die for.,"[""2 questions: \""How many eggs do you use?"", ""\""What kind of quiche is she making?"", ""\""Dave, what do you think of my mother-in-law's quiche?"", ""\""Is your mother-in-law dead?"", ""\""What is a quiche?""]","[""\""Dave, how many times a day do you have to eat to keep your weight up?"", ""\""What did you say?"", ""\""Is your mother-in-law dead?"", ""3 questions in a row. Each question is about the same topic.\nWhat is the topic of Sally's questions"", ""\""What did you say?""]",0.5684107973455561,0.26171427965164185,0.7869436407956087,0.3003642588853836
pair_57,What could have made it better?,That movie was just fantastic!,That movie was fantastic!,"[""Dave \""What was the name of that movie again?"", ""\""What movie are you talking about?"", ""\""Did you like the movie?"", ""\""What was the name of that movie?"", ""2 questions in a row. Dave answers the first one and then Sally asks the second one. Dave's answer to the second question is \""""]","[""\""What did you think of the movie?"", ""\""What was it about?"", ""2 questions.\n1. What movie was Dave talking about?\n2. Why did Dave say \""That movie was fantastic!\""?"", ""\""What movie?"", ""\""What was it called?""]",0.7241842427770979,0.22374112904071808,0.5911829215006709,0.20001818239688873
pair_58,What would make them better?,The stars are just extrordinary tonight.,The stars are extrordinary tonight.,"[""\""What's an extraordinary star?"", ""100 questions, each one starting with \""Why is the sky so...\"".\nEach time Dave answers, Sally thinks for a while and"", ""\""Dave, would you like to go to the movies tonight?"", ""2 questions.\n1) \""What do you mean by the stars are just extrordinary tonight?\""\n2) \""What do you mean"", ""\""I know you've seen some stars in your life, but have you ever seen some stars like these?""]","[""\""What is the meaning of the word 'extraordinary'?"", ""\""What does extraordinary mean?"", ""\""Who are they?"", ""\""Are you an extrordinaire?"", ""3 questions: \""What is the stars?""]",0.8180990610358494,0.25803897380828855,0.63130491487744,0.20040438175201417
pair_59,What could make the garden better?,Your garden is just gorgeous.,Your garden is gorgeous.,"[""\""How much do you think it cost me to have it looking like this?"", ""4 questions. Which ones are true?"", ""\""Is it gorgeous or is it just nice?"", ""\""What do you think of my garden?"", ""2 questions. What's the first question?""]","[""2 questions to Dave. Who is right?"", ""3 questions. She asks \""What's the garden like?"", ""\""Is it?"", ""\""What's your garden like?"", ""3 questions.\n1. Do you like my garden?\n2. Do you think my garden is gorgeous?\n3. Do you think I think my""]",0.6513600716291734,0.20754896104335785,0.6146966405799843,0.21004221141338347
