judge_id,judge_type,data_id,word,preference_strength
6a064a08fe0eaa0170bcdd92,human,just_j_2438,just,4.0
6a064a08fe0eaa0170bcdd92,human,control_00022,control,7.0
6a064a08fe0eaa0170bcdd92,human,only_1891,only,2.0
6a064a08fe0eaa0170bcdd92,human,just_j_7769,just,4.0
6a064a08fe0eaa0170bcdd92,human,not_949,not,7.0
6a064a08fe0eaa0170bcdd92,human,not_1686,not,7.0
6a064a08fe0eaa0170bcdd92,human,control_00002,control,7.0
6a064a08fe0eaa0170bcdd92,human,only_1624,only,7.0
6a064a08fe0eaa0170bcdd92,human,not_1647,not,4.0
6a064a08fe0eaa0170bcdd92,human,not_698,not,7.0
6a064a08fe0eaa0170bcdd92,human,only_1272,only,4.0
6a064a08fe0eaa0170bcdd92,human,control_00012,control,7.0
6a064a08fe0eaa0170bcdd92,human,just_j_8242,just,4.0
6a064a08fe0eaa0170bcdd92,human,only_501,only,4.0
6a064a08fe0eaa0170bcdd92,human,control_00017,control,7.0
6a064a08fe0eaa0170bcdd92,human,not_1697,not,7.0
6a064a08fe0eaa0170bcdd92,human,only_1368,only,7.0
6a064a08fe0eaa0170bcdd92,human,control_00005,control,7.0
6a064a08fe0eaa0170bcdd92,human,not_1154,not,4.0
6a064a08fe0eaa0170bcdd92,human,only_687,only,5.0
6a064a08fe0eaa0170bcdd92,human,not_309,not,7.0
6a064a08fe0eaa0170bcdd92,human,just_e_2717,just,7.0
6a064a08fe0eaa0170bcdd92,human,not_319,not,6.0
6a064a08fe0eaa0170bcdd92,human,control_00010,control,7.0
6a064a08fe0eaa0170bcdd92,human,control_00029,control,7.0
6a064a08fe0eaa0170bcdd92,human,just_j_4722,just,5.0
6a064a08fe0eaa0170bcdd92,human,not_460,not,7.0
6a064a08fe0eaa0170bcdd92,human,not_71,not,7.0
6a064a08fe0eaa0170bcdd92,human,not_865,not,7.0
6a064a08fe0eaa0170bcdd92,human,not_226,not,6.0
6a064a08fe0eaa0170bcdd92,human,not_686,not,7.0
6a064a08fe0eaa0170bcdd92,human,control_00000,control,7.0
6a064a08fe0eaa0170bcdd92,human,not_1700,not,7.0
6a064a08fe0eaa0170bcdd92,human,not_383,not,1.0
6a064a08fe0eaa0170bcdd92,human,just_e_9268,just,7.0
6a064a08fe0eaa0170bcdd92,human,control_00023,control,7.0
6a064a08fe0eaa0170bcdd92,human,not_702,not,7.0
6a064a08fe0eaa0170bcdd92,human,only_2333,only,7.0
6a064a08fe0eaa0170bcdd92,human,just_e_9687,just,4.0
6a064a08fe0eaa0170bcdd92,human,only_2232,only,2.0
6a064a08fe0eaa0170bcdd92,human,control_00013,control,7.0
6a064a08fe0eaa0170bcdd92,human,just_e_5138,just,7.0
6a064a08fe0eaa0170bcdd92,human,just_e_4508,just,7.0
6a064a08fe0eaa0170bcdd92,human,not_5,not,7.0
6a064a08fe0eaa0170bcdd92,human,just_j_12662,just,7.0
6a064a08fe0eaa0170bcdd92,human,control_00004,control,7.0
6a064a08fe0eaa0170bcdd92,human,only_745,only,4.0
6a064a08fe0eaa0170bcdd92,human,just_j_1627,just,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00037,control,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3779,only,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3302,only,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1774,not,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00051,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_10555,just,3.0
5a7255c8c2eb6c00017e2dcf,human,control_00040,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00058,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00041,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_569,just,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_1043,just,7.0
5a7255c8c2eb6c00017e2dcf,human,only_2703,only,1.0
5a7255c8c2eb6c00017e2dcf,human,not_1270,not,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_11908,just,4.0
5a7255c8c2eb6c00017e2dcf,human,just_j_2141,just,3.0
5a7255c8c2eb6c00017e2dcf,human,only_3393,only,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1668,not,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_9416,just,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_4966,just,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1385,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_2405,not,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3674,only,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3340,only,1.0
5a7255c8c2eb6c00017e2dcf,human,control_00048,control,7.0
5a7255c8c2eb6c00017e2dcf,human,only_2903,only,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3465,only,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00036,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_2401,just,6.0
5a7255c8c2eb6c00017e2dcf,human,just_e_9397,just,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_2612,just,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_7614,just,7.0
5a7255c8c2eb6c00017e2dcf,human,not_2378,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1608,not,7.0
5a7255c8c2eb6c00017e2dcf,human,only_2470,only,2.0
5a7255c8c2eb6c00017e2dcf,human,just_e_5473,just,6.0
5a7255c8c2eb6c00017e2dcf,human,not_2698,not,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_976,just,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_12686,just,6.0
5a7255c8c2eb6c00017e2dcf,human,just_e_1246,just,7.0
5a7255c8c2eb6c00017e2dcf,human,not_2160,not,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00043,control,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3394,only,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1406,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_2047,not,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00053,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_5388,just,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1754,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1776,not,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3483,only,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_7244,just,7.0
5a7255c8c2eb6c00017e2dcf,human,not_2138,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1347,not,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00045,control,7.0
5a7255c8c2eb6c00017e2dcf,human,only_4172,only,7.0
5a7255c8c2eb6c00017e2dcf,human,not_2497,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1353,not,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_6323,just,7.0
5a7255c8c2eb6c00017e2dcf,human,not_2168,not,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00054,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_1267,just,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00057,control,7.0
5a7255c8c2eb6c00017e2dcf,human,not_2551,not,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_3966,just,2.0
5a7255c8c2eb6c00017e2dcf,human,only_3999,only,6.0
5a7255c8c2eb6c00017e2dcf,human,control_00046,control,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3392,only,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1721,not,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00052,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_8362,just,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00056,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_5758,just,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00049,control,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1663,not,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_6664,just,5.0
5a7255c8c2eb6c00017e2dcf,human,not_1286,not,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3570,only,1.0
5a7255c8c2eb6c00017e2dcf,human,only_4003,only,5.0
5a7255c8c2eb6c00017e2dcf,human,only_3332,only,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_8556,just,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00055,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00047,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00059,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00034,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00032,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00042,control,7.0
5a7255c8c2eb6c00017e2dcf,human,not_2456,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1760,not,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3843,only,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3867,only,4.0
5a7255c8c2eb6c00017e2dcf,human,just_j_498,just,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1804,not,6.0
5a7255c8c2eb6c00017e2dcf,human,control_00038,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00031,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_472,just,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00033,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_11362,just,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00035,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00050,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_2798,just,7.0
5a7255c8c2eb6c00017e2dcf,human,only_2695,only,1.0
5a7255c8c2eb6c00017e2dcf,human,not_1761,not,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00030,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_2762,just,7.0
5a7255c8c2eb6c00017e2dcf,human,not_2148,not,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3267,only,1.0
5a7255c8c2eb6c00017e2dcf,human,control_00039,control,7.0
5a7255c8c2eb6c00017e2dcf,human,only_2682,only,7.0
5a7255c8c2eb6c00017e2dcf,human,only_2678,only,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_2485,just,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_4632,just,3.0
5a7255c8c2eb6c00017e2dcf,human,not_1819,not,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_5739,just,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_8648,just,7.0
5a7255c8c2eb6c00017e2dcf,human,not_2467,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_2142,not,5.0
5a7255c8c2eb6c00017e2dcf,human,control_00044,control,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3484,only,3.0
5a7255c8c2eb6c00017e2dcf,human,just_e_1157,just,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3792,only,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_2522,just,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3568,only,1.0
5a7255c8c2eb6c00017e2dcf,human,only_2627,only,7.0
5a7255c8c2eb6c00017e2dcf,human,only_3930,only,3.0
5a7255c8c2eb6c00017e2dcf,human,only_3896,only,1.0
5a7255c8c2eb6c00017e2dcf,human,only_3385,only,6.0
5d8d12f6d88e3a00142c9751,human,control_00054,control,7.0
5d8d12f6d88e3a00142c9751,human,only_3392,only,6.0
5d8d12f6d88e3a00142c9751,human,just_j_2522,just,5.0
5d8d12f6d88e3a00142c9751,human,only_3483,only,4.0
5d8d12f6d88e3a00142c9751,human,control_00057,control,7.0
5d8d12f6d88e3a00142c9751,human,not_1663,not,7.0
5d8d12f6d88e3a00142c9751,human,just_j_11362,just,6.0
5d8d12f6d88e3a00142c9751,human,just_e_1043,just,6.0
5d8d12f6d88e3a00142c9751,human,control_00032,control,7.0
5d8d12f6d88e3a00142c9751,human,just_e_2762,just,6.0
5d8d12f6d88e3a00142c9751,human,only_3332,only,6.0
5d8d12f6d88e3a00142c9751,human,just_e_12686,just,7.0
5d8d12f6d88e3a00142c9751,human,control_00033,control,7.0
5d8d12f6d88e3a00142c9751,human,control_00048,control,6.0
5d8d12f6d88e3a00142c9751,human,only_4172,only,7.0
5d8d12f6d88e3a00142c9751,human,only_2695,only,6.0
5d8d12f6d88e3a00142c9751,human,just_j_8556,just,7.0
5d8d12f6d88e3a00142c9751,human,not_2497,not,7.0
5d8d12f6d88e3a00142c9751,human,not_1406,not,3.0
5d8d12f6d88e3a00142c9751,human,only_2678,only,6.0
5d8d12f6d88e3a00142c9751,human,only_4003,only,7.0
5d8d12f6d88e3a00142c9751,human,just_e_9397,just,4.0
5d8d12f6d88e3a00142c9751,human,only_3465,only,5.0
5d8d12f6d88e3a00142c9751,human,not_2047,not,6.0
5d8d12f6d88e3a00142c9751,human,control_00056,control,7.0
5d8d12f6d88e3a00142c9751,human,not_1270,not,7.0
5d8d12f6d88e3a00142c9751,human,just_j_498,just,6.0
5d8d12f6d88e3a00142c9751,human,not_1608,not,1.0
5d8d12f6d88e3a00142c9751,human,only_3394,only,6.0
5d8d12f6d88e3a00142c9751,human,just_e_2612,just,7.0
5d8d12f6d88e3a00142c9751,human,not_1347,not,6.0
5d8d12f6d88e3a00142c9751,human,only_3302,only,7.0
5d8d12f6d88e3a00142c9751,human,not_1754,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00052,control,7.0
5d8d12f6d88e3a00142c9751,human,not_1385,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00043,control,7.0
5d8d12f6d88e3a00142c9751,human,just_e_11908,just,7.0
5d8d12f6d88e3a00142c9751,human,not_2456,not,7.0
5d8d12f6d88e3a00142c9751,human,just_e_569,just,6.0
5d8d12f6d88e3a00142c9751,human,just_j_8362,just,7.0
5d8d12f6d88e3a00142c9751,human,just_e_4632,just,6.0
5d8d12f6d88e3a00142c9751,human,just_j_2141,just,7.0
5d8d12f6d88e3a00142c9751,human,just_j_5388,just,3.0
5d8d12f6d88e3a00142c9751,human,not_1804,not,6.0
5d8d12f6d88e3a00142c9751,human,control_00042,control,7.0
5d8d12f6d88e3a00142c9751,human,just_e_976,just,6.0
5d8d12f6d88e3a00142c9751,human,not_2698,not,7.0
5d8d12f6d88e3a00142c9751,human,not_1819,not,6.0
5d8d12f6d88e3a00142c9751,human,control_00049,control,7.0
5d8d12f6d88e3a00142c9751,human,not_1776,not,2.0
5d8d12f6d88e3a00142c9751,human,just_e_5473,just,7.0
5d8d12f6d88e3a00142c9751,human,control_00044,control,7.0
5d8d12f6d88e3a00142c9751,human,only_3267,only,6.0
5d8d12f6d88e3a00142c9751,human,control_00055,control,7.0
5d8d12f6d88e3a00142c9751,human,only_3484,only,6.0
5d8d12f6d88e3a00142c9751,human,just_e_472,just,7.0
5d8d12f6d88e3a00142c9751,human,control_00051,control,7.0
5d8d12f6d88e3a00142c9751,human,not_2405,not,6.0
5d8d12f6d88e3a00142c9751,human,just_e_2798,just,7.0
5d8d12f6d88e3a00142c9751,human,just_j_7614,just,6.0
5d8d12f6d88e3a00142c9751,human,control_00053,control,7.0
5d8d12f6d88e3a00142c9751,human,just_e_1246,just,7.0
5d8d12f6d88e3a00142c9751,human,control_00046,control,7.0
5d8d12f6d88e3a00142c9751,human,control_00045,control,7.0
5d8d12f6d88e3a00142c9751,human,control_00041,control,7.0
5d8d12f6d88e3a00142c9751,human,just_j_10555,just,7.0
5d8d12f6d88e3a00142c9751,human,only_3896,only,4.0
5d8d12f6d88e3a00142c9751,human,only_3674,only,6.0
5d8d12f6d88e3a00142c9751,human,only_3792,only,6.0
5d8d12f6d88e3a00142c9751,human,only_2703,only,5.0
5d8d12f6d88e3a00142c9751,human,not_1760,not,7.0
5d8d12f6d88e3a00142c9751,human,not_2551,not,7.0
5d8d12f6d88e3a00142c9751,human,not_1353,not,7.0
5d8d12f6d88e3a00142c9751,human,not_2378,not,7.0
5d8d12f6d88e3a00142c9751,human,just_e_9416,just,7.0
5d8d12f6d88e3a00142c9751,human,not_2148,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00047,control,7.0
5d8d12f6d88e3a00142c9751,human,just_e_1157,just,7.0
5d8d12f6d88e3a00142c9751,human,not_1721,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00036,control,7.0
5d8d12f6d88e3a00142c9751,human,control_00031,control,7.0
5d8d12f6d88e3a00142c9751,human,not_1774,not,7.0
5d8d12f6d88e3a00142c9751,human,only_3779,only,7.0
5d8d12f6d88e3a00142c9751,human,just_e_5739,just,7.0
5d8d12f6d88e3a00142c9751,human,not_2467,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00034,control,7.0
5d8d12f6d88e3a00142c9751,human,control_00037,control,7.0
5d8d12f6d88e3a00142c9751,human,not_2142,not,7.0
5d8d12f6d88e3a00142c9751,human,only_2682,only,7.0
5d8d12f6d88e3a00142c9751,human,not_2168,not,7.0
5d8d12f6d88e3a00142c9751,human,just_e_6664,just,7.0
5d8d12f6d88e3a00142c9751,human,only_3843,only,7.0
5d8d12f6d88e3a00142c9751,human,just_j_8648,just,7.0
5d8d12f6d88e3a00142c9751,human,not_2160,not,7.0
5d8d12f6d88e3a00142c9751,human,only_2627,only,7.0
5d8d12f6d88e3a00142c9751,human,control_00035,control,7.0
5d8d12f6d88e3a00142c9751,human,only_3393,only,7.0
5d8d12f6d88e3a00142c9751,human,only_3340,only,6.0
5d8d12f6d88e3a00142c9751,human,not_1761,not,7.0
5d8d12f6d88e3a00142c9751,human,just_e_4966,just,6.0
5d8d12f6d88e3a00142c9751,human,only_3568,only,6.0
5d8d12f6d88e3a00142c9751,human,just_e_5758,just,7.0
5d8d12f6d88e3a00142c9751,human,only_3385,only,6.0
5d8d12f6d88e3a00142c9751,human,control_00030,control,7.0
5d8d12f6d88e3a00142c9751,human,just_e_7244,just,7.0
5d8d12f6d88e3a00142c9751,human,just_e_3966,just,7.0
5d8d12f6d88e3a00142c9751,human,only_2903,only,7.0
5d8d12f6d88e3a00142c9751,human,control_00050,control,7.0
5d8d12f6d88e3a00142c9751,human,not_1286,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00058,control,7.0
5d8d12f6d88e3a00142c9751,human,just_e_1267,just,7.0
5d8d12f6d88e3a00142c9751,human,control_00038,control,7.0
5d8d12f6d88e3a00142c9751,human,not_2138,not,1.0
5d8d12f6d88e3a00142c9751,human,only_2470,only,7.0
5d8d12f6d88e3a00142c9751,human,control_00040,control,7.0
5d8d12f6d88e3a00142c9751,human,only_3999,only,7.0
5d8d12f6d88e3a00142c9751,human,control_00039,control,7.0
5d8d12f6d88e3a00142c9751,human,only_3867,only,6.0
5d8d12f6d88e3a00142c9751,human,just_j_2401,just,6.0
5d8d12f6d88e3a00142c9751,human,just_j_2485,just,7.0
5d8d12f6d88e3a00142c9751,human,control_00059,control,7.0
5d8d12f6d88e3a00142c9751,human,only_3930,only,6.0
5d8d12f6d88e3a00142c9751,human,only_3570,only,7.0
5d8d12f6d88e3a00142c9751,human,just_e_6323,just,6.0
5d8d12f6d88e3a00142c9751,human,not_1668,not,7.0
6634f3529f3dc58a0bf22552,human,not_2467,not,7.0
6634f3529f3dc58a0bf22552,human,control_00033,control,7.0
6634f3529f3dc58a0bf22552,human,only_3570,only,3.0
6634f3529f3dc58a0bf22552,human,just_j_2141,just,6.0
6634f3529f3dc58a0bf22552,human,only_3393,only,5.0
6634f3529f3dc58a0bf22552,human,only_2903,only,5.0
6634f3529f3dc58a0bf22552,human,control_00042,control,7.0
6634f3529f3dc58a0bf22552,human,control_00030,control,7.0
6634f3529f3dc58a0bf22552,human,just_e_2612,just,7.0
6634f3529f3dc58a0bf22552,human,only_3484,only,2.0
6634f3529f3dc58a0bf22552,human,only_3394,only,6.0
6634f3529f3dc58a0bf22552,human,only_3674,only,6.0
6634f3529f3dc58a0bf22552,human,control_00046,control,7.0
6634f3529f3dc58a0bf22552,human,only_3930,only,6.0
6634f3529f3dc58a0bf22552,human,just_e_1043,just,5.0
6634f3529f3dc58a0bf22552,human,control_00055,control,7.0
6634f3529f3dc58a0bf22552,human,only_2682,only,6.0
6634f3529f3dc58a0bf22552,human,only_3267,only,2.0
6634f3529f3dc58a0bf22552,human,control_00034,control,7.0
6634f3529f3dc58a0bf22552,human,control_00057,control,7.0
6634f3529f3dc58a0bf22552,human,not_1776,not,7.0
6634f3529f3dc58a0bf22552,human,just_e_7244,just,6.0
6634f3529f3dc58a0bf22552,human,not_1347,not,5.0
6634f3529f3dc58a0bf22552,human,just_e_976,just,6.0
6634f3529f3dc58a0bf22552,human,not_1721,not,7.0
6634f3529f3dc58a0bf22552,human,just_e_1157,just,6.0
6634f3529f3dc58a0bf22552,human,just_e_11908,just,6.0
6634f3529f3dc58a0bf22552,human,control_00037,control,7.0
6634f3529f3dc58a0bf22552,human,control_00032,control,7.0
6634f3529f3dc58a0bf22552,human,control_00056,control,7.0
6634f3529f3dc58a0bf22552,human,not_2047,not,6.0
6634f3529f3dc58a0bf22552,human,just_e_3966,just,3.0
6634f3529f3dc58a0bf22552,human,only_2678,only,3.0
6634f3529f3dc58a0bf22552,human,not_1406,not,5.0
6634f3529f3dc58a0bf22552,human,not_2160,not,6.0
6634f3529f3dc58a0bf22552,human,not_2497,not,6.0
6634f3529f3dc58a0bf22552,human,just_e_9397,just,4.0
6634f3529f3dc58a0bf22552,human,control_00041,control,7.0
6634f3529f3dc58a0bf22552,human,just_e_9416,just,5.0
6634f3529f3dc58a0bf22552,human,control_00053,control,7.0
6634f3529f3dc58a0bf22552,human,not_1761,not,6.0
6634f3529f3dc58a0bf22552,human,not_2138,not,6.0
6634f3529f3dc58a0bf22552,human,control_00039,control,7.0
6634f3529f3dc58a0bf22552,human,only_4172,only,5.0
6634f3529f3dc58a0bf22552,human,just_j_7614,just,6.0
6634f3529f3dc58a0bf22552,human,just_e_5758,just,5.0
6634f3529f3dc58a0bf22552,human,not_1385,not,6.0
6634f3529f3dc58a0bf22552,human,not_1754,not,6.0
6634f3529f3dc58a0bf22552,human,just_e_5473,just,4.0
6634f3529f3dc58a0bf22552,human,just_j_8556,just,6.0
6634f3529f3dc58a0bf22552,human,control_00040,control,7.0
6634f3529f3dc58a0bf22552,human,just_j_11362,just,5.0
6634f3529f3dc58a0bf22552,human,only_3896,only,3.0
6634f3529f3dc58a0bf22552,human,control_00045,control,7.0
6634f3529f3dc58a0bf22552,human,control_00035,control,7.0
6634f3529f3dc58a0bf22552,human,not_2148,not,6.0
6634f3529f3dc58a0bf22552,human,not_1804,not,7.0
6634f3529f3dc58a0bf22552,human,control_00043,control,7.0
6634f3529f3dc58a0bf22552,human,control_00054,control,7.0
6634f3529f3dc58a0bf22552,human,just_j_498,just,4.0
6634f3529f3dc58a0bf22552,human,not_1608,not,7.0
6634f3529f3dc58a0bf22552,human,control_00049,control,7.0
6634f3529f3dc58a0bf22552,human,not_1760,not,7.0
6634f3529f3dc58a0bf22552,human,just_e_569,just,6.0
6634f3529f3dc58a0bf22552,human,just_e_472,just,5.0
6634f3529f3dc58a0bf22552,human,only_4003,only,5.0
6634f3529f3dc58a0bf22552,human,only_2627,only,5.0
6634f3529f3dc58a0bf22552,human,not_1774,not,6.0
6634f3529f3dc58a0bf22552,human,just_e_6664,just,5.0
6634f3529f3dc58a0bf22552,human,not_1353,not,6.0
6634f3529f3dc58a0bf22552,human,just_e_4966,just,6.0
6634f3529f3dc58a0bf22552,human,just_e_12686,just,4.0
6634f3529f3dc58a0bf22552,human,control_00050,control,7.0
6634f3529f3dc58a0bf22552,human,not_2142,not,6.0
6634f3529f3dc58a0bf22552,human,just_j_10555,just,4.0
6634f3529f3dc58a0bf22552,human,only_3483,only,3.0
6634f3529f3dc58a0bf22552,human,only_3792,only,6.0
6634f3529f3dc58a0bf22552,human,not_2551,not,5.0
6634f3529f3dc58a0bf22552,human,not_1819,not,6.0
6634f3529f3dc58a0bf22552,human,only_3779,only,6.0
6634f3529f3dc58a0bf22552,human,only_3385,only,6.0
6634f3529f3dc58a0bf22552,human,not_1663,not,6.0
6634f3529f3dc58a0bf22552,human,control_00048,control,7.0
6634f3529f3dc58a0bf22552,human,just_j_8362,just,6.0
6634f3529f3dc58a0bf22552,human,only_3999,only,6.0
6634f3529f3dc58a0bf22552,human,not_2405,not,6.0
6634f3529f3dc58a0bf22552,human,only_3843,only,6.0
6634f3529f3dc58a0bf22552,human,not_1668,not,6.0
6634f3529f3dc58a0bf22552,human,control_00031,control,7.0
6634f3529f3dc58a0bf22552,human,only_3568,only,4.0
6634f3529f3dc58a0bf22552,human,not_1270,not,6.0
6634f3529f3dc58a0bf22552,human,only_2695,only,5.0
6634f3529f3dc58a0bf22552,human,just_e_4632,just,5.0
6634f3529f3dc58a0bf22552,human,only_2703,only,3.0
6634f3529f3dc58a0bf22552,human,control_00036,control,7.0
6634f3529f3dc58a0bf22552,human,control_00059,control,7.0
6634f3529f3dc58a0bf22552,human,just_j_2522,just,6.0
6634f3529f3dc58a0bf22552,human,only_3332,only,6.0
6634f3529f3dc58a0bf22552,human,just_j_8648,just,6.0
6634f3529f3dc58a0bf22552,human,only_3465,only,5.0
6634f3529f3dc58a0bf22552,human,only_2470,only,6.0
6634f3529f3dc58a0bf22552,human,only_3340,only,4.0
6634f3529f3dc58a0bf22552,human,not_2456,not,6.0
6634f3529f3dc58a0bf22552,human,only_3867,only,4.0
6634f3529f3dc58a0bf22552,human,only_3302,only,6.0
6634f3529f3dc58a0bf22552,human,just_e_1246,just,6.0
6634f3529f3dc58a0bf22552,human,control_00052,control,7.0
6634f3529f3dc58a0bf22552,human,only_3392,only,6.0
6634f3529f3dc58a0bf22552,human,not_2378,not,6.0
6634f3529f3dc58a0bf22552,human,control_00044,control,7.0
6634f3529f3dc58a0bf22552,human,just_e_2762,just,6.0
6634f3529f3dc58a0bf22552,human,not_2168,not,6.0
6634f3529f3dc58a0bf22552,human,control_00038,control,7.0
6634f3529f3dc58a0bf22552,human,control_00047,control,7.0
6634f3529f3dc58a0bf22552,human,just_j_5388,just,4.0
6634f3529f3dc58a0bf22552,human,just_e_2798,just,6.0
6634f3529f3dc58a0bf22552,human,just_e_5739,just,5.0
6634f3529f3dc58a0bf22552,human,control_00051,control,7.0
6634f3529f3dc58a0bf22552,human,just_e_1267,just,6.0
6634f3529f3dc58a0bf22552,human,just_e_6323,just,3.0
6634f3529f3dc58a0bf22552,human,not_2698,not,6.0
6634f3529f3dc58a0bf22552,human,not_1286,not,6.0
6634f3529f3dc58a0bf22552,human,just_j_2485,just,6.0
6634f3529f3dc58a0bf22552,human,just_j_2401,just,5.0
6634f3529f3dc58a0bf22552,human,control_00058,control,7.0
696190829c7b27c40f62fcc1,human,not_1774,not,6.0
696190829c7b27c40f62fcc1,human,control_00033,control,7.0
696190829c7b27c40f62fcc1,human,just_e_12686,just,7.0
696190829c7b27c40f62fcc1,human,just_e_976,just,6.0
696190829c7b27c40f62fcc1,human,not_1761,not,6.0
696190829c7b27c40f62fcc1,human,only_3792,only,7.0
696190829c7b27c40f62fcc1,human,only_2470,only,7.0
696190829c7b27c40f62fcc1,human,just_e_9397,just,2.0
696190829c7b27c40f62fcc1,human,control_00051,control,7.0
696190829c7b27c40f62fcc1,human,not_2378,not,7.0
696190829c7b27c40f62fcc1,human,control_00056,control,7.0
696190829c7b27c40f62fcc1,human,not_2467,not,7.0
696190829c7b27c40f62fcc1,human,only_3930,only,6.0
696190829c7b27c40f62fcc1,human,control_00031,control,7.0
696190829c7b27c40f62fcc1,human,control_00036,control,7.0
696190829c7b27c40f62fcc1,human,only_3674,only,6.0
